contrast_order,contrast_type,shock,portfolio,reference_portfolio,comparison_shock,family,metric,direction_multiplier,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,reversal
107,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.0234375,0.023437499999999997,-0.06937499999999999,0.022499999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
108,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
109,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
110,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
111,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
112,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
113,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
114,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
115,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
116,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,unresolved_tab_share,1,128,-0.005300376735556502,0.0021281942640870195,-0.00947163749316706,-0.0011291159779459438,0.0,-0.02972611807593431,0.0,0.0,0.0,0.0,0.0078125,,,
117,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,backlog_area_share,1,128,-0.027638496342082458,0.010932917405567967,-0.04906701445699567,-0.006209978227169243,0.0,-0.11734325080227366,0.0,0.0,0.0,0.0,0.0,,,
118,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,liquidated_debt_share,1,128,-0.006830216327688076,0.0023265577186309294,-0.011390269456204697,-0.002270163199171455,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
119,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,debt_weighted_liquidated_vault_share,1,128,-0.006830216327688076,0.00232655771863093,-0.011390269456204699,-0.002270163199171454,0.0,-0.04129176162505703,0.0,0.0,0.0,0.0,0.0,,,
120,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,successful_closure_count,1,128,-3.2734375,0.951888588703472,-5.139139133858805,-1.407735866141195,0.0,-16.9,0.0,0.0,0.0,0.0,0.0,,,
121,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
122,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
123,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
124,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
125,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
126,raw_portfolio_contrast,stable_depeg_severe,stable_heavy,stable_supported,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
127,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
128,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
129,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
130,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,unresolved_tab_share,1,128,-0.00834775909322552,0.003677497214606857,-0.01555565363385496,-0.0011398645525960809,0.0,-0.07206605152951535,-0.004048181648885247,0.0,0.0,0.0,0.046875,,,
131,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,backlog_area_share,1,128,-0.04537284441658083,0.017972383747103606,-0.0805987165609039,-0.010146972272257762,-9.075911075829007e-05,-0.2764912937950649,-0.016604417490391724,0.0,0.0,0.0,0.0390625,,,
132,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,liquidated_debt_share,1,128,-0.02269575509667357,0.0053471362202346705,-0.03317614208833353,-0.012215368105013617,-0.000550919222175722,-0.18181585978064543,-0.00905465223565578,0.0,0.0,7.566783493234544e-05,0.0546875,,,
133,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.02269575509667357,0.0053471362202346705,-0.03317614208833353,-0.012215368105013617,-0.000550919222175722,-0.18181585978064543,-0.00905465223565578,0.0,0.0,7.566783493234544e-05,0.0546875,,,
134,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,successful_closure_count,1,128,-7.9609375,1.1277526660383665,-10.171332725435198,-5.750542274564802,-1.5,-35.3,-12.25,0.0,0.0,0.0,0.0078125,,,
135,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.015625,0.015625,-0.04625,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
136,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
137,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
138,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
139,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
140,raw_portfolio_contrast,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
141,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
142,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
143,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
144,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,unresolved_tab_share,1,128,-0.015175013881664399,0.0033851078399791653,-0.02180982524802356,-0.008540202515305236,-0.0002278655531152004,-0.10260066531508397,-0.007294840172350411,0.0,0.0,0.0,0.0078125,,,
145,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,backlog_area_share,1,128,-0.07241013307155511,0.0184808454448512,-0.10863259014346346,-0.03618767599964676,-0.00031009374193568704,-0.4796008301692688,-0.02426239128731089,0.0,0.0,0.0,0.0078125,,,
146,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,liquidated_debt_share,1,128,-0.03181444312727191,0.0063391768235425885,-0.04423922970141539,-0.01938965655312844,-0.0007052356059071895,-0.22084034182140683,-0.015827811946152938,0.0,0.0,0.0,0.0078125,,,
147,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,1,128,-0.03181444312727191,0.0063391768235425885,-0.04423922970141539,-0.01938965655312844,-0.0007052356059071895,-0.22084034182140683,-0.015827811946152934,0.0,0.0,0.0,0.0078125,,,
148,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,successful_closure_count,1,128,-11.4921875,1.831382301318173,-15.081696810583619,-7.902678189416381,-1.5,-54.9,-15.0,0.0,0.0,0.0,0.0,,,
149,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,1,128,-0.015625,0.015625,-0.04625,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
150,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
151,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
152,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
153,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
154,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
155,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
156,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
157,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
158,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,unresolved_tab_share,1,128,-0.006827254788438876,0.0028753808359075054,-0.012463001226817587,-0.0011915083500601657,0.0,-0.029230469724177817,-7.459780763010199e-05,0.0,0.0,0.0,0.0234375,,,
159,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,backlog_area_share,1,128,-0.027037288654974293,0.010764677502391073,-0.0481360565596608,-0.0059385207502877894,0.0,-0.1573460896517739,-0.00017185404404147992,0.0,0.0,0.0,0.015625,,,
160,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,liquidated_debt_share,1,128,-0.009118688030598347,0.003058260584434677,-0.015112878776090313,-0.00312449728510638,0.0,-0.06195983800550667,-0.00022005654011063406,0.0,0.0,0.0,0.015625,,,
161,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,debt_weighted_liquidated_vault_share,1,128,-0.009118688030598348,0.003058260584434678,-0.015112878776090317,-0.00312449728510638,0.0,-0.06195983800550666,-0.00022005654011063406,0.0,0.0,0.0,0.015625,,,
162,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,successful_closure_count,1,128,-3.53125,0.9588569656681002,-5.410609652709477,-1.6518903472905238,0.0,-17.9,-1.0,0.0,0.0,0.0,0.015625,,,
163,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
164,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
165,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
166,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
167,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
168,raw_portfolio_contrast,joint_crypto_stable_stress,stable_heavy,stable_supported,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
169,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
170,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
171,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
172,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.00834775909322552,0.003677497214606857,0.0011398645525960809,0.01555565363385496,0.0,0.0,-0.0,0.004048181648885247,0.02098693659288655,0.07206605152951524,0.4921875,,,
173,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.04537577110029074,0.01797237971678121,0.01014990685539957,0.08060163534518192,9.075911075829007e-05,0.0,-0.0,0.016604417490391724,0.08625477443310436,0.2764912937950648,0.5,,,
174,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02271182614360917,0.005344972837107313,0.012235679382878837,0.0331879729043395,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
175,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02271182614360917,0.005344972837107313,0.012235679382878837,0.0331879729043395,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
176,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,7.96875,1.128327182953304,5.757228721411524,10.180271278588476,1.5,0.0,-0.0,12.25,25.299999999999997,35.29999999999998,0.5625,,,
177,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
178,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
179,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
180,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
181,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
182,direction_normalised_advantage,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
183,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
184,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
185,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
186,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.015175013881664399,0.0033851078399791653,0.008540202515305236,0.02180982524802356,0.0002278655531152004,0.0,-0.0,0.007294840172350411,0.05240201234514019,0.10260066531508391,0.5234375,,,
187,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.0724146389261886,0.018481003434618615,0.03619187219433612,0.10863740565804109,0.00031009374193568704,0.0,-0.0,0.02426239128731089,0.15632406052249526,0.4796008301692685,0.5234375,,,
188,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.03183024034482597,0.006339387678338153,0.019405040495283188,0.04425544019436875,0.0007052356059071895,0.0,-0.0,0.015827811946152938,0.13503533405056825,0.22084034182140658,0.5703125,,,
189,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.03183024034482597,0.006339387678338154,0.019405040495283188,0.04425544019436875,0.0007052356059071895,0.0,-0.0,0.015827811946152934,0.13503533405056828,0.2208403418214066,0.5703125,,,
190,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,11.5,1.8319869489443317,7.90930558006911,15.090694419930891,1.5,0.0,-0.0,15.0,35.19999999999999,54.89999999999995,0.5703125,,,
191,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
192,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
193,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
194,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
195,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
196,direction_normalised_advantage,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
197,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
198,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
199,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
200,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.007958334989885277,0.003288745258879222,0.0015123942824820024,0.014404275697288551,0.0,0.0,-0.0,0.001531330325902839,0.015857707414068372,0.07206605152951524,0.3984375,,,
201,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.03445292267012094,0.017380696906300213,0.0003867567337725239,0.06851908860646935,0.0,0.0,-0.0,0.008767608495574456,0.08815104406518093,0.2423078978175631,0.4140625,,,
202,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02165332330511262,0.0055500965259187626,0.010775134114311847,0.03253151249591339,0.0,0.0,-0.0,0.003872734298901398,0.0811059780636055,0.18181585978064543,0.4140625,,,
203,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02165332330511262,0.0055500965259187626,0.010775134114311847,0.03253151249591339,0.0,0.0,-0.0,0.003872734298901398,0.0811059780636055,0.18181585978064543,0.4140625,,,
204,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,6.765625,1.0954386219607504,4.618565300956929,8.912684699043071,0.0,0.0,-0.0,9.0,23.299999999999997,33.949999999999974,0.4453125,,,
205,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.0234375,0.023437499999999997,-0.022499999999999992,0.06937499999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
206,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
207,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
208,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
209,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
210,direction_normalised_advantage,stable_depeg_moderate,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
211,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
212,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
213,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
214,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.013258711725441779,0.0032866922607582196,0.006816794894355669,0.01970062855652789,0.0,0.0,-0.0,0.0038294749854504073,0.04692246446815591,0.10749315966790438,0.4375,,,
215,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.0620914190122034,0.01725268154123726,0.02827616319137837,0.09590667483302842,0.0,0.0,-0.0,0.012908092726186551,0.15814893451359524,0.3728408742360809,0.4375,,,
216,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.028483539632800696,0.006231532406686746,0.016269736115694676,0.040697343149906716,0.0,0.0,-0.0,0.005524978745927039,0.10869497774845552,0.22084034182140658,0.453125,,,
217,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.028483539632800696,0.006231532406686746,0.016269736115694676,0.040697343149906716,0.0,0.0,-0.0,0.005524978745927039,0.10869497774845552,0.2208403418214066,0.453125,,,
218,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,10.0390625,1.805619316225522,6.500048640197977,13.578076359802022,0.0,0.0,-0.0,11.25,30.499999999999986,50.64999999999999,0.453125,,,
219,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.0234375,0.023437499999999997,-0.022499999999999992,0.06937499999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
220,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
221,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
222,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
223,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
