contrast_order,contrast_type,shock,portfolio,reference_portfolio,comparison_shock,family,metric,direction_multiplier,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,reversal
224,direction_normalised_advantage,stable_depeg_moderate,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
225,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
226,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
227,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
228,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.007958334989885277,0.003288745258879222,0.0015123942824820024,0.014404275697288551,0.0,0.0,-0.0,0.001531330325902839,0.015857707414068372,0.07206605152951524,0.3984375,,,
229,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.03445292267012094,0.017380696906300213,0.0003867567337725239,0.06851908860646935,0.0,0.0,-0.0,0.008767608495574456,0.08815104406518093,0.2423078978175631,0.4140625,,,
230,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02165332330511262,0.0055500965259187626,0.010775134114311847,0.03253151249591339,0.0,0.0,-0.0,0.003872734298901398,0.0811059780636055,0.18181585978064543,0.4140625,,,
231,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02165332330511262,0.0055500965259187626,0.010775134114311847,0.03253151249591339,0.0,0.0,-0.0,0.003872734298901398,0.0811059780636055,0.18181585978064543,0.4140625,,,
232,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,6.765625,1.0954386219607504,4.618565300956929,8.912684699043071,0.0,0.0,-0.0,9.0,23.299999999999997,33.949999999999974,0.4453125,,,
233,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.0234375,0.023437499999999997,-0.022499999999999992,0.06937499999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
234,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
235,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
236,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
237,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
238,direction_normalised_advantage,stable_depeg_severe,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
239,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
240,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
241,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
242,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.013258711725441779,0.0032866922607582196,0.006816794894355669,0.01970062855652789,0.0,0.0,-0.0,0.0038294749854504073,0.04692246446815591,0.10749315966790438,0.4375,,,
243,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.0620914190122034,0.01725268154123726,0.02827616319137837,0.09590667483302842,0.0,0.0,-0.0,0.012908092726186551,0.15814893451359524,0.3728408742360809,0.4375,,,
244,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.028483539632800696,0.006231532406686746,0.016269736115694676,0.040697343149906716,0.0,0.0,-0.0,0.005524978745927039,0.10869497774845552,0.22084034182140658,0.453125,,,
245,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.028483539632800696,0.006231532406686746,0.016269736115694676,0.040697343149906716,0.0,0.0,-0.0,0.005524978745927039,0.10869497774845552,0.2208403418214066,0.453125,,,
246,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,10.0390625,1.805619316225522,6.500048640197977,13.578076359802022,0.0,0.0,-0.0,11.25,30.499999999999986,50.64999999999999,0.453125,,,
247,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.0234375,0.023437499999999997,-0.022499999999999992,0.06937499999999999,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
248,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
249,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
250,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
251,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
252,direction_normalised_advantage,stable_depeg_severe,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
253,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
254,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
255,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
256,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.00834775909322552,0.003677497214606857,0.0011398645525960809,0.01555565363385496,0.0,0.0,-0.0,0.004048181648885247,0.02098693659288655,0.07206605152951524,0.4921875,,,
257,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.04537284441658083,0.017972383747103606,0.010146972272257762,0.0805987165609039,9.075911075829007e-05,0.0,-0.0,0.016604417490391724,0.08625477443310436,0.2764912937950648,0.5,,,
258,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
259,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
260,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,7.9609375,1.1277526660383665,5.750542274564802,10.171332725435198,1.5,0.0,-0.0,12.25,25.299999999999997,35.29999999999998,0.5625,,,
261,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
262,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
263,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
264,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
265,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
266,direction_normalised_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
267,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
268,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
269,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
270,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,unresolved_tab_share,-1,128,0.015175013881664399,0.0033851078399791653,0.008540202515305236,0.02180982524802356,0.0002278655531152004,0.0,-0.0,0.007294840172350411,0.05240201234514019,0.10260066531508391,0.5234375,,,
271,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,backlog_area_share,-1,128,0.07241013307155511,0.0184808454448512,0.03618767599964676,0.10863259014346346,0.00031009374193568704,0.0,-0.0,0.02426239128731089,0.1559203359473339,0.4796008301692685,0.5234375,,,
272,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,liquidated_debt_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152938,0.13503533405056825,0.22084034182140658,0.5703125,,,
273,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.03181444312727191,0.0063391768235425885,0.01938965655312844,0.04423922970141539,0.0007052356059071895,0.0,-0.0,0.015827811946152934,0.13503533405056828,0.2208403418214066,0.5703125,,,
274,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,successful_closure_count,-1,128,11.4921875,1.831382301318173,7.902678189416381,15.081696810583619,1.5,0.0,-0.0,15.0,35.19999999999999,54.89999999999995,0.5703125,,,
275,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
276,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
277,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
278,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
279,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
280,direction_normalised_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
281,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
282,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
283,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
284,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
285,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
286,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
287,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,positive_realised_bad_debt,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
288,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,positive_realised_bad_debt,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
289,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
290,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
291,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,active_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
292,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,active_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
293,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.00834775909322552,0.003677497214606857,0.0011398645525960809,0.01555565363385496,0.0,0.0,-0.0,0.004048181648885247,0.02098693659288655,0.07206605152951524,0.4921875,,,
294,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.00834775909322552,0.003677497214606857,0.0011398645525960809,0.01555565363385496,0.0,0.0,-0.0,0.004048181648885247,0.02098693659288655,0.07206605152951524,0.4921875,,,
295,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,unresolved_tab_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
296,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,unresolved_tab_share,-1,128,0.00834775909322552,0.003677497214606857,0.0011398645525960809,0.01555565363385496,0.0,0.0,-0.0,0.004048181648885247,0.02098693659288655,0.07206605152951524,0.4921875,,,False
297,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.04537577110029074,0.01797237971678121,0.01014990685539957,0.08060163534518192,9.075911075829007e-05,0.0,-0.0,0.016604417490391724,0.08625477443310436,0.2764912937950648,0.5,,,
298,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.04537284441658083,0.017972383747103606,0.010146972272257762,0.0805987165609039,9.075911075829007e-05,0.0,-0.0,0.016604417490391724,0.08625477443310436,0.2764912937950648,0.5,,,
299,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,backlog_area_share,1,128,2.9266837099173413e-06,2.9266837099173413e-06,-2.809616361520647e-06,8.662983781355329e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
300,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,backlog_area_share,-1,128,0.04537284441658083,0.017972383747103606,0.010146972272257762,0.0805987165609039,9.075911075829007e-05,0.0,-0.0,0.016604417490391724,0.08625477443310436,0.2764912937950648,0.5,,,False
301,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02271182614360917,0.005344972837107313,0.012235679382878837,0.0331879729043395,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
302,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
303,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,liquidated_debt_share,1,128,1.607104693560177e-05,1.6071046935601763e-05,-1.542820505817769e-05,4.757029892938123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
304,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,liquidated_debt_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,False
305,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02271182614360917,0.005344972837107313,0.012235679382878837,0.0331879729043395,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
306,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,
307,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,1,128,1.607104693560177e-05,1.6071046935601763e-05,-1.542820505817769e-05,4.757029892938123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
308,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,debt_weighted_liquidated_vault_share,-1,128,0.02269575509667357,0.0053471362202346705,0.012215368105013617,0.03317614208833353,0.000550919222175722,-7.566783493234637e-05,-0.0,0.00905465223565578,0.08544426049897716,0.18181585978064543,0.53125,,,False
309,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,7.96875,1.128327182953304,5.757228721411524,10.180271278588476,1.5,0.0,-0.0,12.25,25.299999999999997,35.29999999999998,0.5625,,,
310,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,7.9609375,1.1277526660383665,5.750542274564802,10.171332725435198,1.5,0.0,-0.0,12.25,25.299999999999997,35.29999999999998,0.5625,,,
311,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,successful_closure_count,1,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,,,
312,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,successful_closure_count,-1,128,7.9609375,1.1277526660383665,5.750542274564802,10.171332725435198,1.5,0.0,-0.0,12.25,25.299999999999997,35.29999999999998,0.5625,,,False
313,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
314,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,
315,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,capacity_rejected_opportunities,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
316,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,capacity_rejected_opportunities,-1,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0078125,,,False
317,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
318,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
319,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,below_peg_burden,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
320,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,below_peg_burden,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
321,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
322,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
323,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,mean_absolute_peg_deviation,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
324,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,mean_absolute_peg_deviation,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
325,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
326,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
327,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,minimum_dai_price,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
328,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,minimum_dai_price,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
329,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
330,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
331,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,restricted_mean_recovery_time,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
332,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,restricted_mean_recovery_time,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,False
333,crypto_protection,joint_crypto_high_correlation,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
334,joint_stress_advantage,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
335,tradeoff_erosion,joint_crypto_stable_stress,stable_supported,empirical_crypto,joint_crypto_high_correlation,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
336,reversal_flag,joint_crypto_stable_stress,stable_supported,empirical_crypto,,,recovery_probability_720h,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False
337,crypto_protection,joint_crypto_high_correlation,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
338,joint_stress_advantage,joint_crypto_stable_stress,stable_heavy,empirical_crypto,,,realised_bad_debt_share,-1,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,,,
339,tradeoff_erosion,joint_crypto_stable_stress,stable_heavy,empirical_crypto,joint_crypto_high_correlation,,realised_bad_debt_share,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
