candidate_index,event_set,replication_count,moment,event_count,point_estimate,analytic_mcse,replication_index_mcse,diagnostic_mcse,relative_disagreement,agreement_pass,threshold,pass,dominant_event,dominant_event_mc_variance_share,effective_event_count,right_censoring_share,convergence_slope,convergence_classification,projected_required_replications
42,all_74,256,maximum_downside_deviation_mean,74,0.48298036317567578,0.00053513325386141206,0.00049911230217234153,0.00053513325386141206,0.067312116055488466,True,5.4365875714999998e-05,False,calibration__20210409T070000Z,0.09184322231987585,21.13386207915584,0.97571790540540537,-0.49303918058607754,regular_convergence,>8192
42,all_74,256,recovery_completion_hours_mean,74,726.21500211148646,0.74710475997364933,0.69686926843543806,0.74710475997364933,0.067240224168807469,True,0.95394282938200003,True,calibration__20210409T070000Z,0.092861309821594212,20.859886139832412,0.97571790540540537,-0.49407456690177359,regular_convergence,256
42,all_74,256,failed_recovery_attempts_mean,74,0.20027449324324326,0.0025662486392730964,0.0027430448214992662,0.0027430448214992662,0.064452531304077743,True,0.12984694187000001,True,calibration__20200802T100000Z,0.029453832266971104,47.102640192970711,0.97571790540540537,-0.54711124152669377,regular_convergence,1
42,all_74,256,initial_gap_q4_q1_burden_contrast,74,-0.029430750885128809,0.0073562628868668488,0.0074541753960375165,0.0074541753960375165,0.013135256949107478,True,0.0071927000000000007,False,calibration__20210314T050000Z,0.048731833762937618,25.058753316827882,0.97571790540540537,-0.57241475591333379,regular_convergence,512
42,all_74,256,eth_recovery_q4_q1_duration_contrast,74,-18.461759868421041,2.1652300313630151,2.0958811286071479,2.1652300313630151,0.032028422731700201,True,0.75324999999999998,False,calibration__20210308T080000Z,0.14411456816342905,11.397236649865604,0.97571790540540537,-0.47435986138503206,regular_convergence,4096
193,search_32,32,ordinary_below_mean,32,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,32,0.103515625,,faster_than_expected_or_floor_effect,
193,search_32,32,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.103515625,,faster_than_expected_or_floor_effect,
193,search_32,32,first_six_hour_burden_mean,32,0.0080360928180924288,0.0024375111173308285,0.0023517559572528769,0.0024375111173308285,0.035181443673519296,True,0.0024570982533000003,True,calibration__20210325T210000Z,0.4674098126378376,2.9295553685814304,0.103515625,-0.46207685667253656,regular_convergence,64
193,search_32,32,maximum_downside_deviation_mean,32,0.051291925308380878,0.0038248634577865508,0.0041910723083486952,0.0041910723083486952,0.087378318391846746,True,5.4365875714999998e-05,False,calibration__20200509T220000Z,0.13130040331505982,12.039805483878945,0.103515625,-0.54885948920611227,regular_convergence,>8192
193,search_32,32,recovery_completion_hours_mean,32,132.6025390625,5.0931156230726016,5.5768378104758876,5.5768378104758876,0.086737718370548875,True,0.95394282938200003,False,calibration__20210625T070000Z,0.13504337560087865,12.637830146467028,0.103515625,-0.54904543170977604,regular_convergence,1024
193,search_32,32,failed_recovery_attempts_mean,32,0.177734375,0.022671561323723225,0.019616121044337711,0.022671561323723225,0.13476973357756095,True,0.12984694187000001,True,calibration__20210920T030000Z,0.21923629399090255,8.8516202022866786,0.103515625,-0.53532283054857721,regular_convergence,1
193,search_32,32,initial_gap_q4_q1_burden_contrast,32,-0.013553401722444179,0.0080792303573783732,0.0090835759827791497,0.0090835759827791497,0.11056720693533448,True,0.0071927000000000007,False,calibration__20210325T210000Z,0.68072395904616112,1.9335541320371274,0.103515625,-0.59156220466284681,regular_convergence,64
193,search_32,32,eth_recovery_q4_q1_duration_contrast,32,-148.7109375,15.249584626058708,15.592418083330045,15.592418083330045,0.021987189891852842,True,0.75324999999999998,False,calibration__20210625T070000Z,0.24101513195549082,5.8754886744276433,0.103515625,-0.50705664247298299,regular_convergence,>8192
193,search_32,64,ordinary_below_mean,32,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,32,0.1025390625,,faster_than_expected_or_floor_effect,
193,search_32,64,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.1025390625,,faster_than_expected_or_floor_effect,
193,search_32,64,first_six_hour_burden_mean,32,0.0069202857807364468,0.0016047230467859668,0.0015760197856884454,0.0016047230467859668,0.017886738247456423,True,0.0024570982533000003,True,calibration__20210325T210000Z,0.44484155873811621,3.7807592837969013,0.1025390625,-0.46207685667253656,regular_convergence,64
193,search_32,64,maximum_downside_deviation_mean,32,0.050813676332826602,0.0026277228531686112,0.0027655758531781858,0.0027655758531781858,0.049846038339955379,True,5.4365875714999998e-05,False,calibration__20200509T220000Z,0.13713393173364027,11.896696428318307,0.1025390625,-0.54885948920611227,regular_convergence,>8192
193,search_32,64,recovery_completion_hours_mean,32,132.25830078125,3.4902697676319976,3.6880178834494175,3.6880178834494175,0.053619077256877437,True,0.95394282938200003,False,calibration__20210625T070000Z,0.14031926688134302,12.674321819517631,0.1025390625,-0.54904543170977604,regular_convergence,1024
193,search_32,64,failed_recovery_attempts_mean,32,0.18017578125,0.016094481201303801,0.013775422565402169,0.016094481201303801,0.14409030069970613,True,0.12984694187000001,True,calibration__20210920T030000Z,0.131824623431268,12.46220844376295,0.1025390625,-0.53532283054857721,regular_convergence,1
193,search_32,64,initial_gap_q4_q1_burden_contrast,32,-0.014044399494296545,0.0055964168061419083,0.0058621520064038998,0.0058621520064038998,0.04533065672328157,True,0.0071927000000000007,True,calibration__20210325T210000Z,0.5852014750724408,2.5234010740626776,0.1025390625,-0.59156220466284681,regular_convergence,64
193,search_32,64,eth_recovery_q4_q1_duration_contrast,32,-148.427734375,10.706733155721903,10.505418341049415,10.706733155721903,0.018802636784209088,True,0.75324999999999998,False,calibration__20210625T070000Z,0.23858400401610619,6.404362964922754,0.1025390625,-0.50705664247298299,regular_convergence,>8192
193,search_32,128,ordinary_below_mean,32,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,32,0.103271484375,,faster_than_expected_or_floor_effect,
193,search_32,128,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.103271484375,,faster_than_expected_or_floor_effect,
193,search_32,128,first_six_hour_burden_mean,32,0.0078121510524794121,0.0012207588811447849,0.0011371582807786871,0.0012207588811447849,0.068482483852749146,True,0.0024570982533000003,True,calibration__20200511T090000Z,0.31242986789334104,5.0278127057832069,0.103271484375,-0.46207685667253656,regular_convergence,64
193,search_32,128,maximum_downside_deviation_mean,32,0.051174601288863489,0.0018377280455570888,0.0017874134675705622,0.0018377280455570888,0.027378685387191883,True,5.4365875714999998e-05,False,calibration__20200509T220000Z,0.138763257431016,11.817427690630931,0.103271484375,-0.54885948920611227,regular_convergence,>8192
193,search_32,128,recovery_completion_hours_mean,32,132.584716796875,2.4429078122039107,2.3798632675980049,2.4429078122039107,0.025807173030008488,True,0.95394282938200003,False,calibration__20210625T070000Z,0.14150631957792228,12.549845690316424,0.103271484375,-0.54904543170977604,regular_convergence,1024
193,search_32,128,failed_recovery_attempts_mean,32,0.167724609375,0.010363694413746434,0.0097786643615901427,0.010363694413746434,0.056449951995912399,True,0.12984694187000001,True,calibration__20200511T090000Z,0.11605804650187243,14.166418197266376,0.103271484375,-0.53532283054857721,regular_convergence,1
193,search_32,128,initial_gap_q4_q1_burden_contrast,32,-0.010921843346920052,0.0037635198859741698,0.0038471892542030922,0.0038471892542030922,0.021748180996688106,True,0.0071927000000000007,True,calibration__20210325T210000Z,0.45880689495725724,3.5965273451708422,0.103271484375,-0.59156220466284681,regular_convergence,64
193,search_32,128,eth_recovery_q4_q1_duration_contrast,32,-146.2783203125,7.4412310496542045,7.5395901100573042,7.5395901100573042,0.013045677413138862,True,0.75324999999999998,False,calibration__20210625T070000Z,0.24401717548913551,6.2107063281828268,0.103271484375,-0.50705664247298299,regular_convergence,>8192
193,search_32,256,ordinary_below_mean,32,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,32,0.1058349609375,,faster_than_expected_or_floor_effect,
193,search_32,256,ordinary_above_mean,32,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,32,0.1058349609375,,faster_than_expected_or_floor_effect,
193,search_32,256,first_six_hour_burden_mean,32,0.0087907871647768549,0.00091806484418930105,0.00086768353906634772,0.00091806484418930105,0.054877719631495792,True,0.0024570982533000003,True,calibration__20200511T090000Z,0.2489406173215982,6.9908239957973368,0.1058349609375,-0.46207685667253656,regular_convergence,64
193,search_32,256,maximum_downside_deviation_mean,32,0.052444081118904556,0.0013512924971019087,0.0012623740099185568,0.0013512924971019087,0.065802546357693628,True,5.4365875714999998e-05,False,calibration__20200509T220000Z,0.12780987725046788,13.288215397814511,0.1058349609375,-0.54885948920611227,regular_convergence,>8192
193,search_32,256,recovery_completion_hours_mean,32,134.4466552734375,1.7992279173223413,1.6858164560813707,1.7992279173223413,0.063033404578199642,True,0.95394282938200003,False,calibration__20210625T070000Z,0.12440821818238207,14.159915917901253,0.1058349609375,-0.54904543170977604,regular_convergence,1024
193,search_32,256,failed_recovery_attempts_mean,32,0.168701171875,0.0076215176479542566,0.0073521697817806987,0.0076215176479542566,0.035340450368943954,True,0.12984694187000001,True,calibration__20200509T220000Z,0.19448652868401411,11.437932839310388,0.1058349609375,-0.53532283054857721,regular_convergence,1
193,search_32,256,initial_gap_q4_q1_burden_contrast,32,-0.0096425052859682621,0.0026205772100580085,0.0026646170461895229,0.0026646170461895229,0.016527641821736654,True,0.0071927000000000007,True,calibration__20210325T210000Z,0.4722761583747469,3.7608600106502559,0.1058349609375,-0.59156220466284681,regular_convergence,64
193,search_32,256,eth_recovery_q4_q1_duration_contrast,32,-133.6298828125,5.4310736106434909,5.3698574637661949,5.4310736106434909,0.011271463299140031,True,0.75324999999999998,False,calibration__20210625T070000Z,0.21845904798093338,6.9793618476345056,0.1058349609375,-0.50705664247298299,regular_convergence,>8192
193,all_74,32,ordinary_below_mean,74,0.000353255329457,0,0,0,0,True,1.3559e-05,True,,0,74,0.099239864864864871,,faster_than_expected_or_floor_effect,
193,all_74,32,ordinary_above_mean,74,-9.5134546050499997e-05,0,0,0,0,True,2.8830000000000002e-06,True,,0,74,0.099239864864864871,,faster_than_expected_or_floor_effect,
193,all_74,32,first_six_hour_burden_mean,74,0.017214250350033065,0.0020742038157698654,0.0024435516999893538,0.0024435516999893538,0.15115206452194055,False,0.0024570982533000003,True,calibration__20210715T050000Z,0.2679234351573912,8.7391937723021229,0.099239864864864871,-0.56057544725117969,regular_convergence,32
193,all_74,32,maximum_downside_deviation_mean,74,0.049180516898993915,0.0024385340922924749,0.0027276011478107264,0.0027276011478107264,0.10597849166850051,True,5.4365875714999998e-05,False,calibration__20200509T220000Z,0.060405542080483071,29.828067960803956,0.099239864864864871,-0.54923254519412601,regular_convergence,>8192
193,all_74,32,recovery_completion_hours_mean,74,138.10515202702703,3.1610728345306729,3.6068639474145563,3.6068639474145563,0.12359521162516592,True,0.95394282938200003,False,calibration__20210625T070000Z,0.065555308938731682,30.670786915611277,0.099239864864864871,-0.55759008275187372,regular_convergence,512
193,all_74,32,failed_recovery_attempts_mean,74,0.1570945945945946,0.013760714418389058,0.013094950883322604,0.013760714418389058,0.048381465876274919,True,0.12984694187000001,True,calibration__20210920T030000Z,0.11128326649653665,21.049740318751535,0.099239864864864871,-0.48363635988767079,regular_convergence,1
