replication_prefix,candidate_index,moment,effect,effect_estimate,paired_mcse,analytic_mcse,replication_index_mcse,relative_disagreement,agreement_pass,snr,sign,prefix_32_estimate,prefix_32_sign,prefix_sign_stable,dominant_event,dominant_event_share,effective_event_count,analytic_convergence_slope,replication_index_convergence_slope,audit_classification,event_count,replication_count
16,171,first_six_hour_burden_mean,A,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,first_six_hour_burden_mean,AB,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,first_six_hour_burden_mean,ABC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,first_six_hour_burden_mean,AC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,first_six_hour_burden_mean,B,-7.0372847125283559e-05,7.0372847125283559e-05,5.111778304517365e-05,7.0372847125283559e-05,0.27361496467281554,False,1,-1,-7.0372847125283559e-05,-1,True,calibration__20210421T210000Z,0.72278332675331214,1.6687113348869349,-0.35359917790133216,-0.48903178441367373,gate_pass,74,16
16,171,first_six_hour_burden_mean,BC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,first_six_hour_burden_mean,C,0,0,0,0,0,True,0,0,0,0,True,calibration__20200128T020000Z,0,74,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,A,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,AB,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,ABC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,AC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,B,-0.0001692599436717631,0.0001692599436717631,0.0001692599436717631,0.0001692599436717631,0,True,1,-1,-0.0001692599436717631,-1,True,calibration__20210421T210000Z,1,1,-0.52405691132772547,-0.52809993412450829,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,BC,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,initial_gap_q4_q1_burden_contrast,C,0,0,0,0,0,True,0,0,0,0,True,calibration__20200509T220000Z,0,38,,,gate_pass,74,16
16,171,maximum_downside_deviation_mean,A,-5.5794523061802822e-07,2.9140122951494303e-07,2.9140122951494303e-07,2.6423877391931359e-07,0.093213249789107527,True,1.9146975856854331,-1,-5.5794523061802822e-07,-1,True,calibration__20210710T100000Z,0.41023182917628137,3.0578021146834748,-0.53545874796115145,-0.51876040458130046,gate_pass,74,16
16,171,maximum_downside_deviation_mean,AB,5.5794523061802822e-07,2.9140122951494303e-07,2.9140122951494303e-07,2.6423877391931359e-07,0.093213249789107527,True,1.9146975856854331,1,5.5794523061802822e-07,1,True,calibration__20210710T100000Z,0.41023182917628137,3.0578021146834748,-0.53545874796115145,-0.51876040458130046,gate_pass,74,16
16,171,maximum_downside_deviation_mean,ABC,-5.5794523061802822e-07,2.9140122951494303e-07,2.9140122951494303e-07,2.6423877391931359e-07,0.093213249789107527,True,1.9146975856854331,-1,-5.5794523061802822e-07,-1,True,calibration__20210710T100000Z,0.41023182917628137,3.0578021146834748,-0.53545874796115145,-0.51876040458130046,gate_pass,74,16
16,171,maximum_downside_deviation_mean,AC,5.5794523061802822e-07,2.9140122951494303e-07,2.9140122951494303e-07,2.6423877391931359e-07,0.093213249789107527,True,1.9146975856854331,1,5.5794523061802822e-07,1,True,calibration__20210710T100000Z,0.41023182917628137,3.0578021146834748,-0.53545874796115145,-0.51876040458130046,gate_pass,74,16
16,171,maximum_downside_deviation_mean,B,-2.0627976290920432e-05,7.0252445351527281e-06,7.0252445351527281e-06,6.9831417922318152e-06,0.0059930643994298384,True,2.9362645225661148,-1,-2.0627976290920432e-05,-1,True,calibration__20210328T190000Z,0.78248259259866004,1.6170450802577911,-0.74904063897823436,-0.78169781650809145,gate_pass,74,16
16,171,maximum_downside_deviation_mean,BC,6.4618231128998877e-07,3.0446750067672338e-07,3.0446750067672338e-07,2.6654027388860971e-07,0.12456904826891174,True,2.1223359138619209,1,6.4618231128998877e-07,1,True,calibration__20210710T100000Z,0.37577702934759805,3.5529114382436595,-0.52009717306465453,-0.45022878020489732,gate_pass,74,16
16,171,maximum_downside_deviation_mean,C,-6.4618231128998877e-07,3.0446750067672338e-07,3.0446750067672338e-07,2.6654027388860971e-07,0.12456904826891174,True,2.1223359138619209,-1,-6.4618231128998877e-07,-1,True,calibration__20210710T100000Z,0.37577702934759805,3.5529114382436595,-0.52009717306465453,-0.45022878020489732,gate_pass,74,16
16,171,recovery_completion_hours_mean,A,-4.2766047297297298,0.32429395195504745,0.29399373166067261,0.32429395195504745,0.093434429201365313,True,13.187432895210264,-1,-4.2766047297297298,-1,True,calibration__20210920T030000Z,0.35590667570204682,4.0009124527176239,-0.44163768576726437,-0.48191985895023493,gate_pass,74,16
16,171,recovery_completion_hours_mean,AB,-0.00084459459459459464,0.0073273955945596485,0.0070978616190758483,0.0073273955945596485,0.031325451522533,True,0.11526531953886569,-1,-0.00084459459459459464,-1,True,calibration__20210625T070000Z,0.50973451327433639,2.0856132052358376,-0.10293169756364368,-0.16120385898146525,gate_pass,74,16
16,171,recovery_completion_hours_mean,ABC,0.00084459459459459464,0.0073273955945596485,0.0070978616190758483,0.0073273955945596485,0.031325451522533,True,0.11526531953886569,1,0.00084459459459459464,1,True,calibration__20210625T070000Z,0.50973451327433639,2.0856132052358376,-0.10293169756364368,-0.16120385898146525,gate_pass,74,16
16,171,recovery_completion_hours_mean,AC,4.2766047297297298,0.32429395195504745,0.29399373166067261,0.32429395195504745,0.093434429201365313,True,13.187432895210264,1,4.2766047297297298,1,True,calibration__20210920T030000Z,0.35590667570204682,4.0009124527176239,-0.44163768576726437,-0.48191985895023493,gate_pass,74,16
16,171,recovery_completion_hours_mean,B,-0.10261824324324324,0.053955317868045069,0.036312247541415127,0.053955317868045069,0.32699409481338659,False,1.901911568646669,-1,-0.10261824324324324,-1,True,calibration__20210325T210000Z,0.3116110272073575,4.3572993285663566,-0.32229669961609336,-0.47265744137011018,gate_pass,74,16
16,171,recovery_completion_hours_mean,BC,-0.0038006756756756759,0.0089536322396925622,0.0087620329059317683,0.0089536322396925622,0.021399062261169308,True,0.42448422873867986,-1,-0.0038006756756756759,-1,True,calibration__20200509T220000Z,0.35830429732868763,2.9882757939587181,-0.27792605369445661,-0.32859612659782533,gate_pass,74,16
16,171,recovery_completion_hours_mean,C,-5.1435810810810807,0.36782186714440762,0.30491832987500717,0.36782186714440762,0.17101630677304022,False,13.983891498929562,-1,-5.1435810810810807,-1,True,calibration__20210920T030000Z,0.38179707233874743,3.8146122155776983,-0.45176993827253425,-0.51818994040448607,gate_pass,74,16
16,193,failed_recovery_attempts_mean,A,-0.012035472972972973,0.002542566422886887,0.0024338641072653433,0.002542566422886887,0.042752989516049937,True,4.7335923516631775,-1,-0.012035472972972973,-1,True,calibration__20210712T100000Z,0.35122930255895629,4.7079651576947388,-0.39067571519379207,-0.40063378822739137,gate_pass,74,16
16,193,failed_recovery_attempts_mean,AB,0.012035472972972973,0.002542566422886887,0.0024338641072653433,0.002542566422886887,0.042752989516049937,True,4.7335923516631775,1,0.012035472972972973,1,True,calibration__20210712T100000Z,0.35122930255895629,4.7079651576947388,-0.39067571519379207,-0.40063378822739137,gate_pass,74,16
16,193,failed_recovery_attempts_mean,ABC,-0.012035472972972973,0.002542566422886887,0.0024338641072653433,0.002542566422886887,0.042752989516049937,True,4.7335923516631775,-1,-0.012035472972972973,-1,True,calibration__20210712T100000Z,0.35122930255895629,4.7079651576947388,-0.39067571519379207,-0.40063378822739137,gate_pass,74,16
16,193,failed_recovery_attempts_mean,AC,0.012035472972972973,0.002542566422886887,0.0024338641072653433,0.002542566422886887,0.042752989516049937,True,4.7335923516631775,1,0.012035472972972973,1,True,calibration__20210712T100000Z,0.35122930255895629,4.7079651576947388,-0.39067571519379207,-0.40063378822739137,gate_pass,74,16
16,193,failed_recovery_attempts_mean,B,-0.10620777027027027,0.014307612751078733,0.014307612751078733,0.012082795774567752,0.15549882536087223,False,7.4231650043968838,-1,-0.10620777027027027,-1,True,calibration__20210702T030000Z,0.13381150813816736,17.352207705659769,-0.42226453164853289,-0.40161662603118764,gate_pass,74,16
16,193,failed_recovery_attempts_mean,BC,0.01076858108108108,0.0040939612158044239,0.0037775352856710544,0.0040939612158044239,0.077290895896089951,True,2.6303573760078129,1,0.01076858108108108,1,True,calibration__20200509T220000Z,0.61903770047906692,2.3770574407053129,-0.54570806650271864,-0.57948299857431129,gate_pass,74,16
16,193,failed_recovery_attempts_mean,C,-0.01076858108108108,0.0040939612158044239,0.0037775352856710544,0.0040939612158044239,0.077290895896089951,True,2.6303573760078129,-1,-0.01076858108108108,-1,True,calibration__20200509T220000Z,0.61903770047906692,2.3770574407053129,-0.54570806650271864,-0.57948299857431129,gate_pass,74,16
16,193,first_six_hour_burden_mean,A,-7.5758257449035698e-05,4.6897522471227877e-05,4.6897522471227877e-05,4.4310065260852265e-05,0.055172577868330776,True,1.6153999925158986,-1,-7.5758257449035698e-05,-1,True,calibration__20200511T090000Z,0.68213528483980801,1.924167829855522,-0.71682325611949349,-0.69644332587299984,gate_pass,74,16
16,193,first_six_hour_burden_mean,AB,7.5758257449035698e-05,4.6897522471227877e-05,4.6897522471227877e-05,4.4310065260852265e-05,0.055172577868330776,True,1.6153999925158986,1,7.5758257449035698e-05,1,True,calibration__20200511T090000Z,0.68213528483980801,1.924167829855522,-0.71682325611949349,-0.69644332587299984,gate_pass,74,16
16,193,first_six_hour_burden_mean,ABC,-7.5758257449035698e-05,4.6897522471227877e-05,4.6897522471227877e-05,4.4310065260852265e-05,0.055172577868330776,True,1.6153999925158986,-1,-7.5758257449035698e-05,-1,True,calibration__20200511T090000Z,0.68213528483980801,1.924167829855522,-0.71682325611949349,-0.69644332587299984,gate_pass,74,16
16,193,first_six_hour_burden_mean,AC,7.5758257449035698e-05,4.6897522471227877e-05,4.6897522471227877e-05,4.4310065260852265e-05,0.055172577868330776,True,1.6153999925158986,1,7.5758257449035698e-05,1,True,calibration__20200511T090000Z,0.68213528483980801,1.924167829855522,-0.71682325611949349,-0.69644332587299984,gate_pass,74,16
16,193,first_six_hour_burden_mean,B,-0.017963701294712558,0.0037685496826736918,0.0030246817486641073,0.0037685496826736918,0.19738838456332328,False,4.7667412684785839,-1,-0.017963701294712558,-1,True,calibration__20210715T050000Z,0.24815764135798107,7.3612272857449144,-0.54065195126549237,-0.61903379832568428,gate_pass,74,16
16,193,first_six_hour_burden_mean,BC,7.5758257449035725e-05,4.6897522471227884e-05,4.6897522471227884e-05,4.4310065260852272e-05,0.055172577868330769,True,1.6153999925158988,1,7.5758257449035725e-05,1,True,calibration__20200511T090000Z,0.68213528483980779,1.9241678298555227,-0.26009257422612797,-0.23557448525839389,gate_pass,74,16
16,193,first_six_hour_burden_mean,C,-7.5758257449035725e-05,4.6897522471227884e-05,4.6897522471227884e-05,4.4310065260852272e-05,0.055172577868330769,True,1.6153999925158988,-1,-7.5758257449035725e-05,-1,True,calibration__20200511T090000Z,0.68213528483980779,1.9241678298555227,-0.26009257422612797,-0.23557448525839389,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,A,0.00014420223728477382,0.00010297912079457391,0.00010297912079457391,9.9626269586570676e-05,0.032558553443970517,True,1.4003055781805822,1,0.00014420223728477382,1,True,calibration__20210605T110000Z,0.63852463695302697,1.8574305064950722,-0.58474018255198712,-0.57126357962608498,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,AB,-0.00014420223728477382,0.00010297912079457391,0.00010297912079457391,9.9626269586570676e-05,0.032558553443970517,True,1.4003055781805822,-1,-0.00014420223728477382,-1,True,calibration__20210605T110000Z,0.63852463695302697,1.8574305064950722,-0.58474018255198712,-0.57126357962608498,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,ABC,0.00014420223728477382,0.00010297912079457391,0.00010297912079457391,9.9626269586570676e-05,0.032558553443970517,True,1.4003055781805822,1,0.00014420223728477382,1,True,calibration__20210605T110000Z,0.63852463695302697,1.8574305064950722,-0.58474018255198712,-0.57126357962608498,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,AC,-0.00014420223728477382,0.00010297912079457391,0.00010297912079457391,9.9626269586570676e-05,0.032558553443970517,True,1.4003055781805822,-1,-0.00014420223728477382,-1,True,calibration__20210605T110000Z,0.63852463695302697,1.8574305064950722,-0.58474018255198712,-0.57126357962608498,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,B,0.030151976522632483,0.010061861769389642,0.0090036123490313778,0.010061861769389642,0.10517431511310242,True,2.9966597846097738,1,0.030151976522632483,1,True,calibration__20210715T050000Z,0.42482462762481266,3.576063371283897,-0.49876719627090138,-0.52399628220874739,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,BC,-0.0001442022372847739,0.00010297912079457397,0.00010297912079457397,9.9626269586570743e-05,0.032558553443970496,True,1.400305578180582,-1,-0.0001442022372847739,-1,True,calibration__20210605T110000Z,0.63852463695302619,1.8574305064950738,-0.5847401825519869,-0.5712635796260872,gate_pass,74,16
16,193,initial_gap_q4_q1_burden_contrast,C,0.0001442022372847739,0.00010297912079457397,0.00010297912079457397,9.9626269586570743e-05,0.032558553443970496,True,1.400305578180582,1,0.0001442022372847739,1,True,calibration__20210605T110000Z,0.63852463695302619,1.8574305064950738,-0.5847401825519869,-0.5712635796260872,gate_pass,74,16
16,193,maximum_downside_deviation_mean,A,-0.0041825324368307461,0.00064698434358846548,0.00051467578931547293,0.00064698434358846548,0.20450039569605338,False,6.4646578828052386,-1,-0.0041825324368307461,-1,True,calibration__20210920T030000Z,0.16496033249049671,8.735231289190212,-0.47812291050763844,-0.57388201835354591,gate_pass,74,16
16,193,maximum_downside_deviation_mean,AB,0.0041825324368307461,0.00064698434358846548,0.00051467578931547293,0.00064698434358846548,0.20450039569605338,False,6.4646578828052386,1,0.0041825324368307461,1,True,calibration__20210920T030000Z,0.16496033249049671,8.735231289190212,-0.47812291050763844,-0.57388201835354591,gate_pass,74,16
16,193,maximum_downside_deviation_mean,ABC,-0.0041825324368307461,0.00064698434358846548,0.00051467578931547293,0.00064698434358846548,0.20450039569605338,False,6.4646578828052386,-1,-0.0041825324368307461,-1,True,calibration__20210920T030000Z,0.16496033249049671,8.735231289190212,-0.47812291050763844,-0.57388201835354591,gate_pass,74,16
16,193,maximum_downside_deviation_mean,AC,0.0041825324368307461,0.00064698434358846548,0.00051467578931547293,0.00064698434358846548,0.20450039569605338,False,6.4646578828052386,1,0.0041825324368307461,1,True,calibration__20210920T030000Z,0.16496033249049671,8.735231289190212,-0.47812291050763844,-0.57388201835354591,gate_pass,74,16
16,193,maximum_downside_deviation_mean,B,-0.032874278059557116,0.0030869571752359559,0.0029591306265611518,0.0030869571752359559,0.04140859150889694,True,10.64941176485363,-1,-0.032874278059557116,-1,True,calibration__20201121T170000Z,0.07318973079620987,24.74953943763235,-0.47795731782400902,-0.56691676184048556,gate_pass,74,16
16,193,maximum_downside_deviation_mean,BC,0.006063831770070572,0.0007605661999185592,0.00068883358568773705,0.0007605661999185592,0.094314754242961651,True,7.9727862883203091,1,0.006063831770070572,1,True,calibration__20200509T220000Z,0.24392051048445901,6.8330165353576628,-0.54792328291947923,-0.60861262540719563,gate_pass,74,16
16,193,maximum_downside_deviation_mean,C,-0.006063831770070572,0.0007605661999185592,0.00068883358568773705,0.0007605661999185592,0.094314754242961651,True,7.9727862883203091,-1,-0.006063831770070572,-1,True,calibration__20200509T220000Z,0.24392051048445901,6.8330165353576628,-0.54792328291947923,-0.60861262540719563,gate_pass,74,16
16,193,recovery_completion_hours_mean,A,-7.993243243243243,0.91370365244954277,0.72911494835978274,0.91370365244954277,0.2020225087148303,False,8.7481791517569221,-1,-7.993243243243243,-1,True,calibration__20210920T030000Z,0.19695863448497253,8.0960674300481124,-0.47075422540950884,-0.56354488582813322,gate_pass,74,16
16,193,recovery_completion_hours_mean,AB,3.7157939189189189,0.78086119951635635,0.63831273246103371,0.78086119951635635,0.18255288794425079,False,4.7585843953065901,1,3.7157939189189189,1,True,calibration__20210625T070000Z,0.18592704994313347,8.2555428614431179,-0.4793865662014381,-0.57528704591800051,gate_pass,74,16
16,193,recovery_completion_hours_mean,ABC,-3.7157939189189189,0.78086119951635635,0.63831273246103371,0.78086119951635635,0.18255288794425079,False,4.7585843953065901,-1,-3.7157939189189189,-1,True,calibration__20210625T070000Z,0.18592704994313347,8.2555428614431179,-0.4793865662014381,-0.57528704591800051,gate_pass,74,16
16,193,recovery_completion_hours_mean,AC,7.993243243243243,0.91370365244954277,0.72911494835978274,0.91370365244954277,0.2020225087148303,False,8.7481791517569221,1,7.993243243243243,1,True,calibration__20210920T030000Z,0.19695863448497253,8.0960674300481124,-0.47075422540950884,-0.56354488582813322,gate_pass,74,16
16,193,recovery_completion_hours_mean,B,-40.231841216216218,4.3611100213111724,3.8506696960899975,4.3611100213111724,0.11704367070008255,True,9.2251378707754945,-1,-40.231841216216218,-1,True,calibration__20210715T050000Z,0.08477888523538131,24.309344124840674,-0.4759038899068071,-0.60563448669222897,gate_pass,74,16
16,193,recovery_completion_hours_mean,BC,5.6516047297297298,0.84670815921651921,0.84308635744100802,0.84670815921651921,0.0042775090048294056,True,6.6747965851177158,1,5.6516047297297298,1,True,calibration__20200509T220000Z,0.28053435207073324,5.6056527551263269,-0.5373497124632044,-0.56625699740319846,gate_pass,74,16
16,193,recovery_completion_hours_mean,C,-10.798986486486486,0.94523169221743863,0.93567932914396923,0.94523169221743863,0.010105842992907187,True,11.424697854927949,-1,-10.798986486486486,-1,True,calibration__20200509T220000Z,0.25852066203432056,5.9277004517358662,-0.52502098995258595,-0.54677716998528392,gate_pass,74,16
16,203,failed_recovery_attempts_mean,A,-0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,-1,-0.00063344594594594598,-1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57327592994006737,-0.65683488041201954,gate_pass,74,16
16,203,failed_recovery_attempts_mean,AB,0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,1,0.00063344594594594598,1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57327592994006737,-0.65683488041201954,gate_pass,74,16
16,203,failed_recovery_attempts_mean,ABC,-0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,-1,-0.00063344594594594598,-1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57327592994006737,-0.65683488041201954,gate_pass,74,16
16,203,failed_recovery_attempts_mean,AC,0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,1,0.00063344594594594598,1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57327592994006737,-0.65683488041201954,gate_pass,74,16
16,203,failed_recovery_attempts_mean,B,-0.32326858108108109,0.015857343174365952,0.015857343174365952,0.014388609461307723,0.092621676715207699,True,20.386049385855383,-1,-0.32326858108108109,-1,True,calibration__20210212T030000Z,0.0847271308849777,40.04594402454461,-0.51714834667139586,-0.50890937373486766,gate_pass,74,16
16,203,failed_recovery_attempts_mean,BC,0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,1,0.00063344594594594598,1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57377955766043376,-0.65876961347941665,gate_pass,74,16
16,203,failed_recovery_attempts_mean,C,-0.00063344594594594598,0.00093638335414203769,0.00077293096358628066,0.00093638335414203769,0.17455712965500167,False,0.67648142520254595,-1,-0.00063344594594594598,-1,True,calibration__20210926T070000Z,0.55223880597014929,2.9552337063857794,-0.57377955766043376,-0.65876961347941665,gate_pass,74,16
16,203,first_six_hour_burden_mean,A,-6.6536701510093479e-05,3.4272670720473336e-05,3.3663154048737829e-05,3.4272670720473336e-05,0.017784335417181302,True,1.9413923721546071,-1,-6.6536701510093479e-05,-1,True,calibration__20210613T040000Z,0.72319456096190637,1.7603201354733269,-0.3855128699556043,-0.37488513939672424,gate_pass,74,16
16,203,first_six_hour_burden_mean,AB,6.6536701510093479e-05,3.4272670720473336e-05,3.3663154048737829e-05,3.4272670720473336e-05,0.017784335417181302,True,1.9413923721546071,1,6.6536701510093479e-05,1,True,calibration__20210613T040000Z,0.72319456096190637,1.7603201354733269,-0.3855128699556043,-0.37488513939672424,gate_pass,74,16
16,203,first_six_hour_burden_mean,ABC,-6.6536701510093479e-05,3.4272670720473336e-05,3.3663154048737829e-05,3.4272670720473336e-05,0.017784335417181302,True,1.9413923721546071,-1,-6.6536701510093479e-05,-1,True,calibration__20210613T040000Z,0.72319456096190637,1.7603201354733269,-0.3855128699556043,-0.37488513939672424,gate_pass,74,16
16,203,first_six_hour_burden_mean,AC,6.6536701510093479e-05,3.4272670720473336e-05,3.3663154048737829e-05,3.4272670720473336e-05,0.017784335417181302,True,1.9413923721546071,1,6.6536701510093479e-05,1,True,calibration__20210613T040000Z,0.72319456096190637,1.7603201354733269,-0.3855128699556043,-0.37488513939672424,gate_pass,74,16
16,203,first_six_hour_burden_mean,B,-0.13682422621150733,0.0081612544753094166,0.0081612544753094166,0.0079297329417150619,0.02836837575580891,True,16.765097403278794,-1,-0.13682422621150733,-1,True,calibration__20210605T110000Z,0.044492978051290731,36.611129400085311,-0.50584269847353402,-0.47226451929281288,gate_pass,74,16
16,203,first_six_hour_burden_mean,BC,8.1491735014507642e-05,3.6511391868942111e-05,3.6511391868942111e-05,3.5637033246712564e-05,0.023947556569962149,True,2.2319536682420318,1,8.1491735014507642e-05,1,True,calibration__20210613T040000Z,0.61476336878375648,2.2602214517577841,-0.41559612256623707,-0.39058647829338372,gate_pass,74,16
16,203,first_six_hour_burden_mean,C,-8.1491735014507642e-05,3.6511391868942111e-05,3.6511391868942111e-05,3.5637033246712564e-05,0.023947556569962149,True,2.2319536682420318,-1,-8.1491735014507642e-05,-1,True,calibration__20210613T040000Z,0.61476336878375648,2.2602214517577841,-0.41559612256623707,-0.39058647829338372,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,A,1.4904575515499555e-05,1.4341191119594751e-05,1.021614782305426e-05,1.4341191119594751e-05,0.28763603121531062,False,1.039284351711556,1,1.4904575515499555e-05,1,True,calibration__20211210T180000Z,0.61313244129172406,1.9025951259847096,0.6893562260169066,0.54324002169251362,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,AB,-1.4904575515499555e-05,1.4341191119594751e-05,1.021614782305426e-05,1.4341191119594751e-05,0.28763603121531062,False,1.039284351711556,-1,-1.4904575515499555e-05,-1,True,calibration__20211210T180000Z,0.61313244129172406,1.9025951259847096,0.6893562260169066,0.54324002169251484,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,ABC,1.4904575515499555e-05,1.4341191119594751e-05,1.021614782305426e-05,1.4341191119594751e-05,0.28763603121531062,False,1.039284351711556,1,1.4904575515499555e-05,1,True,calibration__20211210T180000Z,0.61313244129172406,1.9025951259847096,0.6893562260169066,0.54324002169251484,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,AC,-1.4904575515499555e-05,1.4341191119594751e-05,1.021614782305426e-05,1.4341191119594751e-05,0.28763603121531062,False,1.039284351711556,-1,-1.4904575515499555e-05,-1,True,calibration__20211210T180000Z,0.61313244129172406,1.9025951259847096,0.6893562260169066,0.54324002169251484,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,B,0.10054563099670183,0.024356505385648423,0.021386945214742305,0.024356505385648423,0.1219206172596448,True,4.1280811596209652,1,0.10054563099670183,1,True,calibration__20210605T110000Z,0.098279748986427939,17.383992993058879,-0.49352960543576196,-0.58292374670153047,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,BC,-1.490457551549952e-05,1.4341191119594714e-05,1.0216147823054238e-05,1.4341191119594714e-05,0.28763603121531034,False,1.0392843517115562,-1,-1.490457551549952e-05,-1,True,calibration__20211210T180000Z,0.61313244129172817,1.9025951259847029,0.68935622601690683,0.54324002169251528,gate_pass,74,16
16,203,initial_gap_q4_q1_burden_contrast,C,1.490457551549952e-05,1.4341191119594714e-05,1.0216147823054238e-05,1.4341191119594714e-05,0.28763603121531034,False,1.0392843517115562,1,1.490457551549952e-05,1,True,calibration__20211210T180000Z,0.61313244129172817,1.9025951259847029,0.68935622601690683,0.54324002169251528,gate_pass,74,16
16,203,maximum_downside_deviation_mean,A,-0.001254222972972973,0.00037587958670238077,0.00037587958670238077,0.00032383897911700537,0.13845020965871405,True,3.3367679899202916,-1,-0.001254222972972973,-1,True,calibration__20210710T100000Z,0.30927835051546393,4.7508204998737691,-0.52283665430796178,-0.47903676276690405,gate_pass,74,16
16,203,maximum_downside_deviation_mean,AB,0.00083614864864864856,0.00031239226708537854,0.00031239226708537854,0.00026441341922016007,0.15358526096968203,False,2.6765984204728235,1,0.00083614864864864856,1,True,calibration__20200505T100000Z,0.35820895522388058,4.1545580749652951,-0.45118135810009841,-0.38246975040322817,gate_pass,74,16
16,203,maximum_downside_deviation_mean,ABC,-0.00083614864864864856,0.00031239226708537854,0.00031239226708537854,0.00026441341922016007,0.15358526096968203,False,2.6765984204728235,-1,-0.00083614864864864856,-1,True,calibration__20200505T100000Z,0.35820895522388058,4.1545580749652951,-0.45118135810009841,-0.38246975040322817,gate_pass,74,16
16,203,maximum_downside_deviation_mean,AC,0.001254222972972973,0.00037587958670238077,0.00037587958670238077,0.00032383897911700537,0.13845020965871405,True,3.3367679899202916,1,0.001254222972972973,1,True,calibration__20210710T100000Z,0.30927835051546393,4.7508204998737691,-0.52283665430796178,-0.47903676276690405,gate_pass,74,16
16,203,maximum_downside_deviation_mean,B,-0.30435861802143127,0.0050837126869747147,0.0047100639845933379,0.0050837126869747147,0.073499177744392324,True,59.869358628635084,-1,-0.30435861802143127,-1,True,calibration__20201114T070000Z,0.033615694964274398,42.647028819102538,-0.48479145707345866,-0.52501563515205929,gate_pass,74,16
16,203,maximum_downside_deviation_mean,BC,0.00083614864864864856,0.00031239226708537854,0.00031239226708537854,0.00026441341922016007,0.15358526096968203,False,2.6765984204728235,1,0.00083614864864864856,1,True,calibration__20200505T100000Z,0.35820895522388058,4.1545580749652951,-0.39770792145950828,-0.31301442622799158,gate_pass,74,16
16,203,maximum_downside_deviation_mean,C,-0.0012542229729729695,0.00037587958670238077,0.00037587958670238077,0.00032383897911700537,0.13845020965871405,True,3.3367679899202822,-1,-0.0012542229729729695,-1,True,calibration__20210710T100000Z,0.30927835051546393,4.7508204998737691,-0.47304633646042343,-0.43214027422237206,gate_pass,74,16
16,203,recovery_completion_hours_mean,A,-2.5975506756756759,0.52812741550169928,0.52812741550169928,0.48376019855360169,0.084008547266857109,True,4.9184166536935212,-1,-2.5975506756756759,-1,True,calibration__20210710T100000Z,0.30264677824845643,5.0851082348761265,-0.51623151434831149,-0.50596604277996782,gate_pass,74,16
