contrast_order,contrast_type,anchor,family,metric,left_delay,right_delay,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
174,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,hours_for_half_eligible_tab,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
175,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,hours_for_half_eligible_tab,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
176,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-5.903653592276466e-05,4.3244368055941195e-05,-0.0001437954973124094,2.572242546688008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,3,
177,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-5.903653592276466e-05,4.3244368055941195e-05,-0.0001437954973124094,2.572242546688008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,3,
178,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,8.599988436293511e-06,1.2119176454948858e-05,-1.515359741540625e-05,3.235357428799327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,1,
179,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,8.599988436293511e-06,1.2119176454948858e-05,-1.515359741540625e-05,3.235357428799327e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,1,
180,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,-5.0436547486471146e-05,4.3476526805248406e-05,-0.000135650540024758,3.477744505181572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,3,
181,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,-5.0436547486471146e-05,4.3476526805248406e-05,-0.000135650540024758,3.477744505181572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,3,
182,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,five_busiest_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,-5.0436547486471146e-05,4.3476526805248406e-05,-0.000135650540024758,3.477744505181572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,3,no_delay_effect
183,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
184,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
185,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
186,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
187,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
188,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
189,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,capacity_binding_hours,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
190,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
191,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
192,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
193,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
194,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
195,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
196,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,capacity_rejected_opportunity_count,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
197,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,0,1,delay_1_minus_0,1,operational,128,0.15625,0.10192385367919964,-0.04352075321123128,0.3560207532112313,0.0,-0.6499999999999995,0.0,0.0,1.0,2.0,0.1484375,19,7,
198,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,0,1,delay_1_minus_0,1,operational,128,0.15625,0.10192385367919964,-0.04352075321123128,0.3560207532112313,0.0,-0.6499999999999995,0.0,0.0,1.0,2.0,0.1484375,19,7,
199,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,1,2,delay_2_minus_1,1,operational,128,0.0859375,0.0998444556476364,-0.10975763306936734,0.28163263306936737,0.0,-1.6499999999999995,0.0,0.0,1.0,2.0,0.1171875,15,9,
200,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,1,2,delay_2_minus_1,1,operational,128,0.0859375,0.0998444556476364,-0.10975763306936734,0.28163263306936737,0.0,-1.6499999999999995,0.0,0.0,1.0,2.0,0.1171875,15,9,
201,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,0,2,delay_2_minus_0,1,operational,128,0.2421875,0.11566846849971213,0.01547730174056422,0.4688976982594358,0.0,-1.0,0.0,0.0,1.0,3.0,0.140625,18,9,
202,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,0,2,delay_2_minus_0,1,operational,128,0.2421875,0.11566846849971213,0.01547730174056422,0.4688976982594358,0.0,-1.0,0.0,0.0,1.0,3.0,0.140625,18,9,
203,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,successful_closure_count,0,2,delay_2_minus_0,1,operational,128,0.2421875,0.11566846849971213,0.01547730174056422,0.4688976982594358,0.0,-1.0,0.0,0.0,1.0,3.0,0.140625,18,9,threshold_deterioration
204,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,0,1,delay_1_minus_0,1,operational,128,1.3064522636082194e-05,0.0003113508617769042,-0.00059718316644665,0.0006233122117188145,0.0,-0.0001207697120931774,0.0,0.0,0.0006094084059737299,0.001711043553430994,0.203125,26,12,
205,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,0,1,delay_1_minus_0,1,operational,128,1.3064522636082194e-05,0.0003113508617769042,-0.00059718316644665,0.0006233122117188145,0.0,-0.0001207697120931774,0.0,0.0,0.0006094084059737299,0.001711043553430994,0.203125,26,12,
206,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,1,2,delay_2_minus_1,1,operational,128,-0.0001431137065204713,0.0004963256845745933,-0.0011159120482866743,0.0008296846352457317,0.0,-0.00021608672128414156,0.0,0.0,5.994287436132373e-05,0.00020591007150381381,0.1875,24,17,
207,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,1,2,delay_2_minus_1,1,operational,128,-0.0001431137065204713,0.0004963256845745933,-0.0011159120482866743,0.0008296846352457317,0.0,-0.00021608672128414156,0.0,0.0,5.994287436132373e-05,0.00020591007150381381,0.1875,24,17,
208,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843892,0.00041540360954429374,-0.0009442402585912049,0.0006841418908224265,0.0,-0.00024748213383009294,0.0,0.0,0.0002869161872059681,0.0018874308827561911,0.2109375,27,16,
209,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843892,0.00041540360954429374,-0.0009442402585912049,0.0006841418908224265,0.0,-0.00024748213383009294,0.0,0.0,0.0002869161872059681,0.0018874308827561911,0.2109375,27,16,
210,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,liquidated_debt_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843892,0.00041540360954429374,-0.0009442402585912049,0.0006841418908224265,0.0,-0.00024748213383009294,0.0,0.0,0.0002869161872059681,0.0018874308827561911,0.2109375,27,16,no_delay_effect
211,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,0,1,delay_1_minus_0,1,operational,128,1.306452263608176e-05,0.0003113508617769043,-0.0005971831664466506,0.0006233122117188141,0.0,-0.0001207697120931774,0.0,0.0,0.0006094084059737213,0.001711043553430994,0.1640625,21,9,
212,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,0,1,delay_1_minus_0,1,operational,128,1.306452263608176e-05,0.0003113508617769043,-0.0005971831664466506,0.0006233122117188141,0.0,-0.0001207697120931774,0.0,0.0,0.0006094084059737213,0.001711043553430994,0.1640625,21,9,
213,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,1,2,delay_2_minus_1,1,operational,128,-0.0001431137065204706,0.0004963256845745932,-0.0011159120482866734,0.0008296846352457321,0.0,-0.00021608672128412216,0.0,0.0,5.994287436132373e-05,0.00020591007150381381,0.1171875,15,9,
214,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,1,2,delay_2_minus_1,1,operational,128,-0.0001431137065204706,0.0004963256845745932,-0.0011159120482866734,0.0008296846352457321,0.0,-0.00021608672128412216,0.0,0.0,5.994287436132373e-05,0.00020591007150381381,0.1171875,15,9,
215,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843888,0.00041540360954429374,-0.0009442402585912045,0.000684141890822427,0.0,-0.0002474821338300913,0.0,0.0,0.0002869161872059487,0.0018874308827561924,0.15625,20,10,
216,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843888,0.00041540360954429374,-0.0009442402585912045,0.000684141890822427,0.0,-0.0002474821338300913,0.0,0.0,0.0002869161872059487,0.0018874308827561924,0.15625,20,10,
217,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,debt_weighted_liquidated_vault_share,0,2,delay_2_minus_0,1,operational,128,-0.0001300491838843888,0.00041540360954429374,-0.0009442402585912045,0.000684141890822427,0.0,-0.0002474821338300913,0.0,0.0,0.0002869161872059487,0.0018874308827561924,0.15625,20,10,no_delay_effect
218,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,6.135842889447375e-20,6.135842889447373e-20,-5.890409173869477e-20,1.8162094952764226e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,0,
219,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,6.135842889447375e-20,6.135842889447373e-20,-5.890409173869477e-20,1.8162094952764226e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,0,
220,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,-6.135842889447375e-20,6.135842889447373e-20,-1.8162094952764226e-19,5.890409173869477e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
221,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,-6.135842889447375e-20,6.135842889447373e-20,-1.8162094952764226e-19,5.890409173869477e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
222,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
223,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
224,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,realised_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
225,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
226,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
227,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
228,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
229,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
230,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
231,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,positive_realised_bad_debt,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
232,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
233,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
234,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
235,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
236,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
237,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
238,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,terminal_active_bad_debt_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
239,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
240,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
241,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
242,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
243,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
244,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
245,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,below_peg_burden,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
246,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
247,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
248,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
249,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
250,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
251,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
252,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,mean_absolute_peg_deviation,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
253,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
254,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,0,1,delay_1_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
255,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
256,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,1,2,delay_2_minus_1,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
257,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
258,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,0,2,delay_2_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
259,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,minimum_dai_price,0,2,delay_2_minus_0,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,no_delay_effect
260,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
261,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
262,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
263,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
264,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
265,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
266,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,restricted_mean_recovery_time,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_delay_effect
267,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
268,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,0,1,delay_1_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
269,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
270,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,1,2,delay_2_minus_1,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
271,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
272,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,0,2,delay_2_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
273,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,recovery_probability_720h,0,2,delay_2_minus_0,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
274,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,initial_debt_exposure,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
275,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,initial_debt_exposure,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
276,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,initial_debt_exposure,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
277,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,absolute_mismatch_area,0,1,delay_1_minus_0,1,operational,128,3.0340808582095247,0.053460880160690796,2.9292975330945707,3.1388641833244786,2.9339627532770907,2.2171431941263737,2.6223411836204065,3.417946708383833,3.8643748356824306,4.2036524207886155,1.0,128,0,
278,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,absolute_mismatch_area,1,2,delay_2_minus_1,1,operational,128,1.8661182912702825,0.030668456054531664,1.8060081174034004,1.9262284651371646,1.8292585617803219,1.4261974667532775,1.6007810705695453,2.063868226121029,2.3216910421545838,2.462733768483078,1.0,128,0,
279,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,absolute_mismatch_area,0,2,delay_2_minus_0,1,operational,128,4.900199149479808,0.0831940613228079,4.737138789287104,5.063259509672512,4.780287831594229,3.6528822739501368,4.237025593413532,5.5279291987982395,6.285049512441906,6.648831215972197,1.0,128,0,
