contrast_order,contrast_type,anchor,family,metric,left_delay,right_delay,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
442,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_overvaluation,0,1,delay_1_minus_0,1,operational,128,0.0038967374618550047,0.00042399825480440937,0.003065700882438362,0.004727774041271647,0.0028717414404899637,0.001508561265789015,0.002058439935960053,0.0037677697893700153,0.004834119051309962,0.00925530345980001,1.0,128,0,
443,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_overvaluation,1,2,delay_2_minus_1,1,operational,128,0.0008949571411784941,0.00010769419528966785,0.000683876518410745,0.001106037763946243,0.00045640036777099056,-0.0005069449229592225,0.00015454537357904375,0.0012478188573248749,0.0029607411415899713,0.003370194286319997,0.8359375,107,21,
444,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_overvaluation,0,2,delay_2_minus_0,1,operational,128,0.004791694603033499,0.0005009176911868854,0.0038098959283072035,0.0057734932777597945,0.003329427229319973,0.001636282569613882,0.0025069269986520235,0.004268198279157552,0.0076070975846900864,0.012625497746120007,1.0,128,0,
445,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,oracle_undervaluation_area,0,1,delay_1_minus_0,1,operational,128,0.10816927716614999,0.002816750151297928,0.10264844686960606,0.11369010746269392,0.102951575946334,0.0649781418587521,0.08441011366656093,0.12588656190196557,0.1472849987194659,0.16134494443445027,1.0,128,0,
446,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,oracle_undervaluation_area,1,2,delay_2_minus_1,1,operational,128,0.03134407460345177,0.0010577799153904063,0.02927082596928657,0.03341732323761697,0.028710757717168425,0.01568193299584652,0.022358242879515117,0.03840306404613662,0.04694188027873313,0.04963915141311753,1.0,128,0,
447,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,oracle_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,0.13951335176960178,0.0037930952424415146,0.1320788850944164,0.14694781844478716,0.13123260831434735,0.08207570513304246,0.10688556471962743,0.1637914968895278,0.19882634719151013,0.2087583004964632,1.0,128,0,
448,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_undervaluation,0,1,delay_1_minus_0,1,operational,128,0.003204867654668129,0.000186339601728693,0.002839642035279891,0.003570093274056367,0.0026812665727349748,0.0014441181146725146,0.0020500807238675893,0.0033612099265500983,0.005751865249169963,0.00820791207594008,1.0,128,0,
449,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_undervaluation,1,2,delay_2_minus_1,1,operational,128,0.0009085526975306128,0.00010683847707825435,0.0006991492824572343,0.0011179561126039913,0.000566167542534665,-9.335457974475147e-05,0.00015148894780127472,0.001189491244094975,0.0018391419191539696,0.004764598400969825,0.8359375,107,21,
450,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_oracle_undervaluation,0,2,delay_2_minus_0,1,operational,128,0.004113420352198742,0.0002680079238701897,0.00358812482141317,0.004638715882984314,0.003261087013346951,0.00164308191226721,0.0025372076386734935,0.0039659298760289265,0.007467852012940019,0.013149391497309999,1.0,128,0,
451,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours,0,1,delay_1_minus_0,1,operational,128,766.96875,0.015439349844538378,766.9384888743047,766.9990111256953,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
452,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours,1,2,delay_2_minus_1,1,operational,128,0.0,0.022183912735402843,-0.04348046896138957,0.04348046896138957,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,4,4,
453,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours,0,2,delay_2_minus_0,1,operational,128,766.96875,0.015439349844538378,766.9384888743047,766.9990111256953,767.0,767.0,767.0,767.0,767.0,767.0,1.0,128,0,
454,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours_above_tolerance,0,1,delay_1_minus_0,1,operational,128,766.71875,0.05312282881158421,766.6146292555293,766.8228707444707,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
455,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours_above_tolerance,1,2,delay_2_minus_1,1,operational,128,0.1796875,0.0650877603999999,0.05211548961600018,0.3072595103839998,0.0,-1.0,0.0,0.0,1.0,1.0,0.2265625,29,11,
456,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,mismatch_hours_above_tolerance,0,2,delay_2_minus_0,1,operational,128,766.8984375,0.03105716834263224,766.8375654500485,766.9593095499515,767.0,766.0,767.0,767.0,767.0,767.0,1.0,128,0,
457,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_vault_hours,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
458,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_vault_hours,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
459,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_vault_hours,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
460,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_debt_hours,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
461,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_debt_hours,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
462,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_safe_debt_hours,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
463,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_safe_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
464,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_safe_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
465,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_safe_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
466,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_vault_hours,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
467,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_vault_hours,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
468,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_vault_hours,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
469,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_debt_hours,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
470,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_debt_hours,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
471,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,false_unsafe_debt_hours,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
472,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_unsafe_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
473,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_unsafe_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
474,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,peak_false_unsafe_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
475,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
476,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
477,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,eligible_liquidation_tab,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
478,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
479,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
480,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,selected_count,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
481,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
482,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
483,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,rejected_count,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
484,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
485,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
486,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,successful_closure_count,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
487,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
488,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
489,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,liquidated_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
490,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
491,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
492,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_unresolved_tab,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
493,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
494,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
495,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,backlog_area,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
496,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
497,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
498,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,maximum_backlog,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
499,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
500,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
501,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,terminal_active_bad_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
502,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
503,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
504,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,realised_bad_debt,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
505,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,0,1,delay_1_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
506,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,1,2,delay_2_minus_1,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
507,collateral_delay_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,keeper_profit_proxy,0,2,delay_2_minus_0,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
508,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,0,1,delay_1_minus_0,1,operational,128,2.299468558614603,0.03861916474242258,2.223774995719455,2.375162121509751,2.2143366964004834,1.7191241097770984,1.9935489441914531,2.5667542594248585,2.9235093398755834,3.126625958039392,1.0,128,0,
509,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,0,1,delay_1_minus_0,1,operational,128,2.299468558614603,0.03861916474242258,2.223774995719455,2.375162121509751,2.2143366964004834,1.7191241097770984,1.9935489441914531,2.5667542594248585,2.9235093398755834,3.126625958039392,1.0,128,0,
510,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,1,2,delay_2_minus_1,1,operational,128,1.4214546941172586,0.022052517536577953,1.3782317597455658,1.4646776284889513,1.3989434510871928,1.1046974819127253,1.2390227381456616,1.555101201151718,1.7490800415458558,1.8620698627782657,1.0,128,0,
511,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,1,2,delay_2_minus_1,1,operational,128,1.4214546941172586,0.022052517536577953,1.3782317597455658,1.4646776284889513,1.3989434510871928,1.1046974819127253,1.2390227381456616,1.555101201151718,1.7490800415458558,1.8620698627782657,1.0,128,0,
512,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,0,2,delay_2_minus_0,1,operational,128,3.720923252731862,0.06006471409303552,3.6031964131095124,3.8386500923542117,3.6270212254648957,2.827963054331983,3.2429782097207656,4.160908093141787,4.764690629735365,4.967883526951881,1.0,128,0,
513,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,0,2,delay_2_minus_0,1,operational,128,3.720923252731862,0.06006471409303552,3.6031964131095124,3.8386500923542117,3.6270212254648957,2.827963054331983,3.2429782097207656,4.160908093141787,4.764690629735365,4.967883526951881,1.0,128,0,
514,response_shape_classification,stable_supported__joint_crypto_stable_stress,,debt_weighted_absolute_mismatch_area,0,2,delay_2_minus_0,1,operational,128,3.720923252731862,0.06006471409303552,3.6031964131095124,3.8386500923542117,3.6270212254648957,2.827963054331983,3.2429782097207656,4.160908093141787,4.764690629735365,4.967883526951881,1.0,128,0,monotonic_deterioration
515,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,0,1,delay_1_minus_0,1,operational,128,1.13679097758655,0.020511247259695276,1.0965889329575471,1.1769930222155527,1.1093694610124774,0.8309783129160574,0.9542835462854448,1.2833631695866816,1.454834880922364,1.5685125835097078,1.0,128,0,
516,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,0,1,delay_1_minus_0,1,operational,128,1.13679097758655,0.020511247259695276,1.0965889329575471,1.1769930222155527,1.1093694610124774,0.8309783129160574,0.9542835462854448,1.2833631695866816,1.454834880922364,1.5685125835097078,1.0,128,0,
517,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,1,2,delay_2_minus_1,1,operational,128,0.697955096761786,0.012826825922606854,0.6728145179534766,0.7230956755700955,0.690810650749176,0.5083846677151814,0.585061422125974,0.7678243163667442,0.8670527242264334,0.9540365692692093,1.0,128,0,
518,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,1,2,delay_2_minus_1,1,operational,128,0.697955096761786,0.012826825922606854,0.6728145179534766,0.7230956755700955,0.690810650749176,0.5083846677151814,0.585061422125974,0.7678243163667442,0.8670527242264334,0.9540365692692093,1.0,128,0,
519,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,0,2,delay_2_minus_0,1,operational,128,1.834746074348336,0.03291705799668369,1.770228640674836,1.8992635080218359,1.8144151207805654,1.351936400103199,1.537036364832682,2.058536561684472,2.345173362594814,2.4921720538266774,1.0,128,0,
520,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,0,2,delay_2_minus_0,1,operational,128,1.834746074348336,0.03291705799668369,1.770228640674836,1.8992635080218359,1.8144151207805654,1.351936400103199,1.537036364832682,2.058536561684472,2.345173362594814,2.4921720538266774,1.0,128,0,
521,response_shape_classification,stable_supported__joint_crypto_stable_stress,,debt_weighted_overvaluation_area,0,2,delay_2_minus_0,1,operational,128,1.834746074348336,0.03291705799668369,1.770228640674836,1.8992635080218359,1.8144151207805654,1.351936400103199,1.537036364832682,2.058536561684472,2.345173362594814,2.4921720538266774,1.0,128,0,monotonic_deterioration
522,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,0,1,delay_1_minus_0,1,operational,128,1.1626775810280534,0.019995896539028616,1.1234856238115574,1.2018695382445495,1.1405741051622007,0.844410719846377,1.0019870548748646,1.3206182962319768,1.476918260715515,1.56562087954031,1.0,128,0,
523,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,0,1,delay_1_minus_0,1,operational,128,1.1626775810280534,0.019995896539028616,1.1234856238115574,1.2018695382445495,1.1405741051622007,0.844410719846377,1.0019870548748646,1.3206182962319768,1.476918260715515,1.56562087954031,1.0,128,0,
524,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,1,2,delay_2_minus_1,1,operational,128,0.7234995973554725,0.012373000209868402,0.6992485169441305,0.7477506777668146,0.7061172044189674,0.5181775368598671,0.6277185691094225,0.8213195032021913,0.9036833378867343,0.9558206728537806,1.0,128,0,
525,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,1,2,delay_2_minus_1,1,operational,128,0.7234995973554725,0.012373000209868402,0.6992485169441305,0.7477506777668146,0.7061172044189674,0.5181775368598671,0.6277185691094225,0.8213195032021913,0.9036833378867343,0.9558206728537806,1.0,128,0,
526,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,1.8861771783835262,0.03191999664586154,1.8236139849576376,1.9487403718094147,1.8222544524742237,1.3750313688562554,1.629915193966983,2.133449649515035,2.3798965517559183,2.522081204168105,1.0,128,0,
527,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,1.8861771783835262,0.03191999664586154,1.8236139849576376,1.9487403718094147,1.8222544524742237,1.3750313688562554,1.629915193966983,2.133449649515035,2.3798965517559183,2.522081204168105,1.0,128,0,
528,response_shape_classification,stable_supported__joint_crypto_stable_stress,,debt_weighted_undervaluation_area,0,2,delay_2_minus_0,1,operational,128,1.8861771783835262,0.03191999664586154,1.8236139849576376,1.9487403718094147,1.8222544524742237,1.3750313688562554,1.629915193966983,2.133449649515035,2.3798965517559183,2.522081204168105,1.0,128,0,monotonic_deterioration
529,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,0,1,delay_1_minus_0,1,operational,128,0.11714393892208075,0.0004490033846932622,0.11626389228808195,0.11802398555607954,0.11714666703646964,0.10905902111109109,0.1154516952680755,0.1190047249596746,0.12143751253895317,0.12532815420200863,1.0,128,0,
530,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,0,1,delay_1_minus_0,1,operational,128,0.11714393892208075,0.0004490033846932622,0.11626389228808195,0.11802398555607954,0.11714666703646964,0.10905902111109109,0.1154516952680755,0.1190047249596746,0.12143751253895317,0.12532815420200863,1.0,128,0,
531,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,1,2,delay_2_minus_1,1,operational,128,0.002008680719298092,0.00035607070850636864,0.0013107821306256096,0.0027065793079705746,0.0012419716953276164,-0.002152362284000059,7.822384261081672e-05,0.002787821036283153,0.005950974231103856,0.007183729866801984,0.765625,98,30,
532,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,1,2,delay_2_minus_1,1,operational,128,0.002008680719298092,0.00035607070850636864,0.0013107821306256096,0.0027065793079705746,0.0012419716953276164,-0.002152362284000059,7.822384261081672e-05,0.002787821036283153,0.005950974231103856,0.007183729866801984,0.765625,98,30,
533,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,0,2,delay_2_minus_0,1,operational,128,0.11915261964137885,0.0006702515041534725,0.11783892669323805,0.12046631258951966,0.11858543518570779,0.10886456352640057,0.11583629032237966,0.12182849647365385,0.12701561001127365,0.12968177262781763,1.0,128,0,
534,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,0,2,delay_2_minus_0,1,operational,128,0.11915261964137885,0.0006702515041534725,0.11783892669323805,0.12046631258951966,0.11858543518570779,0.10886456352640057,0.11583629032237966,0.12182849647365385,0.12701561001127365,0.12968177262781763,1.0,128,0,
535,response_shape_classification,stable_supported__joint_crypto_stable_stress,,peak_debt_weighted_mismatch,0,2,delay_2_minus_0,1,operational,128,0.11915261964137885,0.0006702515041534725,0.11783892669323805,0.12046631258951966,0.11858543518570779,0.10886456352640057,0.11583629032237966,0.12182849647365385,0.12701561001127365,0.12968177262781763,1.0,128,0,monotonic_deterioration
536,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,false_safe_vault_hours,0,1,delay_1_minus_0,1,operational,128,2.734375,0.6936229112329009,1.3748740939835142,4.0938759060164855,0.0,0.0,0.0,0.25,9.0,17.64999999999999,0.25,32,0,
537,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,false_safe_vault_hours,0,1,delay_1_minus_0,1,operational,128,2.734375,0.6936229112329009,1.3748740939835142,4.0938759060164855,0.0,0.0,0.0,0.25,9.0,17.64999999999999,0.25,32,0,
538,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,false_safe_vault_hours,1,2,delay_2_minus_1,1,operational,128,2.2890625,0.6007246632461782,1.1116421600374906,3.4664828399625094,0.0,0.0,0.0,0.25,7.0,15.649999999999991,0.25,32,0,
539,direction_normalised_deterioration,stable_supported__joint_crypto_stable_stress,,false_safe_vault_hours,1,2,delay_2_minus_1,1,operational,128,2.2890625,0.6007246632461782,1.1116421600374906,3.4664828399625094,0.0,0.0,0.0,0.25,7.0,15.649999999999991,0.25,32,0,
540,raw_delay_contrast,stable_supported__joint_crypto_stable_stress,,false_safe_vault_hours,0,2,delay_2_minus_0,1,operational,128,5.0234375,1.2904605726772889,2.494134777552514,7.552740222447486,0.0,0.0,0.0,0.5,16.299999999999997,33.29999999999998,0.25,32,0,
