cell_order,cell_identifier,anchor,portfolio,shock,oracle_treatment,oracle_delay_steps,metric_order,metric,operationality,direction_multiplier,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share
2,joint_crypto_high_correlation__empirical_crypto__oracle_delay_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_central,1,39,recovery_probability_720h,degenerate,-1,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,1,debt_weighted_absolute_mismatch_area,operational,1,128,4.744960969345602,0.07926100796547227,4.5896093937332765,4.900312544957927,4.6338552231111105,3.550260599133446,4.13492427942681,5.333701988272658,6.109193490493179,6.408088144970203,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,2,debt_weighted_overvaluation_area,operational,1,128,2.338043180600329,0.04345012615616852,2.2528809333342386,2.423205427866419,2.3051659018625235,1.6837565283752098,1.9519684167736282,2.6256889364307794,3.01986922873066,3.200726332491699,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,3,debt_weighted_undervaluation_area,operational,1,128,2.4069177887452735,0.042244294158401315,2.324118972194807,2.4897166052957402,2.3264250718373476,1.729378156644561,2.067520823452793,2.7387021506757887,3.0652943658758423,3.2458377607837203,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,4,peak_debt_weighted_mismatch,operational,1,128,0.12375399138145511,0.0008967836756837851,0.12199629537711489,0.12551168738579532,0.12300237367379928,0.110241719021986,0.11934412105970096,0.12716950864484783,0.13417788631155925,0.137199529318414,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,5,false_safe_vault_hours,operational,1,128,23.375,3.4817790614958417,16.55071303946815,30.19928696053185,7.0,0.0,0.0,29.5,56.599999999999994,103.29999999999998,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,6,false_safe_debt_hours,operational,1,128,163530.91653440712,38303.1096988068,88456.82152474578,238605.01154406846,3491.0474512466276,0.0,0.0,82244.42220055296,473248.07648529724,970077.660447927,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,7,peak_false_safe_debt,operational,1,128,52905.774666665835,11490.65677292427,30384.087391734265,75427.4619415974,1317.0904792230726,0.0,0.0,21473.0163893117,135038.94756037003,395313.14678758214,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,8,false_unsafe_vault_hours,operational,1,128,9.6796875,1.9135451956424978,5.929138916540705,13.430236083459295,2.0,0.0,0.0,9.0,26.0,47.89999999999995,0.5546875
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,9,false_unsafe_debt_hours,operational,1,128,55517.72398389128,19632.758453926155,17037.517414196016,93997.93055358654,903.6708659429646,0.0,0.0,8851.859653780828,69268.57614319451,214367.30244296507,0.5546875
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,10,peak_false_unsafe_debt,operational,1,128,22681.525744017792,8074.893839943886,6854.733817727776,38508.317670307806,537.0284614488071,0.0,0.0,5519.288317584377,26980.767961919984,95022.23870855961,0.5546875
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,11,market_unsafe_debt_not_oracle_eligible_share,operational,1,128,0.31181167033944734,0.026444193599853418,0.25998105088373463,0.36364228979516006,0.305447807663436,0.0,0.0,0.5219664624690099,0.6756649904374973,0.868730889094325,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,12,oracle_unsafe_debt_already_market_safe_share,operational,1,128,0.16361046663554563,0.023249182652529315,0.11804206863658817,0.20917886463450308,0.016475364456559862,0.0,0.0,0.24814312282199819,0.5000812860048196,0.8415389619462066,0.5546875
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,13,recognition_lag_mean,operational,1,78,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,14,recognition_lag_median,operational,1,78,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,15,recovery_staleness_mean,operational,1,67,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,16,recovery_staleness_median,operational,1,67,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,17,backlog_area_share,operational,1,128,0.06900541051557246,0.016920549563305458,0.035841133371493764,0.10216968765965116,0.0014165209495466276,0.0,0.0,0.02484871943619541,0.15025771433650856,0.48199541763264253,0.5859375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,18,maximum_unresolved_tab_share,operational,1,128,0.017450181932563952,0.004325960871884268,0.008971298623670786,0.02592906524145712,0.0004809711782180889,0.0,0.0,0.006341459130858381,0.03534021357926839,0.13791273533480705,0.5859375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,19,terminal_unresolved_tab_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,20,liquidation_completion_ratio,operational,-1,78,0.8531021451213096,0.03230814125430013,0.7897781882628813,0.9164261019797378,0.9994037929000514,0.023753897385591867,0.8794395037236821,1.0,1.0000000000000002,1.0000000000000002,0.9487179487179487
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,21,peak_eligible_tab_share,operational,1,128,0.02130534377014899,0.004663717916670671,0.012164456653474475,0.030446230886823508,0.0005167937068316598,0.0,0.0,0.00858920655572468,0.053682288164906264,0.1582024308671288,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,22,peak_new_eligible_tab_share,operational,1,128,0.019509699734495838,0.004288656480654755,0.011103933032412519,0.027915466436579155,0.0004978540167402471,0.0,0.0,0.008427297503643126,0.0531566379181172,0.1319867633184418,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,23,peak_selected_attempts,operational,1,128,3.765625,0.43633624395683,2.910405961844613,4.620844038155386,2.0,0.0,0.0,7.0,11.0,14.649999999999991,0.578125
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,24,peak_successful_closures,operational,1,128,3.3203125,0.3896314875384776,2.556634784424584,4.083990215575416,1.5,0.0,0.0,6.0,9.0,12.0,0.578125
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,25,hours_for_half_eligible_tab,operational,1,128,0.7421875,0.06100182099022959,0.62262393085915,0.86175106914085,1.0,0.0,0.0,1.0,2.0,2.0,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,26,five_busiest_eligible_tab_share,operational,1,128,0.5970666893521062,0.042510910772242484,0.513745304238511,0.6803880744657014,0.9597419725639558,0.0,0.0,1.0,1.0,1.0,0.609375
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,27,capacity_binding_hours,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,28,capacity_rejected_opportunity_count,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,29,successful_closure_count,operational,1,128,8.2421875,1.063020720810646,6.158666887211134,10.325708112788867,2.0,0.0,0.0,13.25,25.0,33.599999999999966,0.578125
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,30,liquidated_debt_share,operational,1,128,0.02510303590707589,0.005425955393392684,0.014468163336026229,0.03573790847812555,0.0004991212789764733,0.0,0.0,0.011538250394784604,0.0762347792755503,0.17301145950700908,0.578125
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,31,debt_weighted_liquidated_vault_share,operational,1,128,0.02510303590707589,0.005425955393392684,0.014468163336026229,0.03573790847812555,0.0004991212789764733,0.0,0.0,0.011538250394784604,0.0762347792755503,0.17301145950700908,0.578125
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,32,realised_bad_debt_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,33,positive_realised_bad_debt,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,34,terminal_active_bad_debt_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,35,below_peg_burden,operational,1,128,0.26573735733407927,0.004429321061590217,0.25705588805336244,0.2744188266147961,0.2611188867348968,0.19027597824060033,0.2351654513947821,0.2922824941964385,0.3357395232206026,0.35351421629069185,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,36,mean_absolute_peg_deviation,operational,1,128,0.0006027275551807701,6.544235599836368e-06,0.0005899008534050908,0.0006155542569564494,0.0006036192282060733,0.0004798236752275121,0.0005461204591283339,0.0006602929112880015,0.0006956110524163097,0.0007239659266357082,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,37,minimum_dai_price,operational,-1,128,0.9958418344003704,9.79953795986738e-05,0.995649763456357,0.9960339053443839,0.9960180270200536,0.9941428198490697,0.9951791977815344,0.996737081710873,0.9971107571339368,0.9973160104079624,1.0
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,38,restricted_mean_recovery_time,operational,1,128,74.7578125,13.385913137817223,48.52142274987824,100.99420225012176,0.0,0.0,0.0,0.0,333.2,402.95,0.2265625
3,joint_crypto_high_correlation__empirical_crypto__oracle_delay_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,oracle_delay_high,2,39,recovery_probability_720h,degenerate,-1,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,1,debt_weighted_absolute_mismatch_area,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,2,debt_weighted_overvaluation_area,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,3,debt_weighted_undervaluation_area,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,4,peak_debt_weighted_mismatch,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,5,false_safe_vault_hours,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,6,false_safe_debt_hours,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,7,peak_false_safe_debt,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,8,false_unsafe_vault_hours,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,9,false_unsafe_debt_hours,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,10,peak_false_unsafe_debt,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,11,market_unsafe_debt_not_oracle_eligible_share,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,12,oracle_unsafe_debt_already_market_safe_share,operational,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,13,recognition_lag_mean,operational,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,14,recognition_lag_median,operational,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,15,recovery_staleness_mean,operational,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,16,recovery_staleness_median,operational,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,17,backlog_area_share,operational,1,128,0.010143900391177213,0.004072338772351278,0.0021621163973687078,0.01812568438498572,0.0,0.0,0.0,0.0,0.011888770801678515,0.046797177736255836,0.2421875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,18,maximum_unresolved_tab_share,operational,1,128,0.004409537597287567,0.001832483127136344,0.0008178706681003334,0.0080012045264748,0.0,0.0,0.0,0.0,0.0017694227122277235,0.010108801666532717,0.2421875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,19,terminal_unresolved_tab_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,20,liquidation_completion_ratio,operational,-1,32,0.7703049786918998,0.06520662331523427,0.6424999969940407,0.898109960389759,1.0,0.0,0.6480155616030492,1.0,1.0,1.0000000000000002,0.875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,21,peak_eligible_tab_share,operational,1,128,0.0048022988733285,0.0018563037091022655,0.0011639436034880596,0.00844065414316894,0.0,0.0,0.0,3.098634054294469e-05,0.0022689254394799184,0.017846778945232414,0.25
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,22,peak_new_eligible_tab_share,operational,1,128,0.004618698927051749,0.0017912924407838603,0.0011077657431153827,0.008129632110988116,0.0,0.0,0.0,3.098634054294469e-05,0.002064453904667881,0.017352263323352362,0.25
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,23,peak_selected_attempts,operational,1,128,0.7109375,0.15455372307291343,0.40801220277708966,1.0138627972229104,0.0,0.0,0.0,0.0,2.0,4.6499999999999915,0.234375
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,24,peak_successful_closures,operational,1,128,0.6171875,0.14339162523573704,0.33613991453795544,0.8982350854620446,0.0,0.0,0.0,0.0,2.0,4.0,0.21875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,25,hours_for_half_eligible_tab,operational,1,128,0.3125,0.05172944074093667,0.21111029614776414,0.4138897038522359,0.0,0.0,0.0,0.25,1.0,2.0,0.25
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,26,five_busiest_eligible_tab_share,operational,1,128,0.24769090873386168,0.03808151929941367,0.1730511309070109,0.32233068656071245,0.0,0.0,0.0,0.22736092425400148,1.0,1.0,0.25
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,27,capacity_binding_hours,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,28,capacity_rejected_opportunity_count,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,29,successful_closure_count,operational,1,128,1.5390625,0.36298032658661705,0.8276210598902306,2.2505039401097693,0.0,0.0,0.0,0.0,5.0,11.649999999999991,0.21875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,30,liquidated_debt_share,operational,1,128,0.004613837250678866,0.0018686202334171442,0.0009513415931812629,0.008276332908176469,0.0,0.0,0.0,0.0,0.002592648740152638,0.01875387107988338,0.21875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,31,debt_weighted_liquidated_vault_share,operational,1,128,0.004613837250678866,0.0018686202334171442,0.0009513415931812629,0.008276332908176469,0.0,0.0,0.0,0.0,0.002592648740152638,0.018753871079883383,0.21875
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,32,realised_bad_debt_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,33,positive_realised_bad_debt,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,34,terminal_active_bad_debt_share,degenerate,1,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,35,below_peg_burden,operational,1,128,0.26573735733407927,0.004429321061590217,0.25705588805336244,0.2744188266147961,0.2611188867348968,0.19027597824060033,0.2351654513947821,0.2922824941964385,0.3357395232206026,0.35351421629069185,1.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,36,mean_absolute_peg_deviation,operational,1,128,0.0006027275551807701,6.544235599836368e-06,0.0005899008534050908,0.0006155542569564494,0.0006036192282060733,0.0004798236752275121,0.0005461204591283339,0.0006602929112880015,0.0006956110524163097,0.0007239659266357082,1.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,37,minimum_dai_price,operational,-1,128,0.9958418344003704,9.79953795986738e-05,0.995649763456357,0.9960339053443839,0.9960180270200536,0.9941428198490697,0.9951791977815344,0.996737081710873,0.9971107571339368,0.9973160104079624,1.0
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,38,restricted_mean_recovery_time,operational,1,128,74.7578125,13.385913137817223,48.52142274987824,100.99420225012176,0.0,0.0,0.0,0.0,333.2,402.95,0.2265625
4,joint_crypto_stable_stress__stable_supported__oracle_delay_low,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_low,0,39,recovery_probability_720h,degenerate,-1,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,joint_crypto_stable_stress__stable_supported__oracle_delay_central,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_central,1,1,debt_weighted_absolute_mismatch_area,operational,1,128,2.299468558614603,0.03861916474242258,2.223774995719455,2.375162121509751,2.2143366964004834,1.7191241097770984,1.9935489441914531,2.5667542594248585,2.9235093398755834,3.126625958039392,1.0
5,joint_crypto_stable_stress__stable_supported__oracle_delay_central,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_central,1,2,debt_weighted_overvaluation_area,operational,1,128,1.13679097758655,0.020511247259695276,1.0965889329575471,1.1769930222155527,1.1093694610124774,0.8309783129160574,0.9542835462854448,1.2833631695866816,1.454834880922364,1.5685125835097078,1.0
5,joint_crypto_stable_stress__stable_supported__oracle_delay_central,stable_supported__joint_crypto_stable_stress,stable_supported,joint_crypto_stable_stress,oracle_delay_central,1,3,debt_weighted_undervaluation_area,operational,1,128,1.1626775810280534,0.019995896539028616,1.1234856238115574,1.2018695382445495,1.1405741051622007,0.844410719846377,1.0019870548748646,1.3206182962319768,1.476918260715515,1.56562087954031,1.0
