pool_row_id,source_pool_row_id,source_row,timestamp_utc,calibration_pool_label,regime_label,is_calibration,return_observation_valid,calibration_segment_id,eth_price_usd,wbtc_price_usd,usdc_price_usd,eth_log_return,wbtc_log_return,usdc_log_return,eth_24h_log_return,wbtc_24h_log_return,usdc_24h_log_return,median_effective_gas_price_gwei,p90_effective_gas_price_gwei,p99_effective_gas_price_gwei,target_normalised_block_utilisation
23807,24623,24623,2024-03-22T23:00:00Z,all_calibration,normal,True,True,2,3310.51666667,63324.9366667,1.00119775,0.00516052544451,0.00522734316842,-0.000377226932185,-0.0531352793978,-0.0344343781658,5.29379963841e-05,19.9420518974,24.0787309869,40.5269182984,1.01265443729
23808,24624,24624,2024-03-23T00:00:00Z,all_calibration,normal,True,True,2,3328.97166667,63663.8275,1.0011585,0.00555917763596,0.00533734838769,-3.9203813013e-05,-0.0500547580965,-0.0316663953644,9.68924494569e-05,18.9481510909,22.6300251694,41.618048841,1.01262347754
23809,24625,24625,2024-03-23T01:00:00Z,all_calibration,normal,True,True,2,3341.2875,63900.3283333,1.00106641667,0.00369276426028,0.00370795546379,-9.1981008359e-05,-0.0449299525183,-0.0289842467737,0.000104394127051,20.2923705983,25.010417686,149.593952174,1.02176365625
23810,24626,24626,2024-03-23T02:00:00Z,all_calibration,normal,True,True,2,3347.58416667,63986.6,1.00105075,0.00188272965619,0.00134918683055,-1.56500997327e-05,-0.0363039057003,-0.0225727363607,-0.000332511933438,19.1025575917,22.7476590448,36.9546644529,1.01034732186
23811,24627,24627,2024-03-23T03:00:00Z,all_calibration,normal,True,True,2,3318.07833333,63554.935,1.00126083333,-0.00885314131962,-0.00676903642777,0.000209840801854,-0.0527641233897,-0.0361690448401,0.000342376997875,18.0300639392,21.4113861534,41.9692847242,1.01458256957
23812,24628,24628,2024-03-23T04:00:00Z,all_calibration,normal,True,True,2,3324.9675,63824.9233333,1.00118358333,0.00207409953483,0.00423911191573,-7.71556996993e-05,-0.0556509839271,-0.033610406976,0.000182883617313,17.3237643294,20.4894039249,32.8413761888,1.01679380592
23813,24629,24629,2024-03-23T05:00:00Z,all_calibration,normal,True,True,2,3331.64083333,63932.1283333,1.00111108333,0.0020050257533,0.0016782639199,-7.24169136926e-05,-0.0540095455862,-0.0351119170533,0.000115961221465,17.2698888098,20.4311591094,36.2524735082,1.0146057887
23814,24630,24630,2024-03-23T06:00:00Z,all_calibration,normal,True,True,2,3339.0875,64092.0691667,1.00104775,0.00223264069164,0.00249860447737,-6.32650440115e-05,-0.05586183819,-0.0362125724756,0.000145441534154,17.5322291032,20.6095630302,36.5671268474,1.01502685806
23815,24631,24631,2024-03-23T07:00:00Z,all_calibration,normal,True,True,2,3366.32666667,64484.575,1.0007975,0.00812457391136,0.00610541759173,-0.000250019327221,-0.0464551442434,-0.0282636112532,-0.00011531804584,18.1949723496,21.0902670047,34.5710105367,1.01219011176
23816,24632,24632,2024-03-23T08:00:00Z,all_calibration,normal,True,True,2,3362.55666667,64495.855,1.00089066667,-0.00112054265402,0.000174910256211,9.30880926255e-05,-0.044341009961,-0.0267293690933,-0.00020363121309,17.8240306433,20.4858716122,33.6222169532,1.01655528251
23817,24633,24633,2024-03-23T09:00:00Z,all_calibration,normal,True,True,2,3345.08916667,64328.6533333,1.00100775,-0.00520824739977,-0.00259580669418,0.000116972302383,-0.0413878083688,-0.0238510296639,-0.000152751053,18.6653157556,22.877235191,37.8540271364,1.01463774392
23818,24634,24634,2024-03-23T10:00:00Z,all_calibration,normal,True,True,2,3364.84,64518.755,1.00095133333,0.00588706374855,0.00295080525195,-5.63614582849e-05,-0.0262874247418,-0.0102055511513,-0.000283773064866,18.4180151859,21.5712963905,41.7967122801,1.01295044793
23819,24635,24635,2024-03-23T11:00:00Z,all_calibration,normal,True,True,2,3360.99666667,64472.88,1.00106475,-0.00114285670085,-0.000711286463407,0.000113302453195,-0.0228794426787,-0.00530476910335,-0.000271507345183,18.5542008874,22.2697420042,36.2906416824,1.01649387667
23820,24636,24636,2024-03-23T12:00:00Z,all_calibration,normal,True,True,2,3371.045,64676.6625,1.00090733333,0.00298522834322,0.00315576292684,-0.000157261600501,-0.0140504955927,0.00312392834259,-0.000243249677012,18.5852892445,21.7525048937,35.5348529978,1.0149810163
23821,24637,24637,2024-03-23T13:00:00Z,all_calibration,normal,True,True,2,3367.645,64598.825,1.00097258333,-0.00100909829314,-0.00120421142339,6.51887253375e-05,-0.0103415875002,0.00725575107415,-0.000636345060637,19.6467114093,24.0058917859,40.0781456796,1.02023551999
23822,24638,24638,2024-03-23T14:00:00Z,all_calibration,normal,True,True,2,3385.205,64853.7275,1.00088158333,0.0052007788061,0.00393816613919,-9.0915713619e-05,0.0157944737353,0.0261185117843,-0.000181823162324,23.879905451,27.9105224197,47.535579354,1.01501533072
