pool_row_id,source_row,timestamp_utc,calibration_pool_label,regime_label,is_calibration,is_withheld_ftx,return_observation_valid,eth_price_usd,wbtc_price_usd,eth_log_return,wbtc_log_return,median_effective_gas_price_gwei,p90_effective_gas_price_gwei,p99_effective_gas_price_gwei,target_normalised_block_utilisation
16,16,2021-06-01T16:00:00Z,all_calibration,normal,True,False,True,2572.158333333333,36245.461666666655,-0.0016344493297362,-0.0031608438905443,36.16407007216594,57.07261213914023,229.8701920688468,0.9889930386070472
17,17,2021-06-01T17:00:00Z,all_calibration,normal,True,False,True,2553.245,36016.38666666667,-0.0073802656888979,-0.0063401579848409,35.87832308163139,48.12182258090626,115.55955682290472,0.9743006873644836
18,18,2021-06-01T18:00:00Z,all_calibration,normal,True,False,True,2575.369999999999,36299.80583333334,0.0086281139280677,0.0078383722365682,38.9621858924545,51.344099180889685,133.51305937499382,0.9881527399316185
19,19,2021-06-01T19:00:00Z,all_calibration,normal,True,False,True,2562.090833333333,36076.2175,-0.0051695561953648,-0.0061785390883191,36.88405731027131,48.69154297129116,134.81490265867558,0.9748133340109536
20,20,2021-06-01T20:00:00Z,all_calibration,normal,True,False,True,2566.483333333333,36148.85333333334,0.001712952150557,0.0020113751910084,44.47895419505379,57.873997656203095,114.9189671172776,0.975755915456772
21,21,2021-06-01T21:00:00Z,all_calibration,normal,True,False,True,2584.3450000000003,36337.0225,0.0069354818710944,0.0051918966885775,35.87388857320585,53.50089297272905,102.88658101449438,0.973288111966812
22,22,2021-06-01T22:00:00Z,all_calibration,normal,True,False,True,2597.1783333333324,36426.015833333346,0.0049535083599767,0.002446114943682,26.905928570077855,42.27075570006433,124.2312215237632,0.9887868182124794
23,23,2021-06-01T23:00:00Z,all_calibration,normal,True,False,True,2610.6875,36647.995,0.0051879973099451,0.0060754801038758,23.185395098180543,32.0877636146773,104.45632815829036,0.9865198981565548
24,24,2021-06-02T00:00:00Z,all_calibration,normal,True,False,True,2614.8308333333325,36529.78583333332,0.0015858079284507,-0.0032307421225343,29.524887393982397,43.97124860357855,159.4065413616498,0.9819979374879764
25,25,2021-06-02T01:00:00Z,all_calibration,stress,True,False,True,2575.443333333333,36176.79333333334,-0.0151777169571944,-0.0097101329090829,26.79435384911755,40.522759344173984,120.41700038098558,0.9894987043664182
26,26,2021-06-02T02:00:00Z,all_calibration,normal,True,False,True,2601.466666666667,36440.1825,0.0100537009642662,0.0072542354922067,23.460190422670763,34.91667421754222,90.79202565332008,0.9895385605784598
27,27,2021-06-02T03:00:00Z,all_calibration,stress,True,False,True,2619.522500000001,36553.60583333333,0.0069166607092148,0.0031077555285552,23.667726786321943,33.66990810008448,76.79816377058845,0.9904912663738552
28,28,2021-06-02T04:00:00Z,all_calibration,stress,True,False,True,2630.1008333333343,36671.20166666667,0.0040301358704839,0.0032119151540399,20.13219610822515,29.24613619811092,74.37571345655579,0.9908148999888916
29,29,2021-06-02T05:00:00Z,all_calibration,normal,True,False,True,2623.549166666666,36690.021666666675,-0.0024941402883769,0.00051307760579,21.455367237317333,33.15334145691425,91.03105576008592,0.9892932999220284
30,30,2021-06-02T06:00:00Z,all_calibration,normal,True,False,True,2640.8375000000005,36847.75416666667,0.006568056861556,0.0042898426041624,21.255545406982673,31.434759103358022,72.33068752637564,0.9974429161811108
31,31,2021-06-02T07:00:00Z,all_calibration,stress,True,False,True,2668.566666666666,37177.6025,0.0104453976057303,0.0089118251163355,24.19689251705813,46.2573980234723,96.44067077478223,0.9740999108368364
32,32,2021-06-02T08:00:00Z,all_calibration,normal,True,False,True,2690.6366666666663,37265.86916666666,0.0082363453638132,0.0023713753819887,21.062465246333225,39.23356434418447,78.60596919267988,0.9877171894311108
33,33,2021-06-02T09:00:00Z,all_calibration,normal,True,False,True,2702.750000000002,37388.0125,0.0044919285228255,0.0032722596493517,18.92912446781046,30.449306099977655,83.79678246902681,0.9911708320964384
34,34,2021-06-02T10:00:00Z,all_calibration,normal,True,False,True,2689.6675000000005,37263.12500000001,-0.0048521931647966,-0.0033458998936239,19.07817758921837,33.74587674083017,86.00352788928609,0.9830993701230492
35,35,2021-06-02T11:00:00Z,all_calibration,normal,True,False,True,2687.6041666666665,37208.90000000001,-0.0007674276333808,-0.0014562517826721,20.043109359331083,32.05038987516656,95.1089221881296,0.9868350387272332
36,36,2021-06-02T12:00:00Z,all_calibration,normal,True,False,True,2708.1949999999997,37386.5675,0.0076322089275775,0.0047635021780259,25.475642046110984,42.955520573566965,100.65642691756662,0.971622272464178
37,37,2021-06-02T13:00:00Z,all_calibration,normal,True,False,True,2720.9316666666664,37495.568333333336,0.0046919848494377,0.0029112660611616,32.24847549966097,50.26269939086193,110.69319443074544,0.9864994722801952
38,38,2021-06-02T14:00:00Z,all_calibration,normal,True,False,True,2751.8691666666664,37807.20666666666,0.0113060315892266,0.008276988795929,39.1568615861582,58.47937033943612,130.0632049806372,0.9855402687172748
39,39,2021-06-02T15:00:00Z,all_calibration,normal,True,False,True,2788.910833333334,38112.380833333336,0.0133707595376497,0.0080394485903028,42.8399396488319,57.03100500415508,123.97587986728458,0.9801069021998544
40,40,2021-06-02T16:00:00Z,all_calibration,normal,True,False,True,2790.3374999999996,38078.510833333334,0.0005114189627439,-0.0008890827102874,39.62982208019089,52.77753395658093,133.27599781901463,0.9909521113612102
41,41,2021-06-02T17:00:00Z,all_calibration,normal,True,False,True,2770.787499999999,37935.33083333334,-0.007030980435533,-0.0037672130810282,42.717333178651536,63.632833686922034,216.3478692373568,0.9733492055308148
42,42,2021-06-02T18:00:00Z,all_calibration,normal,True,False,True,2771.575000000001,38034.24250000001,0.0002841748461248,0.0026039825740173,46.1968525980986,66.60276389548709,197.38539622033343,0.9844274580312145
43,43,2021-06-02T19:00:00Z,all_calibration,normal,True,False,True,2773.693333333334,38002.505833333336,0.0007640147632317,-0.0008347718492771,32.441778651221156,49.139565277833896,115.30559815265174,0.9864426126333056
44,44,2021-06-02T20:00:00Z,all_calibration,stress,True,False,True,2748.2850000000008,37812.075,-0.0092026846602255,-0.0050236044762268,25.02246121117529,36.41406286857605,116.1881588011214,0.990268099500585
45,45,2021-06-02T21:00:00Z,all_calibration,normal,True,False,True,2736.819166666666,37854.79333333334,-0.004180722803194,0.0011291160533737,29.768927439604862,44.166722905039265,92.00041596150264,0.9851268582033766
46,46,2021-06-02T22:00:00Z,all_calibration,normal,True,False,True,2716.247500000001,37712.54166666666,-0.0075450257680893,-0.0037649027769841,29.70919677257979,38.67542907647252,105.06196681229484,0.9780987926787716
47,47,2021-06-02T23:00:00Z,all_calibration,normal,True,False,True,2711.476666666667,37720.164166666655,-0.0017579502625713,0.0002021006655326,29.937667907881924,43.35438516187208,110.9311340084448,0.9767112263752226
48,48,2021-06-03T00:00:00Z,all_calibration,normal,True,False,True,2706.831666666667,37556.58166666666,-0.0017145577003567,-0.0043461697416411,22.208471791741346,35.130811115010935,97.6104864256886,0.9872423915243878
49,49,2021-06-03T01:00:00Z,all_calibration,normal,True,False,True,2709.3775000000005,37531.704999999994,0.0009400794697853,-0.000662597821341,25.186625404808407,36.29909019155894,84.07442778560046,0.9855675693988072
50,50,2021-06-03T02:00:00Z,all_calibration,normal,True,False,True,2692.734166666666,37383.552500000005,-0.006161807463302,-0.0039552074725843,20.83296905050563,31.49217579494043,106.04765294658203,0.9902043236354056
51,51,2021-06-03T03:00:00Z,all_calibration,normal,True,False,True,2714.582499999999,37542.09916666666,0.0080810699939055,0.0042321127619437,23.084399329518632,36.64818164105487,111.95423410863732,0.9694552589911688
52,52,2021-06-03T04:00:00Z,all_calibration,normal,True,False,True,2747.4041666666653,37887.17583333332,0.0120183602542169,0.0091497385884338,27.571512218529698,39.6703895755178,85.8170470110725,0.9967730044801056
53,53,2021-06-03T05:00:00Z,all_calibration,normal,True,False,True,2793.733333333333,38458.19666666667,0.0167222871715111,0.0149591642039172,26.311067658146342,37.472929811740286,82.15495742298286,0.9822660756907836
54,54,2021-06-03T06:00:00Z,all_calibration,normal,True,False,True,2828.368333333333,38845.877499999995,0.012321171055829,0.01003010740801,26.51422957261636,49.91395705265733,80.93664506195277,0.9758242642587068
