cell_identifier,recovery_path,confidence_scenario,metric,replication_count,mean,standard_error,ci_lower,ci_upper,median,q25,q75,q05,q95,censoring_share,numerical_valid_count
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,keeper_profit_dai,128,54563.53816768524,129.9635188751455,54308.80967068996,54818.26666468052,54623.933415171974,53626.73465242867,55461.53706407916,52091.68998128761,57300.17059592907,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,minimum_confidence,128,0.25566903856379336,0.0032508929268864773,0.24929728842709586,0.26204078870049086,0.25,0.25,0.25,0.25,0.25,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,mean_confidence_loss,128,0.7427364773778586,0.0036296207551196036,0.7356224206978242,0.749850534057893,0.7497584088232828,0.7484502307546007,0.75,0.7455762262939615,0.75,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,hours_at_confidence_floor,128,700.2109375,9.632300204381684,681.3316290994119,719.0902459005881,719.0,715.0,720.0,707.0,720.0,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,hours_recovery_gate_closed,128,715.8359375,0.8761085036714703,714.1187648328039,717.5531101671961,719.0,715.0,720.0,707.35,720.0,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,first_recovery_gate_open,128,348.75,31.929232465356435,286.1687043679014,411.3312956320986,0.0,0.0,720.0,0.0,720.0,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,recovery_gate_reopenings,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,cumulative_panic_contribution,128,548.7127975203294,2.949857707077456,542.9310764144576,554.4945186262013,553.9013549451579,550.7771840284579,557.7943500000001,544.5025888612015,557.7943500000001,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,maximum_panic_contribution,128,0.7686619189453127,0.0034667630854526652,0.7618670632978254,0.7754567745927999,0.774714375,0.774714375,0.774714375,0.774714375,0.774714375,0.0,128
persistent_trough__confidence_fragile,persistent_trough,confidence_fragile,confidence_at_horizon,128,0.255859375,0.0033561689288255404,0.24928128389950194,0.26243746610049806,0.25,0.25,0.25,0.25,0.25,0.0,128
partial_week__stage1_only,partial_week,stage1_only,below_peg_burden,128,0.25834208464060465,0.004306422873520314,0.24990149580850485,0.26678267347270446,0.2613163477917045,0.22442007734945787,0.2901193718752293,0.17623144299207744,0.3372569980820179,0.0,128
partial_week__stage1_only,partial_week,stage1_only,restricted_mean_recovery_time,128,70.203125,15.294659015855641,40.22559332892294,100.18065667107706,0.0,0.0,0.0,0.0,555.1999999999994,0.0078125,128
partial_week__stage1_only,partial_week,stage1_only,recovery_probability_168h,128,0.8515625,0.0315484639796987,0.7897275105997905,0.9133974894002095,1.0,1.0,1.0,0.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,recovery_probability_720h,128,0.9921875,0.0078125,0.976875,1.0075,1.0,1.0,1.0,1.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,maximum_unresolved_tab_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,cumulative_realised_bad_debt_dai,128,8.246528460098546e-13,5.574898038659731e-14,7.153848444521239e-13,9.339208475675853e-13,5.062616992290714e-13,5.062616992290714e-13,1.0125233984581428e-12,0.0,2.0250467969162855e-12,0.0,128
partial_week__stage1_only,partial_week,stage1_only,recovery_probability_48h,128,0.8203125,0.03406800775380022,0.7535392048025515,0.8870857951974485,1.0,1.0,1.0,0.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,recovery_probability_336h,128,0.90625,0.025864720370468334,0.8555551480738821,0.9569448519261179,1.0,1.0,1.0,0.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,minimum_dai_price,128,0.9960353514160765,9.155381448758226e-05,0.9958559059396808,0.9962147968924722,0.996128061335883,0.9953790065693664,0.9968284644390325,0.9942038363884949,0.9974600725473795,0.0,128
partial_week__stage1_only,partial_week,stage1_only,maximum_negative_peg_deviation,128,0.003964648583923562,9.155381448758226e-05,0.0037852031075279007,0.004144094060319223,0.0038719386641169473,0.0031715355609675255,0.00462099343063363,0.002539927452620516,0.005796163611505195,0.0,128
partial_week__stage1_only,partial_week,stage1_only,mean_absolute_peg_deviation,128,0.0006082348581146245,7.000986474063856e-06,0.0005945129246254594,0.0006219567916037897,0.0006056094785465006,0.0005525300303892731,0.0006534367296708661,0.0004898262199548245,0.0007479061143962001,0.0,128
partial_week__stage1_only,partial_week,stage1_only,hours_below_0995,128,0.2578125,0.06100182099022959,0.13824893085915002,0.37737606914085,0.0,0.0,0.0,0.0,2.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,hours_above_1005,128,0.0859375,0.042998099765168156,0.0016612244602704218,0.17021377553972958,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,first_return_time,128,65.703125,14.619397773563998,37.04910536381456,94.35714463618544,0.0,0.0,0.0,0.0,529.2499999999994,0.0,128
partial_week__stage1_only,partial_week,stage1_only,failed_recovery_attempts,128,0.03125,0.015439349844538378,0.0009888743047047795,0.061511125695295224,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,final_dai_price,128,0.9998719317544462,7.692734504105453e-05,0.9997211541581658,1.0000227093507268,0.9998482826063069,0.9994262878981668,1.000249063701201,0.9986575641281354,1.0012668247546561,0.0,128
partial_week__stage1_only,partial_week,stage1_only,final_peg_band_status,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,peak_liquidatable_vaults,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,peak_share_liquidatable,128,0.9962500000000001,0.0005433926670016644,0.9951849503726768,0.9973150496273233,1.0,0.99,1.0,0.98,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,cumulative_debt_repaid_dai,128,496354.1397514249,1007.4918230515577,494379.45577824384,498328.82372460596,496922.0353552569,489436.4204032974,503550.28510830115,477337.64880826883,517693.6199686851,0.0,128
partial_week__stage1_only,partial_week,stage1_only,completed_liquidation_count,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,unprofitable_attempt_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,capacity_rejected_opportunities,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,unresolved_tab_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,active_bad_debt_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,maximum_active_bad_debt_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,keeper_profit_dai,128,54563.53816768524,129.9635188751455,54308.80967068996,54818.26666468052,54623.933415171974,53626.73465242867,55461.53706407916,52091.68998128761,57300.17059592907,0.0,128
partial_week__stage1_only,partial_week,stage1_only,minimum_confidence,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,mean_confidence_loss,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,hours_at_confidence_floor,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,hours_recovery_gate_closed,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,first_recovery_gate_open,128,720.0,0.0,720.0,720.0,720.0,720.0,720.0,720.0,720.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,recovery_gate_reopenings,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,cumulative_panic_contribution,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,maximum_panic_contribution,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__stage1_only,partial_week,stage1_only,confidence_at_horizon,128,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,below_peg_burden,128,132.1547139105362,11.282377827724753,110.04125336819568,154.2681744528767,114.82745738799252,0.36278690180280176,270.77127208229024,0.22552167610041898,286.100259555696,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,restricted_mean_recovery_time,128,463.9296875,29.870686242595127,405.3831424645135,522.4762325354865,720.0,0.0,720.0,0.0,720.0,0.625,128
partial_week__confidence_resilient,partial_week,confidence_resilient,recovery_probability_168h,128,0.3359375,0.04191137031126649,0.2537912141899177,0.4180837858100823,0.0,0.0,1.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,recovery_probability_720h,128,0.375,0.042958962288966916,0.29080043391362487,0.45919956608637513,0.0,0.0,1.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,maximum_unresolved_tab_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,cumulative_realised_bad_debt_dai,128,8.246528460098546e-13,5.574898038659731e-14,7.153848444521239e-13,9.339208475675853e-13,5.062616992290714e-13,5.062616992290714e-13,1.0125233984581428e-12,0.0,2.0250467969162855e-12,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,recovery_probability_48h,128,0.3203125,0.04140375447464223,0.23916114122970122,0.4014638587702988,0.0,0.0,1.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,recovery_probability_336h,128,0.3671875,0.042773974706069945,0.2833505095761029,0.4510244904238971,0.0,0.0,1.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,minimum_dai_price,128,0.7034195826510512,0.02102638625256511,0.6622078655960236,0.7446312997060788,0.5,0.5,0.9956557158814922,0.5,0.9969418619707658,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,maximum_negative_peg_deviation,128,0.2965804173489487,0.021026386252565112,0.25536870029392106,0.3377921344039763,0.5,0.004344284118507874,0.5,0.003058138029234175,0.5,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,mean_absolute_peg_deviation,128,0.18366576110623167,0.015660567436325174,0.15297104893103433,0.21436047328142901,0.1595846750878479,0.0007200021394727096,0.3760712112254031,0.0005788735253056766,0.39736147160513335,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,hours_below_0995,128,352.375,27.74312268471616,297.9984795379563,406.7515204620437,369.5,0.0,693.25,0.0,710.3,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,hours_above_1005,128,0.078125,0.04239591092069228,-0.004970985404556871,0.16122098540455687,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,first_return_time,128,344.8125,30.228494889710337,285.5646500161677,404.0603499838323,200.5,0.0,720.0,0.0,720.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,failed_recovery_attempts,128,0.3125,0.057368044412242594,0.20005863295200452,0.42494136704799546,0.0,0.0,0.0,0.0,2.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,final_dai_price,128,0.7046605989105086,0.02116259272444143,0.6631819171706034,0.7461392806504138,0.5,0.5,0.999176949229883,0.5,1.0004903991723975,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,final_peg_band_status,128,0.34375,0.0421457853694702,0.2611442606758384,0.4263557393241616,0.0,0.0,1.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,peak_liquidatable_vaults,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,peak_share_liquidatable,128,0.9962500000000001,0.0005433926670016644,0.9951849503726768,0.9973150496273233,1.0,0.99,1.0,0.98,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,cumulative_debt_repaid_dai,128,496354.1397514249,1007.4918230515577,494379.45577824384,498328.82372460596,496922.0353552569,489436.4204032974,503550.28510830115,477337.64880826883,517693.6199686851,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,completed_liquidation_count,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,unprofitable_attempt_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,capacity_rejected_opportunities,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,unresolved_tab_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,active_bad_debt_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,maximum_active_bad_debt_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,keeper_profit_dai,128,54563.53816768524,129.9635188751455,54308.80967068996,54818.26666468052,54623.933415171974,53626.73465242867,55461.53706407916,52091.68998128761,57300.17059592907,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,minimum_confidence,128,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,mean_confidence_loss,128,0.1425292500329661,0.00870936360977566,0.1254588973578058,0.1595996027081264,0.15177049516789265,0.03440274320221916,0.24980015542047582,0.025963307740603497,0.24992552426187564,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,hours_at_confidence_floor,128,373.078125,27.598719126315675,318.9846355124213,427.1716144875787,392.0,22.0,718.0,22.0,719.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,hours_recovery_gate_closed,128,354.109375,27.702651744517645,299.8121775807454,408.4065724192546,368.5,0.0,693.25,0.0,711.3,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,first_recovery_gate_open,128,11.25,7.9235706875716625,-4.280198547640458,26.78019854764046,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,recovery_gate_reopenings,128,0.0625,0.021479481144483458,0.02040021695681242,0.10459978304318758,0.0,0.0,0.0,0.0,1.0,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,cumulative_panic_contribution,128,22.68085074198993,1.940664604570662,18.87714811703143,26.484553366948425,19.660202799534687,0.017070267743651318,46.5291951393586,0.007145754111375577,49.16871382315923,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,maximum_panic_contribution,128,0.05092985183880119,0.003629237583934837,0.043816546174288915,0.05804315750331347,0.086079375,0.0005781475243625343,0.086079375,0.00025552208503343233,0.086079375,0.0,128
partial_week__confidence_resilient,partial_week,confidence_resilient,confidence_at_horizon,128,0.8255593026861916,0.00944655937675712,0.8070440463077476,0.8440745590646356,0.75,0.75,0.9574033521257387,0.75,0.9977144784079449,0.0,128
partial_week__confidence_central,partial_week,confidence_central,below_peg_burden,128,349.1368978734358,2.9427196530692794,343.36916735342004,354.9046283934516,353.92415751794806,351.2017002703138,355.3007785221172,343.4711255580315,360.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,restricted_mean_recovery_time,128,714.59375,5.406249999999999,703.9975,725.19,720.0,720.0,720.0,720.0,720.0,0.9921875,128
partial_week__confidence_central,partial_week,confidence_central,recovery_probability_168h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,recovery_probability_720h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,maximum_unresolved_tab_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,cumulative_realised_bad_debt_dai,128,8.246528460098546e-13,5.574898038659731e-14,7.153848444521239e-13,9.339208475675853e-13,5.062616992290714e-13,5.062616992290714e-13,1.0125233984581428e-12,0.0,2.0250467969162855e-12,0.0,128
partial_week__confidence_central,partial_week,confidence_central,recovery_probability_48h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,recovery_probability_336h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,minimum_dai_price,128,0.5038731802184002,0.0038731802184001616,0.4962817469903359,0.5114646134464645,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,maximum_negative_peg_deviation,128,0.49612681978159984,0.0038731802184001616,0.4885353865535355,0.5037182530096641,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,mean_absolute_peg_deviation,128,0.48491780190418776,0.004084642292128076,0.47691190301161673,0.4929237007967588,0.49156132988603896,0.4877850243424776,0.49347330350294055,0.4770778328174669,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,hours_below_0995,128,704.765625,5.911351813474837,693.1793754455894,716.3518745544106,715.5,710.0,718.0,695.05,720.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,hours_above_1005,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,first_return_time,128,714.3828125,5.6171875,703.373125,725.3925,720.0,720.0,720.0,720.0,720.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,failed_recovery_attempts,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,final_dai_price,128,0.5039033313286055,0.0039033313286055316,0.4962528019245387,0.5115538607326724,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,final_peg_band_status,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,peak_liquidatable_vaults,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,peak_share_liquidatable,128,0.9962500000000001,0.0005433926670016644,0.9951849503726768,0.9973150496273233,1.0,0.99,1.0,0.98,1.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,cumulative_debt_repaid_dai,128,496354.1397514249,1007.4918230515577,494379.45577824384,498328.82372460596,496922.0353552569,489436.4204032974,503550.28510830115,477337.64880826883,517693.6199686851,0.0,128
partial_week__confidence_central,partial_week,confidence_central,completed_liquidation_count,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,unprofitable_attempt_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,capacity_rejected_opportunities,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,unresolved_tab_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,active_bad_debt_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,maximum_active_bad_debt_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,keeper_profit_dai,128,54563.53816768524,129.9635188751455,54308.80967068996,54818.26666468052,54623.933415171974,53626.73465242867,55461.53706407916,52091.68998128761,57300.17059592907,0.0,128
partial_week__confidence_central,partial_week,confidence_central,minimum_confidence,128,0.5000000002251106,2.2511054999230231e-10,0.4999999997838939,0.5000000006663273,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,mean_confidence_loss,128,0.49399919315200314,0.0036252157634575127,0.4868937702556264,0.5011046160483799,0.4995648417422516,0.4993667093943438,0.49978693902415133,0.498412489306282,0.5,0.0,128
partial_week__confidence_central,partial_week,confidence_central,hours_at_confidence_floor,128,705.4140625,6.103907996738352,693.4504028263929,717.3777221736071,717.0,715.0,719.0,680.25,720.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,hours_recovery_gate_closed,128,704.1640625,5.710319447878518,692.9718363821581,715.3562886178419,714.5,709.0,717.0,694.05,720.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,first_recovery_gate_open,128,129.375,24.52896558273616,81.29822745783713,177.45177254216287,0.0,0.0,0.0,0.0,720.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,recovery_gate_reopenings,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_central,partial_week,confidence_central,cumulative_panic_contribution,128,240.13220152607477,2.0274788600685034,236.1583429603405,244.10606009180904,243.3803344656057,241.50540626283174,244.32846100666546,236.1759136069311,247.90859999999992,0.0,128
partial_week__confidence_central,partial_week,confidence_central,maximum_panic_contribution,128,0.341634344009659,0.0026831559903409403,0.3363753582685907,0.34689332975072723,0.3443175,0.3443175,0.3443175,0.3443175,0.3443175,0.0,128
partial_week__confidence_central,partial_week,confidence_central,confidence_at_horizon,128,0.5037049821429408,0.003704982142940773,0.4964432171427769,0.5109667471431047,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,below_peg_burden,128,356.97138286805887,0.4987053158481853,355.99392044899645,357.9488452871213,357.9847360072431,355.97196985795784,360.0,351.92241953732224,360.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,restricted_mean_recovery_time,128,714.59375,5.406249999999999,703.9975,725.19,720.0,720.0,720.0,720.0,720.0,0.9921875,128
partial_week__confidence_fragile,partial_week,confidence_fragile,recovery_probability_168h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,recovery_probability_720h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,maximum_unresolved_tab_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,cumulative_realised_bad_debt_dai,128,8.246528460098546e-13,5.574898038659731e-14,7.153848444521239e-13,9.339208475675853e-13,5.062616992290714e-13,5.062616992290714e-13,1.0125233984581428e-12,0.0,2.0250467969162855e-12,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,recovery_probability_48h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,recovery_probability_336h,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,minimum_dai_price,128,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,maximum_negative_peg_deviation,128,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,mean_absolute_peg_deviation,128,0.49579571625187063,0.00069196672253149,0.4944394614757089,0.4971519710280324,0.4972010222322821,0.49440672003682123,0.5,0.48878900110306245,0.5,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,hours_below_0995,128,716.140625,0.8963051874502327,714.3838668325975,717.8973831674025,720.0,716.0,720.0,708.0,720.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,hours_above_1005,128,0.015625,0.015625,-0.015,0.04625,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,first_return_time,128,714.3828125,5.6171875,703.373125,725.3925,720.0,720.0,720.0,720.0,720.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,failed_recovery_attempts,128,0.0078125,0.0078125,-0.0075,0.023125,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,final_dai_price,128,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,final_peg_band_status,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,peak_liquidatable_vaults,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,peak_share_liquidatable,128,0.9962500000000001,0.0005433926670016644,0.9951849503726768,0.9973150496273233,1.0,0.99,1.0,0.98,1.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,cumulative_debt_repaid_dai,128,496354.1397514249,1007.4918230515577,494379.45577824384,498328.82372460596,496922.0353552569,489436.4204032974,503550.28510830115,477337.64880826883,517693.6199686851,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,completed_liquidation_count,128,99.625,0.05433926670016637,99.51849503726767,99.73150496273233,100.0,99.0,100.0,98.0,100.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,unprofitable_attempt_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,capacity_rejected_opportunities,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,unresolved_tab_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,active_bad_debt_at_horizon_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
partial_week__confidence_fragile,partial_week,confidence_fragile,maximum_active_bad_debt_dai,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128
