confidence_scenario,recovery_path,metric,difference_in_differences,standard_error,ci_lower,ci_upper,median,q25,q75,direction,material_interaction_flag,mechanism_diagnostics
confidence_fragile,rapid_full,first_return_time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,failed_recovery_attempts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,final_dai_price,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,final_peg_band_status,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,peak_liquidatable_vaults,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,peak_share_liquidatable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,cumulative_debt_repaid_dai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,completed_liquidation_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,unprofitable_attempt_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,capacity_rejected_opportunities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,unresolved_tab_at_horizon_dai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,active_bad_debt_at_horizon_dai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,maximum_active_bad_debt_dai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,keeper_profit_dai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,minimum_confidence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,mean_confidence_loss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,hours_at_confidence_floor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,hours_recovery_gate_closed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,first_recovery_gate_open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,recovery_gate_reopenings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,cumulative_panic_contribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,maximum_panic_contribution,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
confidence_fragile,rapid_full,confidence_at_horizon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zero,False,paired CRN difference-in-differences
