contrast_order,contrast_type,anchor,family,metric,left_capacity,right_capacity,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
850,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,realised_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
851,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,realised_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
852,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
853,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
854,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,realised_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
855,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
856,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
857,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
858,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
859,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
860,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
861,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,positive_realised_bad_debt,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
862,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
863,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
864,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
865,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
866,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
867,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
868,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,terminal_active_bad_debt_share,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
869,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
870,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
871,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
872,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
873,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
874,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
875,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,below_peg_burden,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
876,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
877,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
878,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
879,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
880,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
881,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
882,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,mean_absolute_peg_deviation,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
883,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
884,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,14,26,capacity_14_minus_26,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
885,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
886,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,26,45,capacity_26_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
887,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
888,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,
889,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,minimum_dai_price,14,45,capacity_14_minus_45,-1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0,0,no_capacity_effect
890,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
891,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
892,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
893,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
894,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
895,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
896,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,restricted_mean_recovery_time,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,no_capacity_effect
897,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,14,26,capacity_14_minus_26,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
898,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,14,26,capacity_14_minus_26,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
899,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,26,45,capacity_26_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
900,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,26,45,capacity_26_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
901,raw_capacity_contrast,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
902,direction_normalised_capacity_relief,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
903,monotonicity_classification,stable_heavy__joint_crypto_stable_stress,,recovery_probability_720h,14,45,capacity_14_minus_45,-1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
904,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,initial_debt_exposure,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
905,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,initial_debt_exposure,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
906,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,initial_debt_exposure,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
907,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
908,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
909,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,eligible_liquidation_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
910,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,candidate_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
911,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,candidate_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
912,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,candidate_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
913,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,profitability_filtered_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
914,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,profitability_filtered_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
915,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,profitability_filtered_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
916,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,selected_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
917,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,selected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
918,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,selected_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
919,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,rejected_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
920,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,rejected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
921,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,rejected_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
922,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,successful_closure_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
923,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,successful_closure_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
924,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,successful_closure_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
925,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,liquidated_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
926,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,liquidated_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
927,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,liquidated_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
928,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
929,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
930,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
931,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,backlog_area,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
932,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,backlog_area,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
933,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,backlog_area,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
934,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,maximum_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
935,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,maximum_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
936,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,maximum_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
937,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
938,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
939,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,terminal_active_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
940,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,realised_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
941,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,realised_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
942,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,realised_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
943,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,keeper_profit_proxy,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
944,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,keeper_profit_proxy,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
945,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,keeper_profit_proxy,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
946,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,14,26,capacity_14_minus_26,1,operational,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
947,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,26,45,capacity_26_minus_45,1,operational,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
948,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_capacity_consumed,14,45,capacity_14_minus_45,1,operational,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
949,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_rejections,14,26,capacity_14_minus_26,1,not_operational,0,,,,,,,,,,,,0,0,
950,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_rejections,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
951,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,share_system_rejections,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
952,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,14,26,capacity_14_minus_26,1,operational,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
953,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,26,45,capacity_26_minus_45,1,operational,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
954,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,contribution_to_system_backlog,14,45,capacity_14_minus_45,1,operational,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
955,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
956,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
957,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
958,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
959,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
960,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,exposure_normalised_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
961,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,displaced_candidates,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
962,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,displaced_candidates,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
963,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,displaced_candidates,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
964,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,cross_family_displacement_hours,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
965,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,cross_family_displacement_hours,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
966,collateral_capacity_contrast,stable_heavy__joint_crypto_stable_stress,ETH,cross_family_displacement_hours,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
