contrast_order,contrast_type,anchor,family,metric,left_capacity,right_capacity,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
198,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,liquidated_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
199,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,liquidated_debt,14,45,capacity_14_minus_45,1,operational,128,-12.86170131791772,10.503146747766584,-33.44786894354023,7.724466307704784,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,4,
200,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
201,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
202,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
203,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,14,26,capacity_14_minus_26,1,operational,128,1189.5956319158267,591.542026962489,30.173259069348433,2349.0180047623053,0.0,0.0,0.0,0.0,0.0,1962.729501191119,0.0703125,9,0,
204,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
205,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,backlog_area,14,45,capacity_14_minus_45,1,operational,128,1189.5956319158267,591.542026962489,30.173259069348433,2349.0180047623053,0.0,0.0,0.0,0.0,0.0,1962.729501191119,0.0703125,9,0,
206,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,14,26,capacity_14_minus_26,1,operational,128,2.365154230513724,1.8104441240333196,-1.1833162525915824,5.913624713619031,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
207,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
208,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,maximum_backlog,14,45,capacity_14_minus_45,1,operational,128,2.365154230513724,1.8104441240333196,-1.1833162525915824,5.913624713619031,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
209,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
210,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
211,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,terminal_active_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
212,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
213,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
214,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,realised_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
215,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,14,26,capacity_14_minus_26,1,operational,128,-0.07077923259419094,1.669588627390426,-3.3431729422794256,3.2016144770910437,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,5,4,
216,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
217,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,keeper_profit_proxy,14,45,capacity_14_minus_45,1,operational,128,-0.07077923259419094,1.669588627390426,-3.3431729422794256,3.2016144770910437,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,5,4,
218,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_capacity_consumed,14,26,capacity_14_minus_26,1,operational,78,8.457124477262292e-05,0.0005309749259554689,-0.0009561396101000962,0.001125282099645342,0.0,-0.0031800138424457444,0.0,0.0,0.0,0.0,0.01282051282051282,1,7,
219,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_capacity_consumed,26,45,capacity_26_minus_45,1,operational,78,-0.0001020598845906434,6.52875378529212e-05,-0.00023002345878236896,2.5903689601082156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,
220,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_capacity_consumed,14,45,capacity_14_minus_45,1,operational,78,-1.7488639818020477e-05,0.0005362777557341244,-0.0010685930410569045,0.0010336157614208633,0.0,-0.0031800138424457444,0.0,0.0,0.0,0.0,0.01282051282051282,1,7,
221,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_rejections,14,26,capacity_14_minus_26,1,operational,3,-0.03623188405797099,0.0191721109497434,-0.07380922151946806,0.001345453403526077,-0.04347826086956519,-0.06304347826086952,-0.054347826086956486,-0.021739130434782594,-0.008695652173913035,-0.004347826086956523,0.0,0,2,
222,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_rejections,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
223,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,share_system_rejections,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
224,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,contribution_to_system_backlog,14,26,capacity_14_minus_26,1,operational,74,0.0006325625386932344,0.000521124078900337,-0.0003888406559514262,0.001653965733337895,0.0,0.0,0.0,0.0,0.00017213210607661746,0.0011392116795419082,0.10810810810810811,8,0,
225,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,contribution_to_system_backlog,26,45,capacity_26_minus_45,1,operational,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
226,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,contribution_to_system_backlog,14,45,capacity_14_minus_45,1,operational,74,0.0006325625386932344,0.000521124078900337,-0.0003888406559514262,0.001653965733337895,0.0,0.0,0.0,0.0,0.00017213210607661746,0.0011392116795419082,0.10810810810810811,8,0,
227,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0005608693479300566,0.0002788996378553874,1.4226057733497232e-05,0.001107512638126616,0.0,0.0,0.0,0.0,0.0,0.0009253857243265717,0.0703125,9,0,
228,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
229,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0005608693479300566,0.0002788996378553874,1.4226057733497232e-05,0.001107512638126616,0.0,0.0,0.0,0.0,0.0,0.0009253857243265717,0.0703125,9,0,
230,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
231,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
232,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,exposure_normalised_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
233,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,displaced_candidates,14,26,capacity_14_minus_26,1,operational,128,0.2109375,0.08348666125218687,0.047303643945713736,0.37457135605428626,0.0,0.0,0.0,0.0,0.0,1.0,0.0703125,9,0,
234,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,displaced_candidates,26,45,capacity_26_minus_45,1,operational,128,0.0234375,0.013424675715302162,-0.002874864401992236,0.049749864401992236,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
235,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,displaced_candidates,14,45,capacity_14_minus_45,1,operational,128,0.234375,0.09179180308278606,0.05446306595773934,0.4142869340422607,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
236,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,cross_family_displacement_hours,14,26,capacity_14_minus_26,1,operational,128,0.09375,0.034075060441538296,0.02696288153458494,0.16053711846541507,0.0,0.0,0.0,0.0,0.0,1.0,0.0703125,9,0,
237,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,cross_family_displacement_hours,26,45,capacity_26_minus_45,1,operational,128,0.0234375,0.013424675715302162,-0.002874864401992236,0.049749864401992236,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,3,0,
238,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,ETH,cross_family_displacement_hours,14,45,capacity_14_minus_45,1,operational,128,0.1171875,0.040936823790772674,0.036951325370085567,0.19742367462991445,0.0,0.0,0.0,0.0,0.0,1.0,0.078125,10,0,
239,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,initial_debt_exposure,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
240,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,initial_debt_exposure,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
241,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,initial_debt_exposure,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
242,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,eligible_liquidation_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
243,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,eligible_liquidation_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
244,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,eligible_liquidation_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
245,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,candidate_count,14,26,capacity_14_minus_26,1,operational,128,0.1484375,0.13360621445167983,-0.11343068032529247,0.41030568032529247,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
246,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,candidate_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
247,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,candidate_count,14,45,capacity_14_minus_45,1,operational,128,0.1484375,0.13360621445167983,-0.11343068032529247,0.41030568032529247,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
248,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,profitability_filtered_count,14,26,capacity_14_minus_26,1,operational,128,0.125,0.11036357238797691,-0.09131260188043475,0.3413126018804348,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
249,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,profitability_filtered_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
250,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,profitability_filtered_count,14,45,capacity_14_minus_45,1,operational,128,0.125,0.11036357238797691,-0.09131260188043475,0.3413126018804348,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
251,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,selected_count,14,26,capacity_14_minus_26,1,operational,128,-0.0625,0.0625,-0.185,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
252,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,selected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
253,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,selected_count,14,45,capacity_14_minus_45,1,operational,128,-0.0625,0.0625,-0.185,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
254,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,rejected_count,14,26,capacity_14_minus_26,1,operational,128,0.03125,0.02464686616612797,-0.01705785768561082,0.07955785768561083,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
255,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,rejected_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
256,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,rejected_count,14,45,capacity_14_minus_45,1,operational,128,0.03125,0.02464686616612797,-0.01705785768561082,0.07955785768561083,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
257,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,successful_closure_count,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
258,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,successful_closure_count,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
259,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,successful_closure_count,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
260,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,liquidated_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
261,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,liquidated_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
262,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,liquidated_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
263,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
264,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
265,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
266,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,backlog_area,14,26,capacity_14_minus_26,1,operational,128,59.33112245821442,55.98036142835465,-50.39038594136069,169.05263085778955,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
267,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,backlog_area,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
268,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,backlog_area,14,45,capacity_14_minus_45,1,operational,128,59.33112245821442,55.98036142835465,-50.39038594136069,169.05263085778955,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
269,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,maximum_backlog,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
270,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,maximum_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
271,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,maximum_backlog,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
272,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_active_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
273,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_active_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
274,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,terminal_active_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
275,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,realised_bad_debt,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
276,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,realised_bad_debt,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
277,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,realised_bad_debt,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
278,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,keeper_profit_proxy,14,26,capacity_14_minus_26,1,operational,128,0.09514629691116028,0.173595401466033,-0.24510068996226442,0.435393283784585,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,1,
279,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,keeper_profit_proxy,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
280,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,keeper_profit_proxy,14,45,capacity_14_minus_45,1,operational,128,0.09514629691116028,0.173595401466033,-0.24510068996226442,0.435393283784585,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,1,
281,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_capacity_consumed,14,26,capacity_14_minus_26,1,operational,78,-8.457124477262532e-05,0.000530974925955469,-0.0011252820996453445,0.000956139610100094,0.0,0.0,0.0,0.0,0.0,0.003180013842445771,0.08974358974358974,7,1,
282,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_capacity_consumed,26,45,capacity_26_minus_45,1,operational,78,0.000102059884590645,6.52875378529222e-05,-2.590368960108248e-05,0.0002300234587823725,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,3,0,
283,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_capacity_consumed,14,45,capacity_14_minus_45,1,operational,78,1.7488639818019677e-05,0.0005362777557341242,-0.0010336157614208637,0.0010685930410569032,0.0,0.0,0.0,0.0,0.0,0.003180013842445771,0.08974358974358974,7,1,
284,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_rejections,14,26,capacity_14_minus_26,1,operational,3,0.036231884057971016,0.01917211094974341,-0.0013454534035260701,0.0738092215194681,0.043478260869565216,0.004347826086956522,0.021739130434782608,0.05434782608695652,0.0608695652173913,0.06304347826086956,0.6666666666666666,2,0,
285,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_rejections,26,45,capacity_26_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
286,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,share_system_rejections,14,45,capacity_14_minus_45,1,not_operational,0,,,,,,,,,,,,0,0,
287,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,contribution_to_system_backlog,14,26,capacity_14_minus_26,1,operational,74,-0.0006325625386932366,0.0005211240789003355,-0.0016539657333378942,0.0003888406559514209,0.0,-0.001139211679541952,0.0,0.0,0.0,0.0,0.0,0,8,
288,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,contribution_to_system_backlog,26,45,capacity_26_minus_45,1,operational,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
289,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,contribution_to_system_backlog,14,45,capacity_14_minus_45,1,operational,74,-0.0006325625386932366,0.0005211240789003355,-0.0016539657333378942,0.0003888406559514209,0.0,-0.001139211679541952,0.0,0.0,0.0,0.0,0.0,0,8,
290,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_backlog,14,26,capacity_14_minus_26,1,operational,128,0.00015654041807187008,0.00014769970327092234,-0.0001329510003391377,0.00044603183648287786,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
291,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_backlog,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
292,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_backlog,14,45,capacity_14_minus_45,1,operational,128,0.00015654041807187008,0.00014769970327092234,-0.0001329510003391377,0.00044603183648287786,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
293,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_unresolved_tab,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
294,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_unresolved_tab,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
295,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,exposure_normalised_unresolved_tab,14,45,capacity_14_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
296,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,displaced_candidates,14,26,capacity_14_minus_26,1,operational,128,0.03125,0.02464686616612797,-0.01705785768561082,0.07955785768561083,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
297,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,displaced_candidates,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
298,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,displaced_candidates,14,45,capacity_14_minus_45,1,operational,128,0.03125,0.02464686616612797,-0.01705785768561082,0.07955785768561083,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
299,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,cross_family_displacement_hours,14,26,capacity_14_minus_26,1,operational,128,0.0234375,0.01741417279470994,-0.01069427867763148,0.05756927867763148,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
300,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,cross_family_displacement_hours,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
301,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,WBTC,cross_family_displacement_hours,14,45,capacity_14_minus_45,1,operational,128,0.0234375,0.01741417279470994,-0.01069427867763148,0.05756927867763148,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,0,
302,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,initial_debt_exposure,14,26,capacity_14_minus_26,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
303,collateral_capacity_contrast,empirical_crypto__joint_crypto_high_correlation,STABLE,initial_debt_exposure,26,45,capacity_26_minus_45,1,operational,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
