cell_order,cell_identifier,anchor,portfolio,shock,capacity,family_order,family,metric_order,metric,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,1,ETH,19,exposure_normalised_unresolved_tab,128,2.2191710404487596e-06,1.4906067217820309e-06,-7.024181342440211e-07,5.14076021514154e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,1,ETH,20,displaced_candidates,128,0.0234375,0.013424675715302162,-0.002874864401992236,0.049749864401992236,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,1,ETH,21,cross_family_displacement_hours,128,0.0234375,0.013424675715302162,-0.002874864401992236,0.049749864401992236,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,1,initial_debt_exposure,128,379014.718300898,6.243011075397667e-12,379014.718300898,379014.718300898,379014.71830089804,379014.718300898,379014.718300898,379014.71830089804,379014.7183008981,379014.7183008981,1.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,2,eligible_liquidation_tab,128,12295.59514768276,3033.1761375169935,6350.569918149452,18240.620377216066,0.0,0.0,0.0,6116.265534150252,29932.452715477004,73297.60372632476,0.390625
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,3,candidate_count,128,8.1640625,2.6138631710811864,3.0408906846808748,13.287234315319125,0.0,0.0,0.0,5.0,17.599999999999994,28.299999999999983,0.390625
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,4,profitability_filtered_count,128,6.7578125,1.8543397868240787,3.1233065178248056,10.392318482175195,0.0,0.0,0.0,5.0,15.299999999999997,27.0,0.390625
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,5,selected_count,128,1.875,0.48259571283554115,0.9291124028423394,2.8208875971576606,0.0,0.0,0.0,2.0,5.0,7.6499999999999915,0.375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,6,rejected_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,7,successful_closure_count,128,1.625,0.32791695222884576,0.9822827736314623,2.2677172263685375,0.0,0.0,0.0,2.0,4.0,7.6499999999999915,0.375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,8,liquidated_debt,128,11217.81748625084,2872.284247435707,5588.1403612768545,16847.494611224825,0.0,0.0,0.0,5276.634300477685,29066.911477996815,73297.60372632477,0.375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,9,terminal_unresolved_tab,128,1.2686132843334699,1.2686132843334699,-1.2178687529601309,3.7550953216270706,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,10,backlog_area,128,27891.57355958921,9085.31535351127,10084.355466707122,45698.7916524713,0.0,0.0,0.0,10247.142776385996,56717.354260157976,140063.87828785132,0.359375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,11,maximum_backlog,128,6629.529294673165,1746.1133492046592,3207.1471302320333,10051.911459114297,0.0,0.0,0.0,2900.331305391289,17972.758840658316,37459.548038267734,0.359375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,12,terminal_active_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,13,realised_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,14,keeper_profit_proxy,128,1408.2076418176553,366.46548273781815,689.9352956515316,2126.4799879837788,0.0,0.0,0.0,642.3238557007917,3770.206541409643,9230.323108130902,0.375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,15,share_system_capacity_consumed,78,0.11855008128592323,0.023113117034994093,0.07324837189733481,0.16385179067451167,0.0531015037593985,0.0,0.0,0.12777777777777777,0.26499999999999985,0.5249999999999986,0.6153846153846154
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,16,share_system_rejections,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,17,contribution_to_system_backlog,74,0.1879635878235771,0.03156254941132221,0.12610099097738559,0.24982618466976864,0.05668453462028658,0.0,0.0,0.3038472546363154,0.5186099949735411,0.9015708368469837,0.6216216216216216
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,18,exposure_normalised_backlog,128,0.07358968455005016,0.023970877421964593,0.02660676480299956,0.12057260429710076,0.0,0.0,0.0,0.02703626609099343,0.14964419987281427,0.3695473329261457,0.359375
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,19,exposure_normalised_unresolved_tab,128,3.3471346179393576e-06,3.347134617939356e-06,-3.21324923322178e-06,9.907518469100496e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,20,displaced_candidates,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,2,WBTC,21,cross_family_displacement_hours,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,1,initial_debt_exposure,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,2,eligible_liquidation_tab,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,3,candidate_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,4,profitability_filtered_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,5,selected_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,6,rejected_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,7,successful_closure_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,8,liquidated_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,9,terminal_unresolved_tab,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,10,backlog_area,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,11,maximum_backlog,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,12,terminal_active_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,13,realised_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,14,keeper_profit_proxy,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,15,share_system_capacity_consumed,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,16,share_system_rejections,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,17,contribution_to_system_backlog,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,18,exposure_normalised_backlog,0,,,,,,,,,,,
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,19,exposure_normalised_unresolved_tab,0,,,,,,,,,,,
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,20,displaced_candidates,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_central,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,26,3,STABLE,21,cross_family_displacement_hours,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,1,initial_debt_exposure,128,2120985.2816991024,4.000865136176992e-11,2120985.2816991024,2120985.2816991024,2120985.281699102,2120985.281699102,2120985.281699102,2120985.281699102,2120985.2816991024,2120985.2816991024,1.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,2,eligible_liquidation_tab,128,94546.68342380226,19451.023094436958,56422.67815870582,132670.6886888987,2063.3265766332042,0.0,0.0,43636.05385029166,329009.06725100876,636662.4784583048,0.6015625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,3,candidate_count,128,101.375,21.348339500051257,59.532254579899536,143.21774542010047,6.0,0.0,0.0,79.25,264.5999999999999,455.099999999999,0.6015625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,4,profitability_filtered_count,128,53.875,9.894454075728124,34.48187001157288,73.26812998842712,5.0,0.0,0.0,62.0,154.2,232.0,0.6015625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,5,selected_count,128,21.171875,4.109941934935137,13.11638880752713,29.22736119247287,2.0,0.0,0.0,20.0,54.499999999999986,103.89999999999995,0.59375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,6,rejected_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,7,successful_closure_count,128,11.984375,1.9099429143041398,8.240886887963885,15.727863112036115,1.5,0.0,0.0,15.25,36.599999999999994,53.599999999999966,0.59375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,8,liquidated_debt,128,89322.62185841065,18997.14447909106,52088.21867939217,126557.02503742914,1507.3566528523097,0.0,0.0,35169.17206255859,327777.45744661475,612165.1158513271,0.59375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,9,terminal_unresolved_tab,128,4.706829114364701,3.161554917701435,-1.4898185243301114,10.903476753059513,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,10,backlog_area,128,172318.85300002104,53981.64486193714,66514.82907062426,278122.87692941783,1954.6664419009774,0.0,0.0,69961.45623678365,321560.7759605107,944451.9431982886,0.5625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,11,maximum_backlog,128,45539.88241361958,11487.280498342061,23024.812636869145,68054.95219037002,572.1451148948393,0.0,0.0,16920.52556259381,98184.83869932762,333749.5070266645,0.5625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,12,terminal_active_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,13,realised_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,14,keeper_profit_proxy,128,11379.779678516403,2443.2940382540773,6590.923363538412,16168.635993494394,113.30533142139092,0.0,0.0,4382.571532995551,41621.428163131866,78881.56217835323,0.59375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,15,share_system_capacity_consumed,78,0.8815519785986674,0.02311381964605879,0.8362488920923922,0.9268550651049426,0.9468984962406015,0.47500000000000003,0.8722222222222222,1.0,1.0,1.0,0.9743589743589743
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,16,share_system_rejections,0,,,,,,,,,,,
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,17,contribution_to_system_backlog,74,0.8120364121764228,0.031562549411322215,0.7501738153302312,0.8738990090226143,0.9433154653797133,0.09842916315301613,0.6961527453636847,1.0,1.0,1.0,0.972972972972973
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,18,exposure_normalised_backlog,128,0.08124471889874596,0.025451211438248605,0.031360344479778694,0.13112909331771322,0.0009215841612701393,0.0,0.0,0.032985356777553,0.15160915011296605,0.44528924898606403,0.5625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,19,exposure_normalised_unresolved_tab,128,2.2191710404487596e-06,1.4906067217820309e-06,-7.024181342440211e-07,5.14076021514154e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,20,displaced_candidates,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,1,ETH,21,cross_family_displacement_hours,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,1,initial_debt_exposure,128,379014.718300898,6.243011075397667e-12,379014.718300898,379014.718300898,379014.71830089804,379014.718300898,379014.718300898,379014.71830089804,379014.7183008981,379014.7183008981,1.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,2,eligible_liquidation_tab,128,12295.59514768276,3033.1761375169935,6350.569918149452,18240.620377216066,0.0,0.0,0.0,6116.265534150252,29932.452715477004,73297.60372632476,0.390625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,3,candidate_count,128,8.1640625,2.6138631710811864,3.0408906846808748,13.287234315319125,0.0,0.0,0.0,5.0,17.599999999999994,28.299999999999983,0.390625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,4,profitability_filtered_count,128,6.7578125,1.8543397868240787,3.1233065178248056,10.392318482175195,0.0,0.0,0.0,5.0,15.299999999999997,27.0,0.390625
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,5,selected_count,128,1.875,0.48259571283554115,0.9291124028423394,2.8208875971576606,0.0,0.0,0.0,2.0,5.0,7.6499999999999915,0.375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,6,rejected_count,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,7,successful_closure_count,128,1.625,0.32791695222884576,0.9822827736314623,2.2677172263685375,0.0,0.0,0.0,2.0,4.0,7.6499999999999915,0.375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,8,liquidated_debt,128,11217.81748625084,2872.284247435707,5588.1403612768545,16847.494611224825,0.0,0.0,0.0,5276.634300477685,29066.911477996815,73297.60372632477,0.375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,9,terminal_unresolved_tab,128,1.2686132843334699,1.2686132843334699,-1.2178687529601309,3.7550953216270706,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,10,backlog_area,128,27891.57355958921,9085.31535351127,10084.355466707122,45698.7916524713,0.0,0.0,0.0,10247.142776385996,56717.354260157976,140063.87828785132,0.359375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,11,maximum_backlog,128,6629.529294673165,1746.1133492046592,3207.1471302320333,10051.911459114297,0.0,0.0,0.0,2900.331305391289,17972.758840658316,37459.548038267734,0.359375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,12,terminal_active_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,13,realised_bad_debt,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,14,keeper_profit_proxy,128,1408.2076418176553,366.46548273781815,689.9352956515316,2126.4799879837788,0.0,0.0,0.0,642.3238557007917,3770.206541409643,9230.323108130902,0.375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,15,share_system_capacity_consumed,78,0.11844802140133258,0.02311381964605879,0.07314493489505736,0.1637511079076078,0.0531015037593985,0.0,0.0,0.12777777777777777,0.26499999999999985,0.5249999999999986,0.6153846153846154
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,16,share_system_rejections,0,,,,,,,,,,,
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,17,contribution_to_system_backlog,74,0.1879635878235771,0.03156254941132221,0.12610099097738559,0.24982618466976864,0.05668453462028658,0.0,0.0,0.3038472546363154,0.5186099949735411,0.9015708368469837,0.6216216216216216
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,18,exposure_normalised_backlog,128,0.07358968455005016,0.023970877421964593,0.02660676480299956,0.12057260429710076,0.0,0.0,0.0,0.02703626609099343,0.14964419987281427,0.3695473329261457,0.359375
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,19,exposure_normalised_unresolved_tab,128,3.3471346179393576e-06,3.347134617939356e-06,-3.21324923322178e-06,9.907518469100496e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,20,displaced_candidates,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,joint_crypto_high_correlation__empirical_crypto__shared_keeper_capacity_high,empirical_crypto__joint_crypto_high_correlation,empirical_crypto,joint_crypto_high_correlation,45,2,WBTC,21,cross_family_displacement_hours,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
