capacity_profile,capacity,confidence_scenario,contrast,metric,paired_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,discordant_positive_count,discordant_negative_count
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,keeper_profit_dai,128,-726.131975463,63.7379740961,-851.058404691,-601.205546235,-543.150243307,-1947.24507938,-892.84632771,-283.766506839,-186.524085335,-133.819787413,-5171.86117407,-33.7505568418,0,0,128
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovered_before_execution_count,128,27.6484375,0.902587449942,25.8793660981,29.4175089019,28,10.35,20.75,34,39.6,44,7,62,1,128,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovered_before_closure_count,128,32.0859375,1.06586875308,29.996834744,34.175040256,32,13,23,41,48,51,8,62,1,128,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,paired_liquidations_avoided,128,31.953125,1.06389494898,29.8678909,34.0383591,32,13,22.75,41,47.3,51,8,62,1,128,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,paired_additional_liquidations,128,0.015625,0.015625,-0.015,0.04625,0,0,0,0,0,0,0,2,0.0078125,1,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,paired_avoided_debt_dai,128,7213.86534133,504.29387039,6225.44935536,8202.28132729,6331.52611658,1378.36536341,3646.43992583,8460.2145719,13304.0433509,16449.2071365,718.728155542,41009.2981633,1,128,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,paired_additional_debt_dai,128,0.354171445056,0.354171445056,-0.340004587254,1.04834747737,0,0,0,0,0,0,0,45.3339449672,0.0078125,1,0
shared_keeper_capacity_low,14,confidence_central,full_week - persistent_trough,closure_time_difference_mean,128,-1.47543523647,0.111404820884,-1.69378868541,-1.25708178754,-1.19128100972,-3.77582605858,-2.00998931624,-0.652264381885,-0.0661616161616,0.0238487750967,-7.83870967742,0.436781609195,0.0625,8,120
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,backlog_area_dai_hours,128,-203359.78925,16139.1455184,-234992.514467,-171727.064034,-162949.4427,-471858.582384,-260909.628169,-92946.8317881,-44558.7466422,-22333.9602973,-1563254.54962,-7313.47366029,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-6.15013569765e-13,4.23059175032e-13,-1.44420955283e-12,2.14182413299e-13,0,-1.05365716152e-12,-1.26565424807e-13,4.50547085461e-14,2.53719758584e-13,5.98108492121e-13,-3.24007487507e-11,1.62409247415e-11,0.3515625,45,49
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,below_peg_burden,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,restricted_mean_recovery_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_arrival_count,128,-344.21875,44.8161062907,-432.05831833,-256.37918167,-130,-1433.7,-396.25,-42.25,-20.4,-9.35,-2411,5,0.0078125,1,124
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_attempts,128,-156.5234375,19.059944694,-193.8809291,-119.1659459,-56,-603.25,-184.75,-32,-21,-15.35,-1110,-2,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_successful_closures,128,-31.9375,1.06515994049,-34.0252134834,-29.8497865166,-32,-51,-41,-22.75,-17,-13,-62,-8,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_capacity_rejected,128,-27.1015625,3.20269248508,-33.3788397708,-20.8242852292,-14,-108,-31.5,-5.75,-2,0,-185,0,0,0,116
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-124.5859375,18.7998337999,-161.433611748,-87.7382632522,-25,-572.4,-139.5,-1,0,2.65,-1063,12,0.0859375,11,99
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,binding_hours,128,-3.390625,0.453447312737,-4.27938173296,-2.50186826704,-1.5,-13.95,-4,-1,0,0,-32,0,0,0,107
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,positive_demand_hours,128,-34.859375,4.53236032928,-43.7428012454,-25.9759487546,-11.5,-139.85,-39.75,-5,-2,-1,-248,1,0.0078125,1,124
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,mean_capacity_utilisation,128,0.0171773894673,0.00884950643182,-0.000167643139096,0.0345224220736,0.00374961931026,-0.130359435173,-0.0469860598702,0.0679837040138,0.14925180223,0.207702156334,-0.189491817399,0.409716060337,0.5390625,69,59
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_capacity_utilisation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_attempts_one_hour,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-7213.51116988,504.309812404,-8201.9584022,-6225.06393757,-6331.52611658,-16449.2071365,-8460.2145719,-3646.43992583,-2267.21955383,-1378.36536341,-41009.2981633,-718.728155542,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,completed_liquidation_count,128,-31.9375,1.06515994049,-34.0252134834,-29.8497865166,-32,-51,-41,-22.75,-17,-13,-62,-8,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,unresolved_vault_count,128,-0.1484375,0.0744813462137,-0.294420938579,-0.0024540614211,0,0,0,0,0,0,-6,0,0,0,4
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.88397505823,1.43082906883,-5.68840003313,-0.0795500833202,0,0,0,0,0,0,-103.595692293,0,0,0,4
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_backlog_duration,128,-100.5,13.1990505728,-126.370139123,-74.6298608773,-35.5,-421.65,-122.75,-13.75,-4.7,-1.35,-666,1,0.0078125,1,123
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,keeper_profit_dai,128,-726.131975463,63.7379740961,-851.058404691,-601.205546235,-543.150243307,-1947.24507938,-892.84632771,-283.766506839,-186.524085335,-133.819787413,-5171.86117407,-33.7505568418,0,0,128
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovered_before_execution_count,128,27.6484375,0.902587449942,25.8793660981,29.4175089019,28,10.35,20.75,34,39.6,44,7,62,1,128,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovered_before_closure_count,128,32.0859375,1.06586875308,29.996834744,34.175040256,32,13,23,41,48,51,8,62,1,128,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,paired_liquidations_avoided,128,31.953125,1.06389494898,29.8678909,34.0383591,32,13,22.75,41,47.3,51,8,62,1,128,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,paired_additional_liquidations,128,0.015625,0.015625,-0.015,0.04625,0,0,0,0,0,0,0,2,0.0078125,1,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,paired_avoided_debt_dai,128,7213.86534133,504.29387039,6225.44935536,8202.28132729,6331.52611658,1378.36536341,3646.43992583,8460.2145719,13304.0433509,16449.2071365,718.728155542,41009.2981633,1,128,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,paired_additional_debt_dai,128,0.354171445056,0.354171445056,-0.340004587254,1.04834747737,0,0,0,0,0,0,0,45.3339449672,0.0078125,1,0
shared_keeper_capacity_low,14,confidence_fragile,full_week - persistent_trough,closure_time_difference_mean,128,-1.47543523647,0.111404820884,-1.69378868541,-1.25708178754,-1.19128100972,-3.77582605858,-2.00998931624,-0.652264381885,-0.0661616161616,0.0238487750967,-7.83870967742,0.436781609195,0.0625,8,120
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,backlog_area_dai_hours,128,-140912.013976,12023.9766994,-164479.008307,-117345.019645,-104328.26875,-378967.706707,-195296.670237,-48214.6570788,-20506.9227396,-12805.619511,-1043193.77458,-445.532924212,0,0,128
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-5.92921709744e-13,4.22085919598e-13,-1.42021011216e-12,2.34366692668e-13,0,-1.05365716152e-12,-1.2224924952e-13,6.84783543428e-14,2.7427536401e-13,5.19419708784e-13,-3.23056392434e-11,1.62036645906e-11,0.4453125,57,42
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,below_peg_burden,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,restricted_mean_recovery_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_arrival_count,128,-304.8515625,42.3629580273,-387.882960234,-221.820164766,-74.5,-1357.1,-334.25,-22,0,0,-2411,56,0.0078125,1,111
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_attempts,128,-159.515625,20.6621682049,-200.013474682,-119.017775318,-48,-721.15,-212.5,-20,-11,-6.35,-1208,2,0.0078125,1,127
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_successful_closures,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_capacity_rejected,128,-2.65625,0.477397273754,-3.59194865656,-1.72055134344,0,-14.65,-2,0,0,0,-30,0,0,0,42
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-133.5078125,20.1931647366,-173.086415384,-93.9292096163,-21.5,-681,-172.5,0,2,3.65,-1161,10,0.1796875,23,89
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,binding_hours,128,-0.4609375,0.0799100932344,-0.61756128274,-0.30431371726,0,-2,-1,0,0,0,-5,0,0,0,38
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,positive_demand_hours,128,-30.8671875,4.25691845251,-39.2107476669,-22.5236273331,-9.5,-125.3,-29.5,-2,0,0,-248,3,0.0078125,1,111
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,mean_capacity_utilisation,128,0.0113873914724,0.00641331359444,-0.00118270317272,0.0239574861175,-0.00158523702225,-0.0917093365645,-0.0360576923077,0.0512416335241,0.102531552492,0.137302599361,-0.138432995576,0.225971290373,0.4921875,63,65
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_capacity_utilisation,128,-0.0207331730769,0.00587895271253,-0.0322559203935,-0.00921042576036,0,-0.153846153846,0,0,0,0,-0.346153846154,0,0,0,14
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_attempts_one_hour,128,-0.5390625,0.152852770526,-0.838653930231,-0.239471069769,0,-4,0,0,0,0,-9,0,0,0,14
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-5579.37531173,430.982234575,-6424.1004915,-4734.65013196,-4380.03778786,-15120.6000979,-6505.93556744,-2636.75010349,-1383.32988894,-884.603264637,-28943.5251513,-49.5036582458,0,0,128
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,completed_liquidation_count,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_backlog_duration,128,-89.4296875,12.3815782424,-113.697580855,-65.1617941449,-30,-397.1,-86.5,-6,0,0,-658,8,0.0078125,1,110
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,keeper_profit_dai,128,-555.12802384,51.7105486804,-656.480699253,-453.775348426,-397.133858075,-1635.95617721,-679.146906439,-194.374289459,-125.00688308,-81.5742076842,-3650.77915143,-3.35729834998,0,0,128
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovered_before_execution_count,128,20.328125,0.930013372964,18.505298789,22.150951211,20,4.35,12,27.25,33,38.3,1,55,1,128,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovered_before_closure_count,128,26.1171875,1.15546145668,23.8524830449,28.3818919551,24.5,6.35,16,34.25,45,48,1,56,1,128,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,paired_liquidations_avoided,128,26.0078125,1.14985107377,23.7541043954,28.2615206046,24,6.35,16,34.25,45,47.65,1,56,1,128,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,paired_avoided_debt_dai,128,5579.37531173,430.982234575,4734.65013196,6424.1004915,4380.03778786,884.603264637,2636.75010349,6505.93556744,10590.2355059,15120.6000979,49.5036582458,28943.5251513,1,128,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,stage1_only,full_week - persistent_trough,closure_time_difference_mean,128,-0.997635399648,0.117361505443,-1.22766395032,-0.767606848979,-0.750469294717,-2.59164540816,-1.30939826303,-0.264148622047,-0.0147368421053,0.0596031554375,-12.7830188679,0.613636363636,0.078125,10,115
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,backlog_area_dai_hours,128,-140912.013976,12023.9766994,-164479.008307,-117345.019645,-104328.26875,-378967.706707,-195296.670237,-48214.6570788,-20506.9227396,-12805.619511,-1043193.77458,-445.532924212,0,0,128
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-5.92921709744e-13,4.22085919598e-13,-1.42021011216e-12,2.34366692668e-13,0,-1.05365716152e-12,-1.2224924952e-13,6.84783543428e-14,2.7427536401e-13,5.19419708784e-13,-3.23056392434e-11,1.62036645906e-11,0.4453125,57,42
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,below_peg_burden,128,-9.10971594363,3.7078619209,-16.3771253086,-1.84230657867,0,-9.2617079414,0,0,0,0,-238.635134914,0,0,0,19
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,restricted_mean_recovery_time,128,-13.375,8.04306812615,-29.1394135273,2.38941352725,0,0,0,0,0,0,-720,0,0,0,4
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_arrival_count,128,-304.8515625,42.3629580273,-387.882960234,-221.820164766,-74.5,-1357.1,-334.25,-22,0,0,-2411,56,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_attempts,128,-159.515625,20.6621682049,-200.013474682,-119.017775318,-48,-721.15,-212.5,-20,-11,-6.35,-1208,2,0.0078125,1,127
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_successful_closures,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
