capacity_profile,capacity,confidence_scenario,contrast,metric,paired_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,discordant_positive_count,discordant_negative_count
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_capacity_rejected,128,-2.65625,0.477397273754,-3.59194865656,-1.72055134344,0,-14.65,-2,0,0,0,-30,0,0,0,42
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-133.5078125,20.1931647366,-173.086415384,-93.9292096163,-21.5,-681,-172.5,0,2,3.65,-1161,10,0.1796875,23,89
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,binding_hours,128,-0.4609375,0.0799100932344,-0.61756128274,-0.30431371726,0,-2,-1,0,0,0,-5,0,0,0,38
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,positive_demand_hours,128,-30.8671875,4.25691845251,-39.2107476669,-22.5236273331,-9.5,-125.3,-29.5,-2,0,0,-248,3,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,mean_capacity_utilisation,128,0.0113873914724,0.00641331359444,-0.00118270317272,0.0239574861175,-0.00158523702225,-0.0917093365645,-0.0360576923077,0.0512416335241,0.102531552492,0.137302599361,-0.138432995576,0.225971290373,0.4921875,63,65
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_capacity_utilisation,128,-0.0207331730769,0.00587895271253,-0.0322559203935,-0.00921042576036,0,-0.153846153846,0,0,0,0,-0.346153846154,0,0,0,14
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_attempts_one_hour,128,-0.5390625,0.152852770526,-0.838653930231,-0.239471069769,0,-4,0,0,0,0,-9,0,0,0,14
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-5579.37531173,430.982234575,-6424.1004915,-4734.65013196,-4380.03778786,-15120.6000979,-6505.93556744,-2636.75010349,-1383.32988894,-884.603264637,-28943.5251513,-49.5036582458,0,0,128
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,completed_liquidation_count,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_backlog_duration,128,-89.4296875,12.3815782424,-113.697580855,-65.1617941449,-30,-397.1,-86.5,-6,0,0,-658,8,0.0078125,1,110
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,keeper_profit_dai,128,-555.12802384,51.7105486804,-656.480699253,-453.775348426,-397.133858075,-1635.95617721,-679.146906439,-194.374289459,-125.00688308,-81.5742076842,-3650.77915143,-3.35729834998,0,0,128
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovered_before_execution_count,128,20.328125,0.930013372964,18.505298789,22.150951211,20,4.35,12,27.25,33,38.3,1,55,1,128,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovered_before_closure_count,128,26.1171875,1.15546145668,23.8524830449,28.3818919551,24.5,6.35,16,34.25,45,48,1,56,1,128,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,minimum_dai_price,128,0.015496713395,0.00765215228312,0.000498494920057,0.0304949318699,0,0,0,0,0,0,0,0.497044511673,0.0390625,5,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_negative_peg_deviation,128,-0.015496713395,0.00765215228312,-0.0304949318699,-0.000498494920057,0,0,0,0,0,0,-0.497044511673,0,0,0,5
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,mean_absolute_peg_deviation,128,-0.0126441719947,0.00514650075051,-0.0227313134657,-0.00255703052369,0,-0.0128634832519,0,0,0,0,-0.331028113571,3.53477780066e-06,0.0078125,1,18
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,hours_below_0995,128,-23.1640625,9.6520148119,-42.0820115313,-4.24611346868,0,-12.1,0,0,0,0,-635,0,0,0,11
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,first_return_time,128,-3.4921875,10.160589222,-23.4069423751,16.4225673751,0,0,0,0,0,0,-720,622,0.015625,2,5
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,failed_recovery_attempts,128,-0.015625,0.015625,-0.04625,0.015,0,0,0,0,0,0,-1,1,0.0078125,1,3
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovery_probability_168h,128,0.015625,0.0110049592883,-0.00594472020506,0.0371947202051,0,0,0,0,0,0,0,1,0.015625,2,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovery_probability_336h,128,0.015625,0.0110049592883,-0.00594472020506,0.0371947202051,0,0,0,0,0,0,0,1,0.015625,2,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovery_probability_720h,128,0.0234375,0.0134246757153,-0.00287486440199,0.049749864402,0,0,0,0,0,0,0,1,0.0234375,3,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,final_dai_price,128,0.0156078896608,0.00771122438282,0.000493889870516,0.0307218894512,0,0,0,0,0,0,0,0.500001861246,0.03125,4,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,final_peg_band_status,128,0.03125,0.0154393498445,0.000988874304705,0.0615111256953,0,0,0,0,0,0,0,1,0.03125,4,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,mean_confidence_loss,128,-0.00817276869559,0.00318918750681,-0.0144235762089,-0.00192196118223,0,-0.0252441705956,0,0,0,0,-0.208603433416,0,0,0,19
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,confidence_at_horizon,128,0.00690767034909,0.00344154226762,0.000162247504547,0.0136530931936,0,0,0,0,0,0,0,0.246875966694,0.03125,4,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,hours_at_confidence_floor,128,-26.296875,10.2408036776,-46.368850208,-6.22489979197,0,-68.5,0,0,0,0,-655,0,0,0,19
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,hours_recovery_gate_closed,128,-26.1796875,10.144068231,-46.0620612327,-6.29731376727,0,-68.5,0,0,0,0,-655,0,0,0,21
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,recovery_gate_reopenings,128,0.09375,0.0302497397008,0.0344605101864,0.153039489814,0,0,0,0,0,1,-1,2,0.09375,12,1
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,cumulative_panic_contribution,128,-1.56708966778,0.637724488979,-2.81702966618,-0.317149669382,0,-1.59713658815,0,0,0,0,-41.0278672536,0,0,0,19
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,maximum_panic_contribution,128,-0.00267512574314,0.00132001696922,-0.00526235900281,-8.78924834698e-05,0,0,0,0,0,0,-0.0856801163839,0,0,0,5
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,paired_liquidations_avoided,128,26.0078125,1.14985107377,23.7541043954,28.2615206046,24,6.35,16,34.25,45,47.65,1,56,1,128,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,paired_avoided_debt_dai,128,5579.37531173,430.982234575,4734.65013196,6424.1004915,4380.03778786,884.603264637,2636.75010349,6505.93556744,10590.2355059,15120.6000979,49.5036582458,28943.5251513,1,128,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_resilient,full_week - persistent_trough,closure_time_difference_mean,128,-0.997635399648,0.117361505443,-1.22766395032,-0.767606848979,-0.750469294717,-2.59164540816,-1.30939826303,-0.264148622047,-0.0147368421053,0.0596031554375,-12.7830188679,0.613636363636,0.078125,10,115
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,backlog_area_dai_hours,128,-140912.013976,12023.9766994,-164479.008307,-117345.019645,-104328.26875,-378967.706707,-195296.670237,-48214.6570788,-20506.9227396,-12805.619511,-1043193.77458,-445.532924212,0,0,128
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-5.92921709744e-13,4.22085919598e-13,-1.42021011216e-12,2.34366692668e-13,0,-1.05365716152e-12,-1.2224924952e-13,6.84783543428e-14,2.7427536401e-13,5.19419708784e-13,-3.23056392434e-11,1.62036645906e-11,0.4453125,57,42
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,below_peg_burden,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,restricted_mean_recovery_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_arrival_count,128,-304.8515625,42.3629580273,-387.882960234,-221.820164766,-74.5,-1357.1,-334.25,-22,0,0,-2411,56,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_attempts,128,-159.515625,20.6621682049,-200.013474682,-119.017775318,-48,-721.15,-212.5,-20,-11,-6.35,-1208,2,0.0078125,1,127
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_successful_closures,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_capacity_rejected,128,-2.65625,0.477397273754,-3.59194865656,-1.72055134344,0,-14.65,-2,0,0,0,-30,0,0,0,42
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-133.5078125,20.1931647366,-173.086415384,-93.9292096163,-21.5,-681,-172.5,0,2,3.65,-1161,10,0.1796875,23,89
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,binding_hours,128,-0.4609375,0.0799100932344,-0.61756128274,-0.30431371726,0,-2,-1,0,0,0,-5,0,0,0,38
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,positive_demand_hours,128,-30.8671875,4.25691845251,-39.2107476669,-22.5236273331,-9.5,-125.3,-29.5,-2,0,0,-248,3,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,mean_capacity_utilisation,128,0.0113873914724,0.00641331359444,-0.00118270317272,0.0239574861175,-0.00158523702225,-0.0917093365645,-0.0360576923077,0.0512416335241,0.102531552492,0.137302599361,-0.138432995576,0.225971290373,0.4921875,63,65
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_capacity_utilisation,128,-0.0207331730769,0.00587895271253,-0.0322559203935,-0.00921042576036,0,-0.153846153846,0,0,0,0,-0.346153846154,0,0,0,14
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_attempts_one_hour,128,-0.5390625,0.152852770526,-0.838653930231,-0.239471069769,0,-4,0,0,0,0,-9,0,0,0,14
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-5579.37531173,430.982234575,-6424.1004915,-4734.65013196,-4380.03778786,-15120.6000979,-6505.93556744,-2636.75010349,-1383.32988894,-884.603264637,-28943.5251513,-49.5036582458,0,0,128
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,completed_liquidation_count,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_backlog_duration,128,-89.4296875,12.3815782424,-113.697580855,-65.1617941449,-30,-397.1,-86.5,-6,0,0,-658,8,0.0078125,1,110
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,keeper_profit_dai,128,-555.12802384,51.7105486804,-656.480699253,-453.775348426,-397.133858075,-1635.95617721,-679.146906439,-194.374289459,-125.00688308,-81.5742076842,-3650.77915143,-3.35729834998,0,0,128
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovered_before_execution_count,128,20.328125,0.930013372964,18.505298789,22.150951211,20,4.35,12,27.25,33,38.3,1,55,1,128,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovered_before_closure_count,128,26.1171875,1.15546145668,23.8524830449,28.3818919551,24.5,6.35,16,34.25,45,48,1,56,1,128,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,hours_recovery_gate_closed,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,first_recovery_gate_open,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,recovery_gate_reopenings,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,cumulative_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,maximum_panic_contribution,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,paired_liquidations_avoided,128,26.0078125,1.14985107377,23.7541043954,28.2615206046,24,6.35,16,34.25,45,47.65,1,56,1,128,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,paired_avoided_debt_dai,128,5579.37531173,430.982234575,4734.65013196,6424.1004915,4380.03778786,884.603264637,2636.75010349,6505.93556744,10590.2355059,15120.6000979,49.5036582458,28943.5251513,1,128,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_central,full_week - persistent_trough,closure_time_difference_mean,128,-0.997635399648,0.117361505443,-1.22766395032,-0.767606848979,-0.750469294717,-2.59164540816,-1.30939826303,-0.264148622047,-0.0147368421053,0.0596031554375,-12.7830188679,0.613636363636,0.078125,10,115
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,backlog_area_dai_hours,128,-140912.013976,12023.9766994,-164479.008307,-117345.019645,-104328.26875,-378967.706707,-195296.670237,-48214.6570788,-20506.9227396,-12805.619511,-1043193.77458,-445.532924212,0,0,128
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_unresolved_tab_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_realised_bad_debt_dai,128,-5.92921709744e-13,4.22085919598e-13,-1.42021011216e-12,2.34366692668e-13,0,-1.05365716152e-12,-1.2224924952e-13,6.84783543428e-14,2.7427536401e-13,5.19419708784e-13,-3.23056392434e-11,1.62036645906e-11,0.4453125,57,42
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,below_peg_burden,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,restricted_mean_recovery_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,unsafe_vault_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,peak_unsafe_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,newly_unsafe_count,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_arrival_count,128,-304.8515625,42.3629580273,-387.882960234,-221.820164766,-74.5,-1357.1,-334.25,-22,0,0,-2411,56,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_attempts,128,-159.515625,20.6621682049,-200.013474682,-119.017775318,-48,-721.15,-212.5,-20,-11,-6.35,-1208,2,0.0078125,1,127
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_successful_closures,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_capacity_rejected,128,-2.65625,0.477397273754,-3.59194865656,-1.72055134344,0,-14.65,-2,0,0,0,-30,0,0,0,42
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_unprofitable_attempts,128,-133.5078125,20.1931647366,-173.086415384,-93.9292096163,-21.5,-681,-172.5,0,2,3.65,-1161,10,0.1796875,23,89
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,binding_hours,128,-0.4609375,0.0799100932344,-0.61756128274,-0.30431371726,0,-2,-1,0,0,0,-5,0,0,0,38
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,positive_demand_hours,128,-30.8671875,4.25691845251,-39.2107476669,-22.5236273331,-9.5,-125.3,-29.5,-2,0,0,-248,3,0.0078125,1,111
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,mean_capacity_utilisation,128,0.0113873914724,0.00641331359444,-0.00118270317272,0.0239574861175,-0.00158523702225,-0.0917093365645,-0.0360576923077,0.0512416335241,0.102531552492,0.137302599361,-0.138432995576,0.225971290373,0.4921875,63,65
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_capacity_utilisation,128,-0.0207331730769,0.00587895271253,-0.0322559203935,-0.00921042576036,0,-0.153846153846,0,0,0,0,-0.346153846154,0,0,0,14
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_attempts_one_hour,128,-0.5390625,0.152852770526,-0.838653930231,-0.239471069769,0,-4,0,0,0,0,-9,0,0,0,14
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,cumulative_debt_repaid_dai,128,-5579.37531173,430.982234575,-6424.1004915,-4734.65013196,-4380.03778786,-15120.6000979,-6505.93556744,-2636.75010349,-1383.32988894,-884.603264637,-28943.5251513,-49.5036582458,0,0,128
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,completed_liquidation_count,128,-26.0078125,1.14985107377,-28.2615206046,-23.7541043954,-24,-47.65,-34.25,-16,-10,-6.35,-56,-1,0,0,128
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,unresolved_vault_count,128,-0.109375,0.0639443107475,-0.234705849065,0.015955849065,0,0,0,0,0,0,-6,0,0,0,3
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,unresolved_tab_at_horizon_dai,128,-2.07463371219,1.1910838435,-4.40915804546,0.259890621082,0,0,0,0,0,0,-95.1272484843,0,0,0,3
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_backlog_duration,128,-89.4296875,12.3815782424,-113.697580855,-65.1617941449,-30,-397.1,-86.5,-6,0,0,-658,8,0.0078125,1,110
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,active_bad_debt_at_horizon_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_active_bad_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,keeper_profit_dai,128,-555.12802384,51.7105486804,-656.480699253,-453.775348426,-397.133858075,-1635.95617721,-679.146906439,-194.374289459,-125.00688308,-81.5742076842,-3650.77915143,-3.35729834998,0,0,128
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,recovered_before_execution_count,128,20.328125,0.930013372964,18.505298789,22.150951211,20,4.35,12,27.25,33,38.3,1,55,1,128,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,recovered_before_closure_count,128,26.1171875,1.15546145668,23.8524830449,28.3818919551,24.5,6.35,16,34.25,45,48,1,56,1,128,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,minimum_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,maximum_negative_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,mean_absolute_peg_deviation,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,hours_below_0995,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,hours_above_1005,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,first_return_time,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,failed_recovery_attempts,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,recovery_probability_168h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,recovery_probability_336h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,recovery_probability_720h,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,final_dai_price,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,final_peg_band_status,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,minimum_confidence,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,mean_confidence_loss,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,confidence_at_horizon,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shared_keeper_capacity_central,26,confidence_fragile,full_week - persistent_trough,hours_at_confidence_floor,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
