record_type,recovery_path,capacity_profile,capacity,confidence_scenario,metric,replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_resilient,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_resilient,closure_time_difference_mean,128,-0.818247548989,0.102136404194,-1.01843490121,-0.618060196768,-0.500342090859,-2.39407210669,-1.21395761562,-0.206762802208,0.030366547293,0.12045,-10.3490566038,1.25510204082,0.125
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_central,paired_liquidations_avoided,128,24.28125,1.21227205321,21.9051967757,26.6573032243,22,5,14,34.25,44,47,0,56,0.9921875
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_central,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_central,paired_avoided_debt_dai,128,5237.86042989,431.753625399,4391.62332411,6084.09753567,3907.34055828,500.734187684,2325.91369852,6328.47320259,9635.08836408,15120.6000979,0,28943.5251513,0.9921875
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_central,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_central,closure_time_difference_mean,128,-0.818247548989,0.102136404194,-1.01843490121,-0.618060196768,-0.500342090859,-2.39407210669,-1.21395761562,-0.206762802208,0.030366547293,0.12045,-10.3490566038,1.25510204082,0.125
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_fragile,paired_liquidations_avoided,128,24.28125,1.21227205321,21.9051967757,26.6573032243,22,5,14,34.25,44,47,0,56,0.9921875
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_fragile,paired_additional_liquidations,128,0,0,0,0,0,0,0,0,0,0,0,0,0
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_fragile,paired_avoided_debt_dai,128,5237.86042989,431.753625399,4391.62332411,6084.09753567,3907.34055828,500.734187684,2325.91369852,6328.47320259,9635.08836408,15120.6000979,0,28943.5251513,0.9921875
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_fragile,paired_additional_debt_dai,128,0,0,0,0,0,0,0,0,0,0,0,0,0
paired_recovery,full_week - persistent_trough,shared_keeper_capacity_high,45,confidence_fragile,closure_time_difference_mean,128,-0.818247548989,0.102136404194,-1.01843490121,-0.618060196768,-0.500342090859,-2.39407210669,-1.21395761562,-0.206762802208,0.030366547293,0.12045,-10.3490566038,1.25510204082,0.125
