contrast_type,shock,portfolio,left_portfolio,right_portfolio,contrast,metric,direction_multiplier,operationality,reversal_flag,pair_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,paired_probability_difference,discordant_left_one_right_zero,discordant_left_zero_right_one,empirical_discordant_left_one_right_zero,empirical_discordant_left_zero_right_one,high_correlation_discordant_left_one_right_zero,high_correlation_discordant_left_zero_right_one
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",unresolved_tab_share,-1,operational,,128,0.0148107323356,0.00494827755995,0.00511210831806,0.0245093563531,0.00110641862908,-0.0391702927607,-0,0.0107952425327,0.0547866055566,0.135701564112,-0.128555036968,0.259833889105,0.6953125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",backlog_area_share,-1,operational,,128,0.0717989390479,0.0188218169118,0.0349081779009,0.108689700195,0.00274498984594,-0.0718139839309,-0,0.0502383220286,0.227127969488,0.566187593382,-0.350289916523,1.20210044782,0.6796875,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",liquidated_debt_share,-1,operational,,128,0.0222804597828,0.00559072685446,0.0113226351481,0.0332382844175,0.00250103321407,-0.0322814165297,-0,0.0242916833547,0.0904070230495,0.144792816043,-0.146289215436,0.324446108148,0.7265625,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",debt_weighted_liquidated_vault_share,-1,operational,,128,0.0222804597828,0.00559072685446,0.0113226351481,0.0332382844175,0.00250103321407,-0.0322814165297,-0,0.0242916833547,0.0904070230495,0.144792816043,-0.146289215436,0.324446108148,0.7265625,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",successful_closure_count,-1,operational,,128,6.6015625,0.975041630682,4.69048090386,8.51264409614,3.5,-4,-0,10,18.3,26.65,-12,69,0.7265625,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",capacity_rejected_opportunities,-1,operational,,128,0.28125,0.130742833395,0.0249940465451,0.537505953455,0,0,-0,0,0,0.65,-0,11,0.0546875,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",below_peg_burden,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",mean_absolute_peg_deviation,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",restricted_mean_recovery_time,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,empirical_crypto,empirical_crypto,eth_only,"advantage(empirical_crypto, joint_crypto_empirical_stress)",recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",realised_bad_debt_share,-1,degenerate,,128,3.1752541131e-21,1.30311227704e-21,6.21154050094e-22,5.72935417611e-21,0,0,-0,0,0,1.75217814132e-20,-0,1.38439703663e-19,0.0859375,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",positive_realised_bad_debt,-1,degenerate,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",active_bad_debt_share,-1,degenerate,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",unresolved_tab_share,-1,operational,,128,0.0421074512217,0.006568490978,0.0292332089048,0.0549816935386,0.00598465522901,-0.00128378935082,0.000547226257688,0.047691393154,0.153212378563,0.19882336285,-0.0111536525489,0.439646247322,0.828125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",backlog_area_share,-1,operational,,128,0.151999693826,0.0252189415864,0.102570568316,0.201428819335,0.0254562222171,-0.000776935529979,0.00124861255063,0.143095267627,0.515853907866,0.841117428345,-0.194262511288,1.29546015995,0.828125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",liquidated_debt_share,-1,operational,,128,0.0629872074332,0.0084585826536,0.0464083854321,0.0795660294343,0.011097746411,-0.000484898700307,0.000963976611856,0.109580042104,0.184453094875,0.260245829565,-0.0202525680751,0.479046795472,0.84375,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",debt_weighted_liquidated_vault_share,-1,operational,,128,0.0629872074332,0.0084585826536,0.0464083854321,0.0795660294343,0.011097746411,-0.000484898700307,0.000963976611856,0.109580042104,0.184453094875,0.260245829565,-0.0202525680751,0.479046795472,0.84375,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",successful_closure_count,-1,operational,,128,16.0078125,1.5535668294,12.9628215144,19.0528034856,11.5,-2.3,1.75,27,42,50,-7,89,0.828125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",capacity_rejected_opportunities,-1,operational,,128,0.40625,0.172349693445,0.0684446008471,0.744055399153,0,0,-0,0,0,1.65,-0,14,0.078125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",below_peg_burden,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",mean_absolute_peg_deviation,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",restricted_mean_recovery_time,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,balanced_crypto,balanced_crypto,eth_only,"advantage(balanced_crypto, joint_crypto_empirical_stress)",recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",realised_bad_debt_share,-1,degenerate,,128,2.78896325128e-21,1.34196901682e-21,1.58703978301e-22,5.41922252425e-21,0,0,-0,0,0,1.75217814132e-20,-3.34822313381e-20,1.38439703663e-19,0.0859375,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",positive_realised_bad_debt,-1,degenerate,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",active_bad_debt_share,-1,degenerate,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",unresolved_tab_share,-1,operational,,128,0.04381864147,0.00667112304677,0.0307432402983,0.0568940426416,0.00672400823911,0,0.000609933053706,0.0586211206184,0.159089961846,0.205034967026,-0.0315203295613,0.440220434819,0.8515625,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",backlog_area_share,-1,operational,,128,0.163721469862,0.0261487075137,0.112470003135,0.214972936589,0.0330464109132,0,0.00200727111986,0.18627320488,0.505504768375,0.841222374035,-0.652490628246,1.35916813246,0.8671875,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",liquidated_debt_share,-1,operational,,128,0.0663496918391,0.0086148016516,0.0494646806019,0.0832347030762,0.0193531701804,0,0.00112054800144,0.116780636765,0.179663868457,0.251107339344,-0.0015938129005,0.565260815968,0.8828125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",debt_weighted_liquidated_vault_share,-1,operational,,128,0.0663496918391,0.0086148016516,0.0494646806019,0.0832347030762,0.0193531701804,0,0.00112054800144,0.116780636765,0.179663868457,0.251107339344,-0.0015938129005,0.565260815968,0.8828125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",successful_closure_count,-1,operational,,128,18.5,1.65901705791,15.2483265665,21.7516734335,14,0,3,27,43,51,-1,104,0.890625,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",capacity_rejected_opportunities,-1,operational,,128,0.4765625,0.196538964172,0.0913461302232,0.861778869777,0,0,-0,0,0,1.65,-0,14,0.078125,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",below_peg_burden,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",mean_absolute_peg_deviation,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",restricted_mean_recovery_time,-1,operational,,128,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,,,,,,,
direction_normalised_advantage,joint_crypto_empirical_stress,stable_supported,stable_supported,eth_only,"advantage(stable_supported, joint_crypto_empirical_stress)",recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,realised_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,positive_realised_bad_debt,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,active_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,unresolved_tab_share,1,operational,,128,-0.00957138320237,0.00346843328051,-0.0163695124322,-0.00277325397257,0,-0.0794355452159,-0.00226968121918,0,0.000916345778266,0.00927100937869,-0.220852123682,0.120045569196,0.140625,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,backlog_area_share,1,operational,,128,-0.0187291091636,0.00993815181694,-0.0382078867248,0.000749668397637,0,-0.156738621668,-0.00624417061133,0,0.0143446120824,0.0563971223291,-0.73637793745,0.338668216354,0.1875,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,liquidated_debt_share,1,operational,,128,-0.0107901606464,0.00409262573267,-0.0188117070825,-0.0027686142104,0,-0.0773273199726,-0.00324433558365,0,0.000184242426511,0.0063769165943,-0.320265588077,0.146289215436,0.125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,debt_weighted_liquidated_vault_share,1,operational,,128,-0.0107901606464,0.00409262573267,-0.0188117070825,-0.0027686142104,0,-0.0773273199726,-0.00324433558365,0,0.000184242426511,0.0063769165943,-0.320265588077,0.146289215436,0.125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,successful_closure_count,1,operational,,128,-4.1171875,0.837323043192,-5.75834066466,-2.47603433534,0,-21.95,-5,0,1,2.65,-69,6,0.109375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,capacity_rejected_opportunities,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,below_peg_burden,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,mean_absolute_peg_deviation,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,restricted_mean_recovery_time,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,empirical_crypto,empirical_crypto,eth_only,empirical_crypto - eth_only,recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,realised_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,positive_realised_bad_debt,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,active_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,unresolved_tab_share,1,operational,,128,-0.0246935697948,0.00550190907791,-0.0354773115875,-0.0139098280021,-9.31944326071e-05,-0.168714700873,-0.00900437886801,0,0,0.00366193717648,-0.4315947963,0.0234698698696,0.0703125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,backlog_area_share,1,operational,,128,-0.0669232920239,0.0149938410482,-0.0963112204784,-0.0375353635694,-0.000213174060593,-0.450583282298,-0.0336820063887,0,0,0.0125622412223,-1.14668180575,0.069805956329,0.0703125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,liquidated_debt_share,1,operational,,128,-0.0356340868844,0.00722989686193,-0.0498046847338,-0.021463489035,-0.000332483913173,-0.24588534215,-0.0181062671514,0,0,0.00159861714,-0.437211202182,0.0234698698696,0.078125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,debt_weighted_liquidated_vault_share,1,operational,,128,-0.0356340868844,0.00722989686193,-0.0498046847338,-0.021463489035,-0.000332483913173,-0.24588534215,-0.0181062671514,0,0,0.00159861714,-0.437211202182,0.0234698698696,0.078125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,successful_closure_count,1,operational,,128,-9.0703125,1.41626447676,-11.8461908744,-6.29443412555,-1,-42,-12,0,0,1,-89,13,0.0625,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,capacity_rejected_opportunities,1,operational,,128,-0.015625,0.015625,-0.04625,0.015,0,0,0,0,0,0,-2,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,below_peg_burden,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,mean_absolute_peg_deviation,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,restricted_mean_recovery_time,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,eth_only,balanced_crypto - eth_only,recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,realised_bad_debt_share,1,degenerate,,128,5.70792303385e-23,5.70792303385e-23,-5.4796061125e-23,1.68954521802e-22,0,0,0,0,0,0,0,7.30614148333e-21,0.0078125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,positive_realised_bad_debt,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,active_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,unresolved_tab_share,1,operational,,128,-0.0223959941871,0.00438851096788,-0.0309974756842,-0.0137945126901,-0.000287641049826,-0.153463243736,-0.00943197420096,0,0,0,-0.220852123682,0.0230108617898,0.03125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,backlog_area_share,1,operational,,128,-0.0677912079588,0.0166467305866,-0.100418799909,-0.0351636160091,-0.000657696904316,-0.426082406003,-0.0411483911581,0,0,0,-1.16284506995,0.845188675779,0.0234375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,liquidated_debt_share,1,operational,,128,-0.0398083328764,0.00799607835687,-0.0554806464559,-0.024136019297,-0.000550780787509,-0.241416545147,-0.02595239363,0,0,0,-0.565260815968,0.00262501458994,0.0234375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,debt_weighted_liquidated_vault_share,1,operational,,128,-0.0398083328764,0.00799607835687,-0.0554806464559,-0.024136019297,-0.000550780787509,-0.241416545147,-0.02595239363,0,0,0,-0.565260815968,0.00262501458994,0.0234375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,successful_closure_count,1,operational,,128,-10.9375,1.64309841207,-14.1579728876,-7.71702711235,-2.5,-49.95,-14,0,0,0,-104,4,0.0078125,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,capacity_rejected_opportunities,1,operational,,128,-0.015625,0.015625,-0.04625,0.015,0,0,0,0,0,0,-2,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,below_peg_burden,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,mean_absolute_peg_deviation,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,restricted_mean_recovery_time,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,eth_only,stable_supported - eth_only,recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,realised_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,positive_realised_bad_debt,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,active_bad_debt_share,1,degenerate,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,unresolved_tab_share,1,operational,,128,-0.0151221865924,0.0045431878119,-0.0240268347037,-0.00621753848107,0,-0.117119074114,-0.00118523576545,0,0,0.00248507834055,-0.413762346968,0.0529771167446,0.09375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,backlog_area_share,1,operational,,128,-0.0481941828603,0.0130895676348,-0.0738497354245,-0.0225386302962,0,-0.344730063008,-0.00597957593947,0,0,0.00297742476067,-1.00216295369,0.129412970969,0.0625,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,liquidated_debt_share,1,operational,,128,-0.024843926238,0.00574263141301,-0.0360994838075,-0.0135883686685,0,-0.197992954279,-0.00333210344414,0,0,0.00177300282572,-0.337556573142,0.0199434118152,0.0859375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,debt_weighted_liquidated_vault_share,1,operational,,128,-0.024843926238,0.00574263141301,-0.0360994838075,-0.0135883686685,0,-0.197992954279,-0.00333210344414,0,0,0.00177300282572,-0.337556573142,0.0199434118152,0.0859375,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,successful_closure_count,1,operational,,128,-4.953125,0.83247769701,-6.58478128614,-3.32146871386,0,-28,-5.25,0,0,1,-38,8,0.0625,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,capacity_rejected_opportunities,1,operational,,128,-0.015625,0.015625,-0.04625,0.015,0,0,0,0,0,0,-2,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,below_peg_burden,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,mean_absolute_peg_deviation,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,minimum_dai_price,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,restricted_mean_recovery_time,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,balanced_crypto,balanced_crypto,empirical_crypto,balanced_crypto - empirical_crypto,recovery_probability_720h,1,operational,,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
raw_portfolio_contrast,joint_crypto_high_correlation,stable_supported,stable_supported,empirical_crypto,stable_supported - empirical_crypto,realised_bad_debt_share,1,degenerate,,128,5.70792303385e-23,5.70792303385e-23,-5.4796061125e-23,1.68954521802e-22,0,0,0,0,0,0,0,7.30614148333e-21,0.0078125,,,,,,,
