cell_order,cell_identifier,shock,portfolio,metric,operationality,valid_replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,censoring_count,numerical_failure_count
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,recovery_probability_720h,operational,128,0.984375,0.0110049592883,0.962805279795,1.00594472021,1,1,1,1,1,1,0,1,0.984375,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,positive_demand_hours,diagnostic,128,4.1796875,0.715446971697,2.77741143547,5.58196356453,0,0,0,4,12,23,0,41,0.46875,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,binding_hours,diagnostic,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,mean_capacity_utilisation,diagnostic,128,0.000606386885684,0.000112663704619,0.000385566024631,0.000827207746737,0,0,0,0.000480769230769,0.00202457264957,0.00329326923077,0,0.00699786324786,0.46875,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,maximum_capacity_utilisation,diagnostic,128,0.0949519230769,0.0131001496964,0.0692756296719,0.120628216482,0,0,0,0.153846153846,0.346153846154,0.371153846154,0,0.846153846154,0.46875,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,maximum_simultaneously_unsafe_families,diagnostic,128,0.609375,0.0619904176857,0.487873781336,0.730876218664,0,0,0,1,2,2,0,2,0.484375,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,maximum_backlog_duration,diagnostic,128,8.359375,1.49810142211,5.42309621266,11.2956537873,0,0,0,7,29.3,39.3,0,97,0.4609375,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,hours_one_unsafe_family,diagnostic,128,11.390625,1.95926888001,7.55045799518,15.2307920048,0,0,0,11,37.6,56.45,0,117,0.484375,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,hours_at_least_two_unsafe_families,diagnostic,128,0.875,0.261544473868,0.362372831218,1.38762716878,0,0,0,0,2.3,6.65,0,17,0.125,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,hours_all_applicable_volatile_families_unsafe,diagnostic,128,0.875,0.261544473868,0.362372831218,1.38762716878,0,0,0,0,2.3,6.65,0,17,0.125,0,0
4,joint_crypto_empirical_stress__stable_supported,joint_crypto_empirical_stress,stable_supported,hours_eth_wbtc_simultaneously_unsafe,diagnostic,128,0.875,0.261544473868,0.362372831218,1.38762716878,0,0,0,0,2.3,6.65,0,17,0.125,0,0
