cell_order,cell_identifier,shock,portfolio,family,metric,applicable_replication_count,not_applicable_replication_count,invalid_replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,unsafe_vault_count,128,0,0,1.3671875,0.192077039987,0.990716501626,1.74365849837,0,0,0,2,5,6,0,9,0.4296875
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,liquidation_arrivals,128,0,0,1.3125,0.1933153303,0.933601952611,1.69139804739,0,0,0,2,5,6,0,9,0.375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,selected_attempts,128,0,0,1.3125,0.1933153303,0.933601952611,1.69139804739,0,0,0,2,5,6,0,9,0.375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,capacity_rejections,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,successful_closures,128,0,0,1.1875,0.176341176785,0.841871293501,1.5331287065,0,0,0,2,5,5,0,8,0.359375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,liquidated_debt,128,0,0,7871.95169453,1780.25327121,4382.65528296,11361.2481061,0,0,0,4516.83394377,23406.0822599,45541.6913323,0,117954.218326,0.359375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,backlog_area,128,0,0,21131.369347,5158.94202062,11019.8429866,31242.8957075,0,0,0,7098.20820451,50716.4890396,175472.247199,0,357726.58028,0.390625
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,active_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,keeper_profit_proxy,128,0,0,973.214183815,227.334504345,527.638555299,1418.78981233,0,0,0,414.369340684,2910.33044307,5814.67768863,0,15153.7600244,0.359375
2,joint_crypto_empirical_stress__empirical_crypto,joint_crypto_empirical_stress,empirical_crypto,WBTC,exposure_normalised_liquidated_debt,128,0,0,0.0207695145186,0.00469705577447,0.0115632852007,0.0299757438366,0,0,0,0.0119173048583,0.0617550747498,0.120158107676,0,0.311212764653,0.359375
