cell_order,cell_identifier,shock,portfolio,metric,valid_replication_count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,minimum,maximum,positive_share,censoring_count,numerical_failure_count
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,positive_realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,active_bad_debt_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,unresolved_tab_share,128,1.48707441687e-05,1.34327696744e-05,-1.14574843931e-05,4.11989727304e-05,0,0,0,0,0,0,0,0.00171000070557,0.015625,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,backlog_area_share,128,0.0344592503606,0.00903926148558,0.0167422978488,0.0521762028723,0,0,0,0.00605850557156,0.0789986930411,0.247666575286,0,0.669393624455,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,liquidated_debt_share,128,0.0216228816137,0.00502227680601,0.0117792190739,0.0314665441534,0,0,0,0.00602579200176,0.0712862620927,0.142460469719,0,0.31856182199,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,debt_weighted_liquidated_vault_share,128,0.0216228816137,0.00502227680601,0.0117792190739,0.0314665441534,0,0,0,0.00602579200176,0.0712862620927,0.142460469719,0,0.31856182199,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,successful_closure_count,128,8.75,1.77575258527,5.26952493287,12.2304750671,0,0,0,6.25,28,44.05,0,117,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,capacity_rejected_opportunities,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,below_peg_burden,128,0.26560363519,0.00454375447907,0.256697876411,0.274509393969,0.254728497773,0.189281453855,0.232235770874,0.299472255215,0.332279117942,0.348203949937,0.155835511292,0.423072833411,1,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,mean_absolute_peg_deviation,128,0.000614587264255,6.67212632206e-06,0.000601509896664,0.000627664631846,0.00061630151029,0.000482684860298,0.000561703447088,0.000657458893457,0.000723641570608,0.000760465596399,0.000445143471598,0.000781800612311,1,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,minimum_dai_price,128,0.995938327338,8.56288888862e-05,0.995770494716,0.99610615996,0.996036108228,0.994228414818,0.995192536345,0.996519817597,0.997253210565,0.997434173715,0.993694577318,0.997842442371,1,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,restricted_mean_recovery_time,128,62.2734375,13.9068439772,35.0160233048,89.5308516952,0,0,0,0,318.2,473.65,0,720,0.1796875,1,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,recovery_probability_720h,128,0.9921875,0.0078125,0.976875,1.0075,1,1,1,1,1,1,0,1,0.9921875,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,positive_demand_hours,128,5.953125,1.23996262242,3.52279826006,8.38345173994,0,0,0,5,14.6,32.95,0,73,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,binding_hours,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,mean_capacity_utilisation,128,0.000853031517094,0.000200299425917,0.000460444642296,0.00124561839189,0,0,0,0.000480769230769,0.00198183760684,0.00576923076923,0,0.0126602564103,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,maximum_capacity_utilisation,128,0.0961538461538,0.0153995139097,0.0659707988909,0.126336893417,0,0,0,0.115384615385,0.269230769231,0.423076923077,0,0.923076923077,0.4375,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,maximum_simultaneously_unsafe_families,128,0.640625,0.0699183781375,0.503584978851,0.777665021149,0,0,0,1,2,2,0,2,0.4453125,0,0
6,wbtc_idiosyncratic_severe__empirical_crypto,wbtc_idiosyncratic_severe,empirical_crypto,maximum_backlog_duration,128,6.0234375,1.33741881256,3.40209662739,8.64477837261,0,0,0,5,14,34.25,0,108,0.4375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,realised_bad_debt_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,positive_realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,active_bad_debt_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,unresolved_tab_share,128,6.25241842545e-07,6.25241842545e-07,-6.00232168844e-07,1.85071585393e-06,0,0,0,0,0,0,0,8.00309558458e-05,0.0078125,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,backlog_area_share,128,0.0235397145821,0.00768777239002,0.00847168069763,0.0386077484665,0,0,0,0.00331952383563,0.0268381659397,0.127682576201,0,0.597710732662,0.375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,liquidated_debt_share,128,0.0112380897431,0.0035351113344,0.00430927152773,0.0181669079586,0,0,0,0.00125993052276,0.0186896660291,0.0536242095231,0,0.253977114486,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,debt_weighted_liquidated_vault_share,128,0.0112380897431,0.0035351113344,0.00430927152773,0.0181669079586,0,0,0,0.00125993052276,0.0186896660291,0.0536242095231,0,0.253977114486,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,successful_closure_count,128,5.4140625,1.39218534591,2.68537922201,8.14274577799,0,0,0,4,12,29.5,0,126,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,capacity_rejected_opportunities,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,below_peg_burden,128,0.26560363519,0.00454375447907,0.256697876411,0.274509393969,0.254728497773,0.189281453855,0.232235770874,0.299472255215,0.332279117942,0.348203949937,0.155835511292,0.423072833411,1,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,mean_absolute_peg_deviation,128,0.000614587264255,6.67212632206e-06,0.000601509896664,0.000627664631846,0.00061630151029,0.000482684860298,0.000561703447088,0.000657458893457,0.000723641570608,0.000760465596399,0.000445143471598,0.000781800612311,1,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,minimum_dai_price,128,0.995938327338,8.56288888862e-05,0.995770494716,0.99610615996,0.996036108228,0.994228414818,0.995192536345,0.996519817597,0.997253210565,0.997434173715,0.993694577318,0.997842442371,1,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,restricted_mean_recovery_time,128,62.2734375,13.9068439772,35.0160233048,89.5308516952,0,0,0,0,318.2,473.65,0,720,0.1796875,1,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,recovery_probability_720h,128,0.9921875,0.0078125,0.976875,1.0075,1,1,1,1,1,1,0,1,0.9921875,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,positive_demand_hours,128,3.9296875,1.05468020922,1.86251428993,5.99686071007,0,0,0,2,6,20.6,0,80,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,binding_hours,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,mean_capacity_utilisation,128,0.000499966613248,0.000144955073927,0.000215854668352,0.000784078558144,0,0,0,0.000267094017094,0.000694444444444,0.00243322649573,0,0.0123931623932,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,maximum_capacity_utilisation,128,0.0754206730769,0.0129426635756,0.0500530524687,0.100788293685,0,0,0,0.0865384615385,0.230769230769,0.332692307692,0,0.807692307692,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,maximum_simultaneously_unsafe_families,128,0.5546875,0.0663745799307,0.424593323336,0.684781676664,0,0,0,1,2,2,0,2,0.3984375,0,0
7,wbtc_idiosyncratic_severe__balanced_crypto,wbtc_idiosyncratic_severe,balanced_crypto,maximum_backlog_duration,128,4.1328125,1.09076130439,1.9949203434,6.2707046566,0,0,0,3,8,14.6,0,75,0.375,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,realised_bad_debt_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,positive_realised_bad_debt,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,active_bad_debt_share,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,unresolved_tab_share,128,8.68911992187e-08,8.68911992187e-08,-8.34155512499e-08,2.57197949687e-07,0,0,0,0,0,0,0,1.11220735e-05,0.0078125,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,backlog_area_share,128,0.0129282336518,0.00561558449815,0.00192168803543,0.0239347792682,0,0,0,0,0.00601824020734,0.0344753989297,0,0.572433792112,0.2109375,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,liquidated_debt_share,128,0.0065849635829,0.00245428459483,0.00177456577705,0.0113953613888,0,0,0,0,0.00343752578721,0.0320672057369,0,0.173833927042,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,debt_weighted_liquidated_vault_share,128,0.0065849635829,0.00245428459483,0.00177456577705,0.0113953613888,0,0,0,0,0.00343752578721,0.0320672057369,0,0.173833927042,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,successful_closure_count,128,2.75,0.876685665393,1.03169609583,4.46830390417,0,0,0,0,7,16.3,0,82,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,capacity_rejected_opportunities,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,below_peg_burden,128,0.26560363519,0.00454375447907,0.256697876411,0.274509393969,0.254728497773,0.189281453855,0.232235770874,0.299472255215,0.332279117942,0.348203949937,0.155835511292,0.423072833411,1,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,mean_absolute_peg_deviation,128,0.000614587264255,6.67212632206e-06,0.000601509896664,0.000627664631846,0.00061630151029,0.000482684860298,0.000561703447088,0.000657458893457,0.000723641570608,0.000760465596399,0.000445143471598,0.000781800612311,1,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,minimum_dai_price,128,0.995938327338,8.56288888862e-05,0.995770494716,0.99610615996,0.996036108228,0.994228414818,0.995192536345,0.996519817597,0.997253210565,0.997434173715,0.993694577318,0.997842442371,1,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,restricted_mean_recovery_time,128,62.2734375,13.9068439772,35.0160233048,89.5308516952,0,0,0,0,318.2,473.65,0,720,0.1796875,1,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,recovery_probability_720h,128,0.9921875,0.0078125,0.976875,1.0075,1,1,1,1,1,1,0,1,0.9921875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,positive_demand_hours,128,2.0625,0.642735564525,0.802738293531,3.32226170647,0,0,0,0,4.3,15.25,0,62,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,binding_hours,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,mean_capacity_utilisation,128,0.000275440705128,9.77825847399e-05,8.3786839038e-05,0.000467094571218,0,0,0,0,0.000389957264957,0.00161591880342,0,0.00961538461538,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,maximum_capacity_utilisation,128,0.0354567307692,0.00929400626444,0.0172404784909,0.0536729830475,0,0,0,0,0.126923076923,0.217307692308,0,0.769230769231,0.1875,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,maximum_simultaneously_unsafe_families,128,0.2734375,0.0504834449822,0.174489947835,0.372385052165,0,0,0,0,1,2,0,2,0.2109375,0,0
8,wbtc_idiosyncratic_severe__stable_supported,wbtc_idiosyncratic_severe,stable_supported,maximum_backlog_duration,128,2.8046875,1.00246120559,0.839863537037,4.76951146296,0,0,0,0,7,13.6,0,111,0.2109375,0,0
